Date,Genre,identifiant,nationalite_francaise,nationalite,date_diplome,Pour votre dernière année, vous étiez inscrit·e en :,Région de votre entreprise d'accueil,"Durant vos études, vous avez bénéficié d'aménagements de scolarité liés à un handicap, ou vous vous êtes déclaré·e en situation d'handicap auprès de votre établissement",filiere,Quelle est votre situation actuelle ?,"'Sans activité volontairement', merci de préciser :",Vous occupez plusieurs emplois?,en_recherche_emploi,Depuis combien de mois êtes-vous en recherche d'emploi ? ,refus_emploi,Pour quelle(s) raison(s) avez-vous refusé ce ou ces emploi(s) ?,Quelle(s) difficulté(s) rencontrez-vous dans votre recherche d'emploi?,alternance,Nature de votre contrat de travail ?,Votre rémunération brute annuelle (hors primes )?,Vous percevez des primes ?,Votre rémunération brute annuelle AVEC primes,Durée du contrat de volontariat (en mois) ,Quel est le poste que vous occupez ?,Quel est le statut de votre employeur / entreprise ? ,Nom de l'entreprise qui vous emploie :,Quel est son secteur d'activité ?,"L'entreprise que vous créez/reprise est-elle déjà en activité, ou à l'état de projet/reprise plus ou moins avancé ?",Année de création/reprise de l'entreprise,Quel est le nom de votre entreprise / projet ?,Une rapide description de son activité,Quel est son secteur d'activité ?4,Votre entreprise est/sera localisée...,Région de localisation de la future entreprise,Pays de localisation de la future entreprise ?,autre_activite,statut_emploi,"'Non salarié·e·s, merci de préciser :",nature_contrat,duree_CDD,Quelle est la date de votre embauche ?,localisation_emploi,region_emploi,pays_localisation,temps_partiel,Ce temps partiel est-il voulu ou subi ?,Quelle part de temps partiel réalisez-vous ?,mois_emploi_occupe,Combien de jours par semaine êtes-vous en télétravail ? ,Quel est le statut de votre employeur / entreprise ?,Quelle est la raison sociale de votre employeur / votre entreprise ?,Commune de l'entreprise,Nombre de salarié·e·s de votre employeur / entreprise,entreprise_groupe,groupe,Votre employeur / Votre entreprise est une ESN (Entreprise de Services du Numérique) - anciennement SSII ?,"Votre employeur / Votre entreprise est une société de conseil ou d'ingénierie, un bureau d'études indépendant ?",Votre employeur / Votre entreprise est une société d'intérim pour laquelle vous exercez une mission ?,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,Quel est le secteur dans lequel vous intervenez principalement ?,emploi_lie_energie_renouvelable,Les enjeux de la RSE - Responsabilité Sociétale des Entreprises - font partie de votre mission,remuneration_annuelle_brute,prime,remuneration_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,temps_trouve_emploi,moyen_trouver_emploi,Quels ont été les moyens principaux utilisés pour chercher votre emploi actuel ?,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - La réputation de la filière de formation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - La formation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - La réputation de l'école/réseau Polytech,reseau_ancien_pour_premier_emploi,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - Stage de 4ème année,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - Stage de 5ème année /Contrat de professionnalisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - Vos compétences linguistiques,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - Vos expériences à l'étranger ,"Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - Vos expériences à l'école (BDE, GEPI, startup we..)",Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - Votre expérience professionnelle (essentiellement s'il ne s'agit pas du 1er poste),Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement ? - Vos engagements dans des associations et/ou projets ,situation_sortie_polytech,Depuis combien de temps étiez-vous en recherche d'emploi ?,Aviez-vous refusé une ou plusieurs proposition(s) d'emploi ?,Pour quelle(s) raison(s) aviez-vous refusé ce ou ces emploi(s) ?,difficultes_recherche,Dans quel établissement étiez-vous inscrit·e (nom et ville éventuellement) ?,Vous poursuiviez des études en alternance ?,La poursuite d'étude a-t'elle joué un rôle preponderant dans votre insertion professionnelle ?,"Montant brut annuelle HORS primes, de l'allocation perçue ?","Montant brut annuelle AVEC primes, de l'allocation perçue ?",Nom de l'entreprise qui vous a employé :,Nom et coordonnées du laboratoire qui vous a accueilli,Région de localisation du laboratoire9,Pays de localisation du laboratoire ?,Votre rémunération brute annuelle (hors primes et hors 13ème mois)?,prime_premier_emploi,Votre rémunération brute annuelle AVEC primes et/ou 13ème mois ?,Année de création/reprise ?,Quel est (ou était) le nom de l'entreprise ?,Et son activité ?,Quel était le nom de votre entreprise / projet ?,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,Quelle fut la durée de votre CDD? ,intitule_premier_emploi,Votre 1er emploi se trouvait-il...,Dans quelle région ?12,Dans quel pays ?13,nom_entreprise_premier_emploi,Code postal de l'entreprise14,Commune de l'entreprise15,taille_entreprise_premier_emploi,premiere_entreprise_groupe,groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,Ce temps partiel était-il voulu ou subi ?,Quelle part de temps partiel réalisiez-vous ?,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi ? - La réputation de l'école/réseau Polytech,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi ? - Réseau des anciens (Polytech Connect),stage_4eme_pour_premier_emploi,stage_5eme_pour_premier_emploi,competences_linguistiques_pour_premier_emploi,experience_etranger_pour_premier_emploi,"Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi ? - Vos experiences à l'école (BDE, GEPI, startup we..)","Globalement, vous êtes satisfait·e de votre premier emploi ?",La situation sanitaire a-t-elle eu un impact pour vous ?,Merci de préciser les raisons,Quels enseignements vous semblent les plus utiles pour l'exercice de votre métier et votre insertion professionnelle ?,"Parmi les enseignements fournis par l'école, quels sont ceux qui mériteraient d'être approfondis ou renforcés ?","Quels enseignements, absents de votre formation, vous auraient été utiles ?","Quels enseignements, présents dans votre formation, vous paraissent inutiles ?",ig_avantage_double_competence,Quels conseils pourriez-vous donner aux étudiants actuellement en formation pour bien choisir leur stage de fin d'étude ? réussir leur insertion professionnelle ?,Vos remarques et commentaires relatifs à votre insertion professionnelle
12/05/2023 19:34,Femme,1877094908161080.0,Oui,,2021,Sous contrat de professionalisation,,Non,Matériaux (MAT),En recherche emploi,,,Non,6.0,Oui,Cabinets de conseil douteux qui ne prennent pas en compte la mastère spécialisé réalisé après Polytech,Peu d'offres d'emploi,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'études (hors thèse),,,,,Audencia Nantes,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Missions modifiées|Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté dans l'entreprise d'apprentissage|Changement de projet professionnel|Formation annulée ou reportée,,,,,,,
12/05/2023 15:23,Homme,1788522987549900.0,Oui,,2022,Sous contrat de professionalisation,,Non,Mécanique et Interactions (MI),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,11/07/2022 00:00,En France,Occitanie,,À temps plein,,,10.0,0.0,Secteur privé,Outremer,La Grande Motte,De 50 à 249 salarié·e·s,Oui,Grand Large Yachting ,Non,Non,Non,"Méthodes, contrôle de production, maintenance",Ingénieur Méthodes Amélioration Continue,Oui,"Industrie automobile, aéronautique, navale, ferroviaire","Industrie automobile, aéronautique, navale, ferroviaire",,"Oui, je travaille sur des projets ayant une dimension RSE mais en dehors de ma fonction principale",,Oui,,OUI,OUI,NON,OUI,Non,,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)",Les perspectives d'évolution au sein de l'entreprise|Le lieu géographique|Le montant du salaire proposé,oui,oui,4.0,5.0,2.0,4.0,5.0,0.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,"Très complexe de répondre, cela dépend essentiellement du projet professionnel que l'on a et le domaine dans lequel l'on exerce.","L'intégralité, ou presque, mériteraient d'être approfondis par le biais de Travaux Pratiques",,,,1. Choisir une société avec la philosophie Lean Manufacturing pour le coaching et l'importance donné à l'accompagnement du stagiaire. 
01/03/2023 15:27,Homme,1788410955870170.0,Oui,,2021,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,21/02/2022 00:00,En France,Île-de-France,,À temps plein,,,12.0,0.0,Secteur privé,Asymptote,Rueil-Malmaison,250 à  4 999 salarié·e·s ,Oui,Parlym,Non,Oui,Non,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur en Gestion de Projet,Oui,Industrie pharmaceutique,Industrie pharmaceutique,,"Non, en aucun cas",30000.0,Oui,49600.0,NON,NON,NON,NON,Non,,Démarché(e) par un 'chasseur de têtes',Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée|Démarché(e) par un 'chasseur de têtes',Le montant du salaire proposé,oui,non,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Les différents projets,"L'utilisation de logiciel informatique, CAO",CAO,,,Important de choisir un stage dans le domaine dans lequel on veut travailler plus tard,
01/03/2023 09:20,Femme,1876052182501930.0,Oui,,2021,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,20/02/2023 00:00,En France,Occitanie,,À temps plein,,,,,Secteur privé,Groupe Lactalis ,,5 000 salarié·e·s ou plus,,,Non,Non,Non,Marketing,Chef de produit ,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,"Oui, je travaille sur des projets ayant une dimension RSE mais en dehors de ma fonction principale",,,,,,,,,De 1 à moins de 2 mois,Sites Internet d'entreprises,"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises",,,,,,,,,,,,,,,,,,,,Poursuite d'études (hors thèse),,,,,IAE Montpellier,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2023 12:48,Homme,1768367355289050.0,Oui,,2021,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,01/09/2021 00:00,En France,Occitanie,,À temps plein,,,18.0,4.0,Secteur privé,Je ne sais pas,,De 50 à 249 salarié·e·s,Oui,Capgemini ,Oui,Non,Non,,Ingénieur full stack js ,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,"Oui, mes principales missions ont une dimension sociale, sociétale ou environnementale",,,,,,,,,,stage de fin d'études,stage de fin d'études,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,
27/02/2023 18:01,Homme,1767362688988250.0,Oui,,2020,Sous contrat d'apprentissage,Occitanie,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,29/03/2021 00:00,En France,Occitanie,,À temps plein,,,24.0,0.0,Secteur privé,CABINET MARC MERLIN,VENDARGUES,250 à  4 999 salarié·e·s ,Oui,GROUPE MERLIN,Non,Oui,Non,Etudes - Conseil et expertise (autre qu'informatique),CHARGE D'ETUDE,Oui,"Construction, BTP","Production et distribution d'eau assainissement, gestion des déchets et dépollution",,"Non, en aucun cas",29400.0,Oui,32000.0,NON,NON,NON,NON,Non,,Sites Internet d'entreprises,Sites Internet d'entreprises,L'adéquation avec un projet professionnel|Le contenu de la mission/du poste proposé|Le secteur d'activité de l'entreprise,oui,oui,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,"Enseignement de chantier, organisation déroulement du chantier partie MOE et ENTREPRISE
 GENIE CIVIL / BETON ARME méthodologie et contenu a revoir et mieux adapter au niveau global de la classe
 
 MECANIQUE
 ",COURS AUTOCAD ou autre logiciel de dessin,MATHS (NIVEAU 4 &5A)
 ,,,
27/02/2023 15:21,Homme,1775955964081440.0,Oui,,2021,Sous contrat d'apprentissage,Occitanie,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,03/09/2018 00:00,En France,Occitanie,,À temps plein,,,42.0,0.0,Secteur privé,SOGEA SUD BATIMENT,MONTPELLIER,De 50 à 249 salarié·e·s,Oui,VINCI CONSTRUCTION,Non,Non,Non,TRAVAUX,Conducteur travaux,Oui,"Construction, BTP","Construction, BTP",,"Oui, mes principales missions ont une dimension sociale, sociétale ou environnementale",36000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Apprentissage (embauche dans l'entreprise d'accueil du contrat),La notoriété de l'entreprise|Le lieu géographique|Le contenu de la mission/du poste proposé,oui,oui,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,GC,GC,GC,GC,,Croire en ses rêves,Super
26/02/2023 16:57,Femme,1782593075288160.0,Oui,,2022,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,05/09/2022 00:00,En France,Provence-Alpes-Côte d'Azur,,À temps plein,,,6.0,0.0,Secteur privé,Thales DMS,Aubagne,De 50 à 249 salarié·e·s,Oui,Thales,Non,Non,Non,"Méthodes, contrôle de production, maintenance",Ingénieur méthode industrielle,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,"Non, en aucun cas",40000.0,Non,40000.0,NON,NON,OUI,OUI,Non,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études,La notoriété de l'entreprise|Les perspectives d'évolution au sein de l'entreprise|Le contenu de la mission/du poste proposé|Le secteur d'activité de l'entreprise,oui,oui,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,,4.0,5.0,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,- la science des matériaux
 - la vision industrielle,- la vision industrielle avoir des problématiques plus concrètes que l'on pourrait retrouver dans la vie professionnelle. ,avoir une dimension industrielle / production (génie industriel) ,aucun ,,"Ne pas se préciser sur la recherche de stage, trouver un secteur qui nous intéresse et ne pas répondre 'oui' à la première entreprise qui accepte notre candidature.
 
 Rester soi-même et ne pas négliger les relations humaines au sein de l'entreprise.",Je suis épanouie dans ma vie professionnelle. Cela est totalement différent de la vie d'étudiant. Je suis heureuse de l'avoir fini et de pouvoir démarrer une nouvelle étape de ma vie. 
 PS : Merci à vous pour la formation et le temps que vous nous avez accordés. 
25/02/2023 11:45,Femme,1788409475662410.0,Oui,,2020,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,20/04/2021 00:00,En France,Provence-Alpes-Côte d'Azur,,À temps plein,,,22.0,0.0,Secteur privé,SUDCOSMETICS,SAINT CHAMAS,De 50 à 249 salarié·e·s,Oui,P&B GROUP,Non,Non,Non,"Méthodes, contrôle de production, maintenance",COORDINATRICE AMELIORATION CONTINUE,Non,Industrie chimique,Industrie chimique,,"Oui, je travaille sur des projets ayant une dimension RSE mais en dehors de ma fonction principale",32000.0,Oui,33500.0,OUI,OUI,OUI,OUI,Non,,Démarché(e) par un 'chasseur de têtes',Sites Internet d'entreprises|Candidature spontannée|Démarché(e) par un 'chasseur de têtes'|Relations personnelles,L'adéquation avec un projet professionnel|Les perspectives d'évolution au sein de l'entreprise|La politique globale de relations humaines dans l'entreprise|Le contenu de la mission/du poste proposé,oui,non,4.0,4.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,
24/02/2023 17:54,Homme,1810544163800990.0,Non,Brésilienne,2021,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En thèse / PhD,,,,,,,,,Contrat à durée déterminée (CDD),27480.0,Non,27480.0,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,"Il n'y a pas un spécifique, mais l'ensemble qui aide à la façon de réfléchir.","Étude de cas: plusieurs problématiques rencontrées dans notre société.
 C'était un peu le cas du projet d'ecoconception. Mais il pourrait être un peu plus approfondie. Études de techniques utiles pour la caractérisation des matériaux, mais avec plus d'exemples surtout avec une explication claire de c'est qu'on peut apprendre sur ça. (Non juste la partie théorique) c'est très compliqué à comprendre juste avec la connaissance théorique.",Utilisation d'autres softwares de programmation (python). Utilisation et compréhension de comment trouver un bon article (et comment le lire).,,,,
24/02/2023 17:28,Homme,1789357194441510.0,Oui,,2022,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,05/12/2022 00:00,En France,Auvergne-Rhône-Alpes,,À temps plein,,,3.0,0.0,Secteur privé,Omexom NDT E&S,Bourg-de-Péage,De 50 à 249 salarié·e·s,Oui,Vinci Energies,Non,Oui,Non,Développement / Ingénierie,Ingénieur d'étude END,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,"Oui, je travaille sur des projets ayant une dimension RSE mais en dehors de ma fonction principale",36600.0,Oui,40000.0,NON,NON,NON,NON,Non,,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel|Le contenu de la mission/du poste proposé|Le secteur d'activité de l'entreprise|Le montant du salaire proposé,oui,oui,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,"Énergie, physique de solide, Traitement d'image",,Contrôle non-destructifs,,,"Se questionner sur l'avenir du secteur d'activité choisi et sur son envie d'&oelig,uvrer au long terme pour se secteur d'activité. ",
03/02/2023 16:06,Femme,1794332416683640.0,Oui,,2020,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,Salarié·e,,CDD (contrat de travail à durée déterminée) y compris de la fonction publique,3.0,01/02/2023 00:00,En France,Bretagne,,À temps plein,,,0.0,0.0,Association / ONG,Pôle Mer Bretagne Atlantique,Plouzané,De 10 à 19 salarié·e·s ,Non,,Non,Non,Non,"Innovation, transfert de technologie, propriété industrielle, brevets",Chargée de Projets Européens,Oui,Recherche-développement scientifique,Recherche-développement scientifique,,"Oui, mes principales missions ont une dimension sociale, sociétale ou environnementale",32000.0,Non,32000.0,,,,,Oui,Moins d'un mois,Relations personnelles,stage de fin d'études,Le lieu géographique|Le contenu de la mission/du poste proposé|Le secteur d'activité de l'entreprise|Le montant du salaire proposé,,,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,,,Poursuite d'études (hors thèse),,,,,ENSTA Bretagne,Non,Oui,,,,,,,,,,,,,,Emploi trouvé avant l'obtention de votre diplôme,Salarié·e du secteur privé (y compris structure associative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Mobilité géographique compliquée|Moins d'offres d'emploi,,,,,,,
23/02/2023 16:47,Homme,1889312886573050.0,Oui,,2020,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,22/08/2022 00:00,En France,Bretagne,,À temps plein,,,7.0,0.0,Secteur privé,uniporc ouest,Plérin,De 50 à 249 salarié·e·s,Non,,Non,Non,Non,Informatique industrielle et technique ,Chef de projet en informatique industrielle,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,"Non, en aucun cas",37000.0,Oui,39000.0,NON,OUI,NON,OUI,Oui,,Démarché(e) par un 'chasseur de têtes',Site Internet spécialisé dans l'emploi (dont APEC)|Démarché(e) par un 'chasseur de têtes',L'adéquation avec un projet professionnel|Les perspectives d'évolution au sein de l'entreprise|Le montant du salaire proposé,oui,oui,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,,4.0,2.0,,,4.0,,activité professionnelle,,,,,,,,,,,,,,,,,,,,,De 5 à moins de 6 mois,Salarié·e du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée),,ingénieur en inofrmatique ,En France,Pays de la Loire,,Alten SA,,,5 000 salarié(e)s ou plus,Oui,Alten,Autres secteurs ,15.0,Oui,Non,,,Site Internet spécialisé dans l'emploi (dont APEC),L'intérêt du travail en lui-même,33000.0,Oui,34000.0,3.0,,,4.0,,,,1.0,Oui,Chômage partiel / Réduction d'activité|Annulation d'embauche|Prétention salariale revue,La pratiques du développement informatique au travers de projets,,,espagnol,,bossez plus,
23/02/2023 13:00,Homme,1783551733078500.0,Oui,,2021,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,Salarié·e,,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,01/09/2021 00:00,En France,Occitanie,,À temps plein,,,18.0,0.0,Secteur privé,Fruits&Compagnie,Caissargues,De 50 à 249 salarié·e·s,Non,,Non,Non,Non,Production - Exploitation ,Ordonnancement et amélioration,Non,"Agriculture, sylviculture et pêche ","Agriculture, sylviculture et pêche ",,"Oui, je travaille sur des projets ayant une dimension RSE mais en dehors de ma fonction principale",30000.0,Oui,36000.0,OUI,NON,OUI,NON,Non,,Relations personnelles,Plateforme emploi de l'école (Poly+)|Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel|La politique globale de relations humaines dans l'entreprise|Le contenu de la mission/du poste proposé|Le montant du salaire proposé,oui,oui,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,"La Lv2 espagnol, je m'explique. Je ne pense pas que la lv2 espagnol soit inutile, au contraire je pense que c'est un cours très important. Mais les cours proposés pendant mes années d'études n'ont pas été utile. Que ce soit le contenu ou les personnes qui intervenaient, ce fut pour moi une déception.
 
 En sortant du BAC j'estimais avoir un très bon niveau en espagnol que j'ai perdu à force de ne pas le pratiquer. Les cours de Lv2 à Polytech ne m'ont pas permis de me rapprocher de ce niveau, ou de reprendre goût à la pratique de cette langue.",,"Pour moi, lorsque vous devez choisir un stage ou un emploi, l'un des critères les plus importants est : qu'est-ce que je vais pouvoir apprendre dans cette entreprise ? Quelles responsabilités aurais-je ?
 
 ",
23/02/2023 10:53,Femme,1776167053468420.0,Oui,,2020,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En recherche emploi,,,Non,2.0,Non,,Manque d'expérience professionnelle|Peu d'offres d'emploi,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,,,,,,,,,,,,,,,,,,,,,Emploi trouvé avant l'obtention de votre diplôme,Salarié·e du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),18.0,Ingénieur développement des procédés ,En France,Occitanie,,Groupe Grap'sud,30360,Cruviers-Lascours ,De 50 à 249 salarié(e)s ,Non,,Industrie agroalimentaire ,18.0,Oui,Non,,,Stage année césure/ Contrat de professionnalisation ,L'intérêt du travail en lui-même,38000.0,Non,38000.0,,4.0,,5.0,,1.0,,2.0,Non,,,,,,,,
