"identifiant","nature_contrat","localisation_emploi","region_emploi","entreprise_groupe","groupe","intitule_emploi","remuneration_annuelle_brute","prime","remuneration_prime","taille_entreprise_premier_emploi","secteur_premiere_entreprise","status_cadre_premier_emploi","nom_entreprise_premier_emploi"
1982421121197550,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l'étranger","","Oui","Groupe LPF","Chef de projet ",31500,"Oui",34125,"","","",""
1776167054266030,"","","","","","",NA,"",NA,"","","",""
1768453717959910,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","",24000,"Non",24000,"250 à  4 999 salarié(e)s ","Construction, BTP","Oui","Siniat"
1788460092295210,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Hauts-de-France","Non","","INGENIEUR COMPOSANT ET TECHNOLOGIE",30000,"Oui",33000,"","","",""
1894034281641740,"","","","","","",NA,"",NA,"","","",""
1757379921945330,"","","","","","",NA,"",NA,"","","",""
1783100974718700,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","ALTEN","Ingénieur d'application - consultant",28800,"Non",28800," Moins de 10 salarié(e)s ","Autres secteurs ","Oui","Enko"
1783551664640630,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Optoprim","Ingénieur R&D procédés laser / spécialiste matériaux",33600,"Non",33600,"","","",""
1802846052462780,"","","","","","",NA,"",NA,"","","",""
1776615827742480,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Pays de la Loire","Non","","Ingénieur d'études recherche et technologie",32000,"Oui",32000,"","","",""
1782714740771440,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur R&D Elements de sécurité",34000,"Oui",34000,"","","",""
1783101109430220,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","Rossignol groupe","Ingénieur qualite fournisseur",NA,"",NA,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Hexcel Composites"
1788460157927700,"CDD (contrat de travail à durée déterminée)","En France","Grand Est","Non","","Ingénieur de Recherche",26400,"Non",26400,"","","",""
1794637799468610,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Recherche-développement scientifique","Oui","Saint-Gobain"
1799240276425990,"","","","","","",NA,"",NA,"","","",""
1788412944803850,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","Ingénieur Technologue",34200,"Non",34200,"","","",""
1788639812991470,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","SETEC","Ingénieur attaché d'études",31000,"Oui",32000,"250 à  4 999 salarié(e)s ","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Hexcel Composites"
1782520512834500,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Centre-Val de Loire","Oui","ENGIE","Chargé d'affaires Nucléaire",35000,"Oui",35000,"De 50 à 249 salarié(e)s ","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Oui","Fives Nordon"
1789139230267320,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Mandaté Qualité",33600,"Oui",37000,"","","",""
1782920965133030,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Normandie","Oui","SOCOTEC","Chef de projet",31200,"Oui",52000,"","","",""
1783551861223210,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","Altran ","Ingenieur consultant",32000,"Oui",32500,"","","",""
1776166979008570,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Grand Est","Non","","Correspondant hydraulique",28000,"Oui",30000,"","","",""
1882421149142780,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Bouygues","Conducteur de travaux",38000,"Oui",38000,"250 à  4 999 salarié(e)s ","Construction, BTP","Non","AXEO"
1776166905404100,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Chargée de mission infrastructures hydrauliques",NA,"Oui",NA,"","","",""
1798575230918060,"Contrat d'expatriation","A l'étranger","","Non","","WatSan Manager",NA,"",NA,"","","",""
1875345038212540,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Merck","Ingénieur R&D water process",38000,"Oui",40000,"","","",""
1888486991852680,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l'étranger","","Oui","LUSEO ","Chargé d'affaires VRD",NA,"",NA,"","","",""
1775265359931030,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Corse","Non","","Ingénieur d'etudes",25200,"Oui",27300,"","","",""
1789078743073440,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur Conducteur de travaux",30000,"Oui",31000,"","","",""
1794775458291640,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","VINCI CONSTRUCTION FRANCE","Conducteur de travaux",34800,"Oui",38570,"","","",""
1782401307107040,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Chargé d'affaire",42000,"Oui",48000,"5 000 salarié(e)s ou plus","Production et distribution d'eau assainissement, gestion des déchets et dépollution","Oui","Saur"
1788639858775910,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","",NA,"",NA,"","","",""
1798487221615820,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Nouvelle-Aquitaine","Oui","alten","Consultant",28200,"Oui",28200,"","","",""
1783036971970720,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","Viveris Groupe","Ingénieure Systèmes Embarqués",31080,"Non",31080,"","","",""
1798488075629090,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur d'études",28000,"Non",28000,"","","",""
1788636022996220,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","Suez ","Ingénieur de projet en hydraulique ",29500,"Oui",31400,"","","",""
1882326620559430,"","","","","","",NA,"",NA,"","","",""
1798575226519670,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Normandie","Oui","ANTEA","Chargée d'études - Maitrise d'Oeuvre",27700,"Oui",30000,"","","",""
1798891359878950,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Bretagne","Non","","Chargé d'études traitement de l'eau ",20000,"Oui",21000,"","","",""
1775265273928660,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Oui","EDF","Ingénieur d'études en hydraulique",32200,"Oui",37000,"5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Oui","MANPOWER Chambéry - Pour EDF - Centre d'Ingénierie Hydraulique"
1767838880673710,"","","","","","",NA,"",NA,"","","",""
1798760313419580,"","","","","","",NA,"",NA,"","","",""
1882421143088620,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Guyane","Oui","GUEZ CARAIBES","Chargé d'affaires hydraulique et environnement",31800,"Oui",36300,"","","",""
1782457796618290,"Contrat d'expatriation","A l'étranger","","Non","","Chargée de projets recherche et développement",28229,"Non",28229,"De 10 à 19 salarié(e)s ","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques","Oui","Jean Raphael Bert Consultant"
1783165146986880,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Chargé d'études",27600,"Non",27600,"","","",""
1798487317435050,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Bretagne","Non","","chargé d'études milieux aquatiques",NA,"Non",NA,"","","",""
1794190670246510,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur chargé de projet en hydraulique",28000,"Non",28000,"De 10 à 19 salarié(e)s ","Autres activités spécialisées, scientifiques et techniques","Oui","Entech"
1803013596808820,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","Ingénieur Chargé D'études ",25800,"Oui",27950,"De 10 à 19 salarié(e)s ","Sociétés de conseil, bureaux d'études","Non",""
1768015126454010,"CDD (contrat de travail à durée déterminée)","En France","Hauts-de-France","Non","","Chargée de mission Prévention des Inondations",24600,"Non",24600,"De 50 à 249 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","Burgeap"
1775408740278300,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Ingénieur projet AEP - Assainissement - EP - VRD",25446,"Non",25446,"","","",""
1793744558919620,"CDD (contrat de travail à durée déterminée)","En France","Bourgogne-Franche-Comté","Oui","Veolia","Ingénieur de bureau d'etude",NA,"Oui",NA,"","","",""
1788410722794740,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Safran","Pilote d'industrialisation",39000,"Oui",44000,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Safran Aircraft Engines"
1775408573569340,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d'Azur","Non","","INGÉNIEUR COMMERCIAL",26000,"Oui",41000,"","","",""
1775414081707000,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","","Oui","Poppies","Coordinatrice QSE",30000,"Oui",32800,"","","",""
1758626839506070,"Contrat local","A l'étranger","","Non","","Program manager",14800,"Oui",16200,"De 10 à 19 salarié(e)s ","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Non","Kamworks"
1802845967927860,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur d'affaires",26000,"Oui",32000,"","","",""
1807215231163560,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d'Azur","Non","","Sous-officier de gendarmerie mobile",27000,"Oui",36000,"5 000 salarié(e)s ou plus","Activités informatiques et services d'information (TIC services)","Oui","Sopra Steria"
1783049799429820,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Oui","Veolia Environnement","Responsable d'équipe",33800,"Oui",33800,"5 000 salarié(e)s ou plus","Production et distribution d'eau assainissement, gestion des déchets et dépollution","Non","VEOLIA"
1794680960863590,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d'Azur","Oui","Naturex","Chef d'atelier ",32000,"Oui",34000,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Non","Elivia"
1899018396732320,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l'étranger","","Oui","IHH HEALTHCARE BERHAD","TECHNICIEN BIOMÉDICAL",5700,"Oui",6000,"","","",""
1788460148376890,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Ingénieur d'études R&D",34000,"Non",34000,"","","",""
1794775597428280,"","","","","","",NA,"",NA,"","","",""
1798760221874020,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","Ingénieur chef de projet - Responsable ",40000,"Non",40000,"","","",""
1776091882446630,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","",NA,"",NA,"","Enseignement, recherche","Non",""
1776242171247820,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Orange","Chef de projet",43000,"Oui",45000,"","","",""
1775345104087020,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Nouvelle-Aquitaine","Non","","Chargé de projets Environnement",26400,"Non",26400,"","","",""
1767473227295350,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Apside","Ingénieur d'affaires",30600,"Oui",54400,"","","",""
1767833503373530,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","SUEZ","Ingénieur hydraulicien",36500,"Oui",43700,"","","",""
1782332335839360,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Software Engineer",44982,"Non",44982,"","","",""
1889471553378420,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur Projets",36000,"Non",36000,"De 20 à 49 salarié(e)s ","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Oui","Orege"
1777133585322030,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Centre-Val de Loire","Oui","linvest","Ingénieur junior",29000,"Non",29000,"","","",""
1767833595276880,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","","Spécialiste en technologie de production",38000,"Oui",38000,"","","",""
1798714260077950,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","ALTEN","Ingénieur Projet",32400,"Oui",34000,"","","",""
1783551852318230,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Développeur Android",31500,"Oui",33000,"5 000 salarié(e)s ou plus","Activités informatiques et services d'information (TIC services)","Oui","Capgemini"
1789246064047580,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d'Azur","Non","","Responsable R&D",26000,"Oui",30000,"","","",""
1794334594344790,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Oui","Groupe Dassault","",35000,"Oui",35000,"","","",""
1783429267754430,"","","","","","",NA,"",NA,"","","",""
1767188038511560,"","En France","Occitanie","Non","","Gerant",18000,"Oui",20000,"","","",""
1889425571740490,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Oui","groupe Valeco","Chargé d'affaires",40000,"Oui",40000,"","","",""
1783101102361120,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l'étranger","","Oui","","Sales suppport engineer",NA,"Oui",NA,"","","",""
1776167208283570,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","","","",30000,"Non",30000,"","","",""
1783551727370030,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Île-de-France","Non","","Ingénieur d'étude",36000,"Oui",36000,"De 50 à 249 salarié(e)s ","Industrie des technologies de l'Information et de la Communication (TIC)","Oui","Groupe HN"
1775263816305300,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Provence-Alpes-Côte d'Azur","Oui","Vinci Energies","Assistante Responsable d'Affaires",NA,"Oui",NA,"","","",""
1788692238991680,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Occitanie","Non","","Directeur informatique adjoint",45600,"Non",45600,"","","",""
1789078904504380,"CDI (contrat de travail à durée indéterminée) y compris CDIC","A l'étranger","","Non","","Ingénieur Electricien",30552,"Non",30552,"","","",""
1776621701199620,"CDI (contrat de travail à durée indéterminée) y compris CDIC","En France","Hauts-de-France","Oui","Arkema","Ingénieur support technique, Hotmelts Polyamides",39000,"Oui",42000,"","","",""
