date,identifiant,sexe,nationalite_francaise,nationalite,annee_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,nb_mois_recherche_emploi,refus_emploi,difficultés_recherche,alternance,poste_occupe,secteur_activite,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,temps_partiel,nb_mois_occupation_emploi,handicap,taille_entreprise,service_emploi,intitule_poste,statut_cadre,secteur_activite,domaine_entreprise,remuneration_annuelle_brute,prime,remuneration_prime,alternance,statut,nature_contrat_premier_emploi,intitule_premier_emploi,localisation_premier_emploi,region_premier_emploi,pays_premier_emploi,ville_premier_emploi,taille_entreprise_premier_emploi,secteur_activite_entreprise_premier_emploi,statut_cadre_premier_emploi,temps_partiel_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi
25/02/2019 20:48,"1,78234E+15",Homme,Oui,,2017,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Nouvelle-Aquitaine,,Non,4.0,Non,250 à  4 999 salarié(e)s ,Informatique industrielle et technique ,Ingénieur d étude,Oui,Activités informatiques et services d information (TIC services),,28000.0,Oui,30000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Chef d équipe,En France,Nouvelle-Aquitaine,,,250 à  4 999 salarié(e)s ,Industrie agroalimentaire ,Non,Non,25000.0,Oui,29000.0
25/02/2019 21:43,"1,78305E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,13.0,Non,5 000 salarié(e)s ou plus,Production - Exploitation ,Ingénieur production,Oui,Industrie agroalimentaire ,,32500.0,Oui,36500.0,,,,,,,,,,,,,,,
08/02/2019 15:17,"1,79876E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,6.0,Non,De 10 à 19 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d etudes ,Oui,"Sociétés de conseil, bureaux d études",,32000.0,Oui,32000.0,,,,,,,,,,,,,,,
25/02/2019 22:09,"1,79876E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Hauts-de-France,,Non,2.0,Non,De 50 à 249 salarié(e)s ,Production - Exploitation ,Adjoint responsable recette,Non,Industrie agroalimentaire ,,25610.0,Oui,27750.0,,,CDD (contrat de travail à durée déterminée),Adjoint chef d équipe conditionnement,En France,Bretagne,,Saint jacut du mené,250 à  4 999 salarié(e)s ,Industrie agroalimentaire ,Non,Non,,Oui,
25/02/2019 22:54,"1,8833E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,12.0,Non,De 50 à 249 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Chef de projet R&D,Non,Industrie agroalimentaire ,,,,,,,CDD (contrat de travail à durée déterminée),,En France,Île-de-France,,,,"Agriculture, sylviculture et pêche ",Non,,,,
20/03/2019 13:07,"1,78304E+15",Femme,Oui,,2018,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,Non,250 à  4 999 salarié(e)s ,Production - Exploitation ,Ingénieur d etudes,Oui,"Sociétés de conseil, bureaux d études",,28500.0,Non,28500.0,,,,,,,,,,,,,,,
25/02/2019 23:38,"1,78857E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Animateur,,Oui,,,,,,,,,,,,,,,,,,,,,Mission d intérim,Cariste,En France,Nouvelle-Aquitaine,,Cestas,De 50 à 249 salarié(e)s ,Transports (Services),Non,Non,30000.0,Oui,30500.0
26/02/2019 11:46,"1,80289E+15",Femme,Non,BURKINABE,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Normandie,,Non,17.0,Non,De 50 à 249 salarié(e)s ,contract management,Consultante en contract management,Oui,"Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)",,34000.0,Non,34000.0,Non,,,,,,,,,,,,,,
26/02/2019 00:09,"1,77527E+15",Femme,Oui,,2017,Sous contrat d apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,4.0,Non,De 50 à 249 salarié(e)s ,Production - Exploitation ,Ingenieure travaux ,Oui,"Construction, BTP",,31200.0,Oui,33800.0,,,,,,,,,,,,,,,
26/02/2019 00:34,"1,78349E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),3.0,En France,Nouvelle-Aquitaine,,Oui,1.0,Non,De 10 à 19 salarié(e)s ,Autre service ou département,Serveuse,Non,Hébergement et restauration,,,Non,,,Agent contractuel,CDD (contrat de travail à durée déterminée),Chargée de missions r&d et qualité ,En France,Occitanie,,Montpellier, Moins de 10 salarié(e)s ,Industrie agroalimentaire ,Non,Non,21600.0,Non,21600.0
26/02/2019 10:04,"1,7831E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2019 10:35,"1,78914E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,18.0,Non,De 20 à 49 salarié(e)s ,Etudes et développement en systèmes d information ,Ingénieur développement logiciel,Oui,Métallurgie et fabrication de produits métalliques à l exception des machines et des équipements,,35000.0,Non,35000.0,,,,,,,,,,,,,,,
11/03/2019 17:03,"1,89384E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En poursuite d études (hors thèse),,,,,non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2019 14:29,"1,77579E+15",Femme,Non,Burkinabe,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,15.0,Non,250 à  4 999 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Consultante en management de projets,Oui,"Sociétés de conseil, bureaux d études",,37000.0,Oui,40000.0,Non,,,,,,,,,,,,,,
25/02/2019 20:00,"1,76899E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Non,De 20 à 49 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",Responsable qualité,Non,Industrie agroalimentaire ,,,Non,,,,,,,,,,,,,,,,
25/02/2019 15:18,"1,78841E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En recherche emploi,Oui,17.0,Non,"Peu d offres d emploi|Manque d expérience professionnelle|Formation mal, ou pas, reconnue par les employeurs",,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2019 14:56,"1,78348E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Mission d intérim,,En France,Auvergne-Rhône-Alpes,,Non,5.0,Non,5 000 salarié(e)s ou plus,"Qualité, sécurité, sûreté de fonctionnement ",Chargée Assurance Qualité Système,Oui,Industrie pharmaceutique,,32000.0,Non,32000.0,,,,,,,,,,,,,,,
13/02/2019 23:09,"1,79438E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Non,5 000 salarié(e)s ou plus,,Ingénieure pilote d offres,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",,,,,,,,,,,,,,,,,,,
27/02/2019 00:42,"1,7761E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,Non,De 50 à 249 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur d études ,Oui,"Sociétés de conseil, bureaux d études",,28240.0,Non,28240.0,,,CDD (contrat de travail à durée déterminée),Responsable de missions en hydraulique fluviale,En France,Occitanie,,Toulouse,250 à  4 999 salarié(e)s ,"Sociétés de conseil, bureaux d études",Oui,Non,,Non,
11/02/2019 00:41,"1,78234E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2019 19:10,"1,88242E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,,,250 à  4 999 salarié(e)s ,Commercial(e) (dont ingénieur(e) d affaire) ,Ingénieur d affaires - Manager,Oui,"Sociétés de conseil, bureaux d études",,52000.0,Oui,55000.0,,,,,,,,,,,,,,,
03/03/2019 12:19,"1,7892E+15",Homme,Non,Senegalaise,2017,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,18.0,Non,5 000 salarié(e)s ou plus,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur Rams,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,Non,,,,,,,,,,,,,,,,
21/02/2019 20:55,"1,79379E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2019 21:20,"1,78348E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Île-de-France,,Non,7.0,,De 20 à 49 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",R&D BIOMECHANICS ENGINEER,Oui,Recherche-développement scientifique,,38000.0,Oui,40000.0,,,,,,,,,,,,,,,
28/02/2019 17:06,"1,78298E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2019 10:45,"1,78233E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,5.0,Non,De 50 à 249 salarié(e)s ,Travaux,Ingenieur travaux,Oui,"Construction, BTP",,36000.0,Oui,40000.0,,,,,,,,,,,,,,,
26/02/2019 19:19,"1,87609E+15",Femme,Non,Tunisienne,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,3.0,Non,5 000 salarié(e)s ou plus,Etudes et développement en systèmes d information ,AMOA SAP,Oui,Transports (Services),,36000.0,Oui,40000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Consultante SAP,En France,Auvergne-Rhône-Alpes,,Lyon,De 20 à 49 salarié(e)s ,"Sociétés de conseil, bureaux d études",Oui,Non,31500.0,Oui,33000.0
25/02/2019 14:21,"1,7831E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,20.0,Non, Moins de 10 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d études,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",,30000.0,Oui,31800.0,,,,,,,,,,,,,,,
13/02/2019 17:33,"1,78305E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Dairy Technologist,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2019 17:32,"1,88914E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,1.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",ingénieur mécanique,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,33500.0,Oui,35000.0,,,,,,,,,,,,,,,
11/03/2019 00:27,"1,88242E+15",Femme,,,2018,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),8.0,En France,Provence-Alpes-Côte d Azur,,Non,6.0,Non,250 à  4 999 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Chef de projet Développement et Innovation ,Non,Industrie agroalimentaire ,,,Oui,,,,,,,,,,,,,,,,
12/02/2019 14:23,"1,76747E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En poursuite d études (hors thèse),,,,,non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019 12:29,"1,77663E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,18.0,Non,De 20 à 49 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur Chargé d études en Hydraulique urbaine,Oui,"Sociétés de conseil, bureaux d études",,27000.0,Oui,29500.0,,,,,,,,,,,,,,,
08/02/2019 14:28,"1,78292E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l étranger,,Viet Nam,Non,12.0,Non,De 20 à 49 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur-développeur agronomie,Non,"Agriculture, sylviculture et pêche ",,28000.0,Non,28000.0,Non,,,,,,,,,,,,,,
08/02/2019 18:53,"1,79858E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Occitanie,,Non,1.0,Non,De 20 à 49 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingenieur fermentation,Oui,Industrie chimique,,,,,,,Mission d intérim,Responsable scientifique,En France,Auvergne-Rhône-Alpes,,Marcy l etoile,5 000 salarié(e)s ou plus,Industrie pharmaceutique,Oui,Non,,Non,
08/02/2019 17:52,"1,77609E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Mission d intérim,,En France,Auvergne-Rhône-Alpes,,Non,4.0,Non,250 à  4 999 salarié(e)s ,Production - Exploitation ,Ingenieur Lean Management,Non,Industrie agroalimentaire ,,27600.0,Non,27600.0,,,,,,,,,,,,,,,
08/02/2019 14:43,"1,77609E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Occitanie,,Non,1.0,Non,De 50 à 249 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur chargée d études environnement marin,Oui,"Sociétés de conseil, bureaux d études",,24600.0,Non,24600.0,Oui,,,,,,,,,,,,,,
28/02/2019 10:50,"1,77617E+15",Homme,Oui,,2016,Sous contrat d apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Grand Est,,Non,28.0,Non,5 000 salarié(e)s ou plus,Etudes - Conseil et expertise (autre qu'informatique),Correspondant hydraulique,Oui,Transports (Services),,29000.0,Oui,32000.0,,,,,,,,,,,,,,,
28/02/2019 13:42,"1,76783E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,17.0,Non,De 20 à 49 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Responsable de projets R&D,Non,Industrie chimique,,24000.0,Non,24000.0,,,,,,,,,,,,,,,
18/02/2019 19:53,"1,78348E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l étranger,,haiti,Non,3.0,Non,250 à  4 999 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",coordinateur controle qualite ,Oui,Industrie agroalimentaire ,,18000.0,Non,18000.0,,,,,,,,,,,,,,,
25/02/2019 14:30,"1,79849E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bretagne,,Non,27.0,Non,De 20 à 49 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Chargé d études continuité écologique,Oui,"Sociétés de conseil, bureaux d études",,,Non,,,,,,,,,,,,,,,,
24/03/2019 15:01,"1,78864E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),,,En France,Île-de-France,,Non,6.0,Non,5 000 salarié(e)s ou plus,,Pilote Cadet,Non,Transports (Services),,12000.0,Non,12000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Pilote mécanique,En France,Occitanie,,Toulouse,250 à  4 999 salarié(e)s ,"Industrie automobile, aéronautique, navale, ferroviaire",Oui,Non,34500.0,Oui,38000.0
09/02/2019 13:07,"1,78902E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En poursuite d études (hors thèse),,,,,non,,,Oui,,,,,,,,,,,,,,,,,,,,,Mission d intérim,Ingenieur Cadre Hydraulique,En France,Occitanie,,Beziers,De 50 à 249 salarié(e)s ,"Sociétés de conseil, bureaux d études",Oui,Non,28000.0,Non,28000.0
08/02/2019 17:14,"1,79399E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,13.0,Non,De 20 à 49 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur hydraulicien,Oui,"Sociétés de conseil, bureaux d études",,24612.0,Non,24612.0,,,,,,,,,,,,,,,
02/03/2019 14:50,"1,78936E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bourgogne-Franche-Comté,,Non,3.0,Non,250 à  4 999 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur Qualité Client ,Oui,Fabrication de produits en caoutchouc et en plastique ainsi que d autres produits minéraux non métalliques,,33500.0,Non,33500.0,Non,,,,,,,,,,,,,,
21/03/2019 23:15,"1,87624E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l étranger,,,Non,14.0,Non,250 à  4 999 salarié(e)s ,Maîtrise d ouvrage ,Chargé d opérations,Oui,"Administration d État, Collectivités territoriales, Hospitalière",,38000.0,Non,38000.0,,Agent contractuel,CDD (contrat de travail à durée déterminée),Chargé d opérations,A l étranger,,,NOUMEA,250 à  4 999 salarié(e)s ,"Administration d État, Collectivités territoriales, Hospitalière",Oui,Non,,,
26/02/2019 16:43,"1,78355E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2019 13:43,"1,8756E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En création d entreprise /reprise d entreprise,,,,,,,"Arts, spectacles et activités récréatives",Oui,,,,,,,,,,,,,,,,,,,,,CDD (contrat de travail à durée déterminée),Recruteur de donateur,En France,Île-de-France,,Paris,De 50 à 249 salarié(e)s ,Autres secteurs ,Non,Oui,13000.0,Non,13000.0
13/03/2019 13:27,"1,78348E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,7.0,Non,De 50 à 249 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Consultante scientifique en financement de l innovation,Oui,"Sociétés de conseil, bureaux d études",,30000.0,Oui,36000.0,,,,,,,,,,,,,,,
03/03/2019 18:44,"1,79379E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,6.0,Non,250 à  4 999 salarié(e)s ,Support/Process,Technicien Process conditionnement,Non,Industrie agroalimentaire ,,28600.0,Oui,31000.0,,,CDD (contrat de travail à durée déterminée),Barman/manager en restauration,En France,Provence-Alpes-Côte d Azur,,Avignon,De 20 à 49 salarié(e)s ,Hébergement et restauration,Oui,Non,,Non,
03/03/2019 20:59,"1,77541E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),18.0,En France,Pays de la Loire,,Non,16.0,Non,250 à  4 999 salarié(e)s ,Marketing,Chef de produits ,Oui,Industrie agroalimentaire ,,33500.0,Oui,34500.0,Non,,,,,,,,,,,,,,
22/02/2019 10:55,"1,7831E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2019 10:59,"1,79419E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,16.0,Non,De 20 à 49 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur hydraulique ,Oui,"Sociétés de conseil, bureaux d études",,28000.0,Non,28000.0,,,,,,,,,,,,,,,
08/02/2019 13:46,"1,80301E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,16.0,Non,De 20 à 49 salarié(e)s ,Maîtrise d ouvrage ,Chargé d études ,Oui,"Sociétés de conseil, bureaux d études",,,Oui,,,,,,,,,,,,,,,,
08/02/2019 15:12,"1,78869E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l étranger,,Irlande,Non,5.0,Non,5 000 salarié(e)s ou plus,Tendering Team,Proposals Engineer,Oui,Autres secteurs ,,28000.0,Non,28000.0,,,,,,,,,,,,,,,
04/03/2019 13:46,"1,77655E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,3.0,Non,De 10 à 19 salarié(e)s ,Production - Exploitation ,Opérateur de production,Non,Industrie agroalimentaire ,,21600.0,Non,21600.0,,,,,,,,,,,,,,,
