date,identifiant,sexe,nationalite_francaise,nationalite,annee_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,nb_mois_recherche_emploi,refus_emploi,difficultés_recherche,alternance,poste_occupe,secteur_activite,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,temps_partiel,nb_mois_occupation_emploi,handicap,taille_entreprise,service_emploi,intitule_poste,statut_cadre,secteur_activite,domaine_entreprise,remuneration_annuelle_brute,prime,remuneration_prime,alternance,statut,nature_contrat_premier_emploi,intitule_premier_emploi,localisation_premier_emploi,region_premier_emploi,pays_premier_emploi,ville_premier_emploi,taille_entreprise_premier_emploi,secteur_activite_entreprise_premier_emploi,statut_cadre_premier_emploi,temps_partiel_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi
11/02/2019 14:26,"1,80285E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2019 14:34,"1,79379E+15",Homme,Non,Belge,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En thèse,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Security Analyst,A l étranger,,Royaume-Uni,,,"Autres activités spécialisées, scientifiques et techniques",Non,Non,29640.0,Non,29640.0
11/02/2019 14:57,"1,78304E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,15.0,Non,De 50 à 249 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",ingénieure qualité,Oui,Commerce,,30000.0,Oui,32267.0,,,CDD (contrat de travail à durée déterminée),chargée qualité grands comptes et marchés,En France,Auvergne-Rhône-Alpes,,limonest,250 à  4 999 salarié(e)s ,Commerce,Oui,Non,26100.0,Non,26100.0
11/02/2019 15:19,"1,87662E+15",Femme,Oui,,2017,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,15.0,Non,De 10 à 19 salarié(e)s ,Qualité,Responsable qualité,Oui,Commerce,,31200.0,Oui,34000.0,,,,,,,,,,,,,,,
08/02/2019 15:57,"1,78343E+15",Homme,Oui,,2018,Sous contrat de professionalisation,Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,5.0,Non,De 50 à 249 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d études,Oui,"Sociétés de conseil, bureaux d études",,27600.0,Non,27600.0,,,,,,,,,,,,,,,
25/02/2019 23:01,"1,89389E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,3.0,Non,De 50 à 249 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Assistante Qualité / R&D,Non,Industrie agroalimentaire ,,21600.0,Oui,23000.0,,,,,,,,,,,,,,,
11/02/2019 16:02,"1,78908E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,1.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur revue conception - spécialites équipements de sauvetage,Oui,"Activités juridiques, comptables, de gestion, d architecture, d ingénierie, de contrôle et d analyses techniques",Transport,35000.0,Oui,40000.0,,,,,,,,,,,,,,,
11/02/2019 17:26,"1,77596E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,10.0,Non,De 10 à 19 salarié(e)s ,Etudes et développement en systèmes d information ,Chef de projet,Oui,Activités informatiques et services d information (TIC services),,40000.0,Oui,42000.0,,,,,,,,,,,,,,,
26/02/2019 17:11,"1,76818E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Analyste Développeur Mainframe,En France,Occitanie,,COLOMIERS,5 000 salarié(e)s ou plus,Activités informatiques et services d information (TIC services),Oui,Non,31000.0,Oui,33000.0
11/02/2019 17:57,"1,76818E+15",Homme,,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,18.0,Non,250 à  4 999 salarié(e)s ,Communication ,,Oui,Activités informatiques et services d information (TIC services),,,,,,,,,,,,,,,,,,,
11/02/2019 18:26,"1,76764E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,5.0,Non,De 50 à 249 salarié(e)s ,Informatique décisionnelle,Consultant en Business Intelligence,Oui,"Sociétés de conseil, bureaux d études",,26000.0,Oui,32000.0,,,,,,,,,,,,,,,
08/02/2019 17:43,"1,78271E+15",Homme,Oui,,2018,Sous contrat de professionalisation,Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Provence-Alpes-Côte d Azur,,Non,6.0,Non,250 à  4 999 salarié(e)s ,Production - Exploitation ,Ingénieur chargé de missions Exploitation,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",,34500.0,Oui,38000.0,,,,,,,,,,,,,,,
11/02/2019 20:45,"1,89431E+15",Femme,Oui,,2016,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Nouvelle-Aquitaine,,Non,30.0,Non,250 à  4 999 salarié(e)s ,Production - Exploitation ,,Non,Industrie agroalimentaire ,,30000.0,Oui,34000.0,,,,,,,,,,,,,,,
25/02/2019 17:32,"1,78869E+15",Homme,Oui,,2018,Sous contrat de professionalisation,Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Non,250 à  4 999 salarié(e)s ,Commercial(e) (dont ingénieur(e) d affaire) ,Ingénieur Etudes et Commercial,Oui,"Construction, BTP",,40000.0,Oui,44000.0,,,,,,,,,,,,,,,
22/02/2019 15:07,"1,77557E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,20.0,Non,De 50 à 249 salarié(e)s ,"Méthodes, contrôle de production, maintenance",Ingénieur méthodes et données techniques,Oui,Fabrication de produits en caoutchouc et en plastique ainsi que d autres produits minéraux non métalliques,,31250.0,Non,31250.0,,,,,,,,,,,,,,,
11/02/2019 23:03,"1,7755E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,16.0,Non,5 000 salarié(e)s ou plus,Assistance technique,Solutions Building Engineer,Oui,Industrie des technologies de l Information et de la Communication (TIC),,29640.0,Oui,32110.0,,,,,,,,,,,,,,,
11/02/2019 23:29,"1,78234E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,15.0,Non,250 à  4 999 salarié(e)s ,Informatique industrielle et technique ,Ingénieur Développement logiciel Model based design,Oui,Activités informatiques et services d information (TIC services),,32500.0,Non,32500.0,,,,,,,,,,,,,,,
08/02/2019 15:14,"1,79468E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bretagne,,Non,1.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Responsable Évaluation Sensorielle,Oui,Industrie agroalimentaire ,,31100.0,Oui,33700.0,,,CDD (contrat de travail à durée déterminée),Technicienne en Analyse Sensorielle,En France,Nouvelle-Aquitaine,,Oloron-Sainte-Marie,250 à  4 999 salarié(e)s ,Industrie agroalimentaire ,Non,Non,21000.0,Non,21000.0
08/02/2019 16:44,"1,87522E+15",Femme,Non,Sénégalaise,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),8.0,En France,Bretagne,,Non,1.0,Non,250 à  4 999 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",Assistante responsable qualité,Non,Industrie agroalimentaire ,,,Oui,,,,,,,,,,,,,,,,
08/02/2019 14:27,"1,78846E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,14.0,Non,De 50 à 249 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur qualité consultant,Oui,"Sociétés de conseil, bureaux d études",,32000.0,Oui,36000.0,,,,,,,,,,,,,,,
12/02/2019 20:18,"1,79399E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,7.0,Non, Moins de 10 salarié(e)s ,Exploitation / maintenance informatique ,Ingénieur Informaticien - Lead Développeur,Oui,Activités informatiques et services d information (TIC services),,38000.0,Non,38000.0,,,,,,,,,,,,,,,
12/02/2019 21:42,"1,78875E+15",Homme,Oui,,2018,Sous contrat d apprentissage,Systèmes Embarqués (SE - apprentissage),Sans activité volontairement,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2019 15:09,"1,77557E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En recherche emploi,Oui,2.0,Non,Manque d expérience professionnelle,,,,Oui,,,,,,,,,,,,,,,,,,,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Chargé d étude en hydraulique fluviale,En France,Occitanie,,Castelnau-le-Lez,De 50 à 249 salarié(e)s ,"Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)",Oui,Non,29000.0,Non,29000.0
13/02/2019 10:30,"1,78875E+15",Homme,Oui,,2018,Sous contrat d apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,3.0,Non,250 à  4 999 salarié(e)s ,,Ingénieur Travaux,Oui,"Construction, BTP",,33500.0,Oui,41000.0,,,,,,,,,,,,,,,
26/02/2019 13:09,"1,88242E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Guyane,,Non,29.0,Non,De 10 à 19 salarié(e)s ,Maîtrise d oeuvre,Chargé d affaires Hydraulique et Environnement,Oui,"Sociétés de conseil, bureaux d études",,31800.0,Oui,38300.0,,,,,,,,,,,,,,,
13/02/2019 12:09,"1,88287E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,24.0,Non,250 à  4 999 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Système embarqué,Oui,"Sociétés de conseil, bureaux d études",,32000.0,Non,32000.0,,,,,,,,,,,,,,,
13/02/2019 12:18,"1,78864E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019 15:23,"1,76783E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Systèmes Embarqués (SE - apprentissage),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019 16:24,"1,78874E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Volontaire porteur de projet,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2019 16:56,"1,79384E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,1.0,Non,De 20 à 49 salarié(e)s ,"Innovation, Propriété industrielle, brevets, transfert de technologie",Chef de Projet,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",Divers,33000.0,Oui,35000.0,,,,,,,,,,,,,,,
08/02/2019 19:53,"1,7831E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Provence-Alpes-Côte d Azur,,Non,4.0,Non,De 10 à 19 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Assistante achat et développement ,Non,Industrie agroalimentaire ,,22800.0,Oui,25200.0,,,,,,,,,,,,,,,
13/02/2019 20:07,"1,79419E+15",Homme,Oui,,2016,Sous contrat d apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,12.0,Non,250 à  4 999 salarié(e)s ,Production - Exploitation ,Direction adjoint,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",,35000.0,Oui,39000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Ingénieur chargé d affaire,En France,Occitanie,,Onet le Chateau,250 à  4 999 salarié(e)s ,"Sociétés de conseil, bureaux d études",Oui,Non,24000.0,Oui,26000.0
16/03/2019 20:22,"1,80285E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Ingenieur Process,,Oui,,,,,,,,,,,,,,,,,,,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Ingenieur Process,En France,Provence-Alpes-Côte d Azur,,Aix en Provence,De 10 à 19 salarié(e)s ,"Production et distribution d eau assainissement, gestion des déchets et dépollution",Oui,Non,30000.0,Non,30000.0
13/02/2019 22:04,"1,77662E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,1.0,Non,5 000 salarié(e)s ou plus,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur consultant junior,Oui,"Sociétés de conseil, bureaux d études",Divers,34000.0,Oui,34500.0,,,,,,,,,,,,,,,
27/02/2019 20:51,"1,78947E+15",Femme,Oui,,2018,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),9.0,En France,Provence-Alpes-Côte d Azur,,Non,2.0,Non,De 10 à 19 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",Assistante qualité,Non,Industrie agroalimentaire ,,21864.0,Non,21864.0,,,,,,,,,,,,,,,
13/02/2019 22:33,"1,78931E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Mission d intérim,,En France,Provence-Alpes-Côte d Azur,,Non,5.0,Non,De 50 à 249 salarié(e)s ,Production - Exploitation ,Ouvrier sur ligne de production,Non,Autres secteurs ,Divers,18000.0,Non,18000.0,,,,,,,,,,,,,,,
14/02/2019 04:32,"1,78246E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Contrat local,,A l étranger,,Canada,Non,1.0,Non,250 à  4 999 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingenieure de projets en traitement des eaux,Oui,"Activités juridiques, comptables, de gestion, d architecture, d ingénierie, de contrôle et d analyses techniques",,33473.0,Non,33473.0,,,,,,,,,,,,,,,
11/03/2019 16:14,"1,81054E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,7.0,Non,250 à  4 999 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur projet mécanique,Oui,"Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)",,36000.0,Non,36000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Ingénieur chargé d affaires ESPN,En France,Normandie,,Mont saint aignan,5 000 salarié(e)s ou plus,"Activités juridiques, comptables, de gestion, d architecture, d ingénierie, de contrôle et d analyses techniques",Oui,Non,35000.0,Non,35000.0
13/02/2019 23:42,"1,88307E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Contrat local,,A l étranger,,Espagne,Non,33.0,Non,5 000 salarié(e)s ou plus,Bisuness Analitique,Data scientist,Oui,Autres secteurs ,,41000.0,Oui,47000.0,,,,,,,,,,,,,,,
15/04/2019 13:57,"1,98905E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,30.0,Non,De 20 à 49 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Chef de projet R&D process,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",,35500.0,Non,35500.0,,,,,,,,,,,,,,,
14/02/2019 09:55,"1,78253E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Hauts-de-France,,Non,18.0,Non,5 000 salarié(e)s ou plus,Etudes - Conseil et expertise (autre qu'informatique),Senior consultant,Oui,Industrie des technologies de l Information et de la Communication (TIC),,34000.0,Oui,37500.0,,,,,,,,,,,,,,,
14/02/2019 11:16,"1,88925E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,3.0,Non,De 20 à 49 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Consultante PMO,Oui,"Sociétés de conseil, bureaux d études",Divers,32000.0,Non,32000.0,Non,,,,,,,,,,,,,,
14/02/2019 11:49,"1,75738E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2019 15:02,"1,78852E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,Non,5 000 salarié(e)s ou plus,Services support à l exploitation,Responsable Gestion Patrimoniale,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",,34200.0,Oui,34200.0,,,CDD (contrat de travail à durée déterminée),Chargé d études et de projets,En France,Occitanie,,Montpellier,5 000 salarié(e)s ou plus,"Production et distribution d eau assainissement, gestion des déchets et dépollution",Non,Non,24000.0,Oui,24000.0
14/02/2019 15:57,"1,86764E+15",Femme,Oui,,2016,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Hauts-de-France,,Non,29.0,Non,De 50 à 249 salarié(e)s ,"Environnement, Hygiène, Sécurité ","Responsable Environnement, Hygiène, Sécurité",Oui,Industrie agroalimentaire ,,34000.0,Oui,40000.0,,,,,,,,,,,,,,,
14/02/2019 16:16,"1,76791E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,36.0,Non,5 000 salarié(e)s ou plus,Maîtrise d ouvrage ,Consultante Conduite du changement,Oui,Activités informatiques et services d information (TIC services),,30400.0,Oui,33800.0,,,,,,,,,,,,,,,
09/02/2019 17:40,"1,78355E+15",Homme,,,2017,Sous contrat d apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,14.0,Non,De 10 à 19 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur d études,Non,"Autres activités spécialisées, scientifiques et techniques",,28800.0,Oui,32300.0,,,,,,,,,,,,,,,
15/02/2019 12:41,"1,78234E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,1.0,Non,5 000 salarié(e)s ou plus,"Méthodes, contrôle de production, maintenance",Process Engineer,Oui,Industrie pharmaceutique,Divers,44000.0,Non,44000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Ingénieur technologue assemblage électronique,En France,Île-de-France,,Elancourt,5 000 salarié(e)s ou plus,"Industrie automobile, aéronautique, navale, ferroviaire",Oui,Non,33000.0,Non,33000.0
16/02/2019 13:56,"1,78892E+15",Homme,Oui,,2016,Sous contrat d apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Normandie,,Non,28.0,Non,5 000 salarié(e)s ou plus,Commercial(e) (dont ingénieur(e) d affaire) ,Responsable d activités,Oui,"Sociétés de conseil, bureaux d études",,39000.0,Oui,60000.0,,,,,,,,,,,,,,,
16/02/2019 22:28,"1,78841E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En recherche emploi,Non,1.0,Non,Mobilité géographique difficile|Manque d expérience professionnelle|Difficulté à mettre en valeur mes compétences,,,,Oui,,,,,,,,,,,,,,,,,,,,Agent contractuel,CDD (contrat de travail à durée déterminée),Responsable technique ,En France,Occitanie,,,250 à  4 999 salarié(e)s ,"Agriculture, sylviculture et pêche ",Non,Non,22000.0,Oui,27000.0
17/02/2019 11:44,"1,82983E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,10.0,Oui,250 à  4 999 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur chargé d études,Oui,"Sociétés de conseil, bureaux d études",,27600.0,Oui,30000.0,,,,,,,,,,,,,,,
17/02/2019 18:25,"1,78343E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,4.0,Non,De 20 à 49 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur électronique et informatique industrielle,Oui,Recherche-développement scientifique,,38000.0,Non,38000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Chef de projet électronique ,En France,Occitanie,,,,Recherche-développement scientifique,Oui,Non,31000.0,Non,31000.0
17/02/2019 18:34,"1,88905E+15",Femme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En poursuite d études (hors thèse),,,,,non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 19:02,"1,75771E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Non,5 000 salarié(e)s ou plus,Etudes et développement en systèmes d information ,Ingénieur étude et développement,Oui,Télécommunications,,,Oui,,,,,,,,,,,,,,,,
