"identifiant","remuneration_annuelle_brute","sexe","date_diplome","filiere","nationalite_francaise","nationalite","prime","remuneration_prime","remuneration_annuelle_brute_hors_prime_premier_emploi","prime_premier_emploi","remuneration_annuelle_brute_avec_prime_premier_emploi"
"1882745436433210",30000,"Femme",2015,"GBA","Oui","","Oui",35000,34000,"Oui",35000
"1788522982414110",31420,"Homme",2016,"GBA","Oui","","Oui",46680,NA,"",NA
"1794185699977450",32000,"Femme",2015,"MAT","Oui","","Non",32000,NA,"",NA
"1883492706929090",23000,"Femme",2016,"GBA","Oui","","Oui",24900,NA,"",NA
"1788742416961310",34000,"Homme",2016,"MAT","Oui","","Oui",34340,29400,"Oui",29694
"1783100843364390",40000,"Femme",2015,"GBA","Oui","","Oui",43000,NA,"",NA
"1782333510091950",34200,"Femme",2017,"EGC-app","Oui","","Oui",37550,NA,"",NA
"1782917292321620",30000,"Homme",2016,"MEA","Oui","","Non",30000,NA,"Non",NA
"1783101106098510",37440,"Homme",2015,"MAT","Oui","","Oui",48000,28000,"Oui",37000
"1868316565710660",34000,"Homme",2016,"IG","Oui","","Non",34000,29000,"Oui",31000
"1782326986593200",28000,"Homme",2015,"MAT","Oui","","Oui",35000,NA,"",NA
"1803128595870800",22500,"Homme",2016,"GBA","Oui","","Oui",22500,NA,"",NA
"1776106803648430",38000,"Femme",2015,"MAT","Oui","","Oui",40000,31000,"Non",31000
"1783101043342780",31200,"Homme",2016,"MAT","Oui","","Oui",39000,NA,"",NA
"1810646176443910",37000,"Homme",2015,"IG","Non","Marocaine","Oui",40000,NA,"",NA
"1788640429004420",32000,"Homme",2016,"MAT","Oui","","Oui",41600,NA,"",NA
"1782917364938230",33000,"Homme",2015,"MAT","Oui","","Oui",42000,NA,"",NA
"1788922249509080",30600,"Femme",2015,"GBA","Oui","","Oui",36150,NA,"",NA
"1788405221950260",34000,"Femme",2015,"IG","Oui","","Non",34000,NA,"",NA
"1789139123747760",32050,"Homme",2016,"MAT","Oui","","Non",32050,29500,"Non",29500
"1767473061846770",33000,"Homme",2015,"IG","Oui","","Non",33000,NA,"",NA
"1788410671231800",35000,"Homme",2015,"MI","Oui","","Non",35000,NA,"",NA
"1793990129761240",32400,"Homme",2017,"SE-app","Oui","","Non",32400,NA,"",NA
"1776245031282240",20500,"Femme",2016,"STE","Oui","","Non",20500,NA,"",NA
"1883036490563720",32500,"Femme",2016,"GBA","Oui","","Oui",35000,21600,"Oui",24000
"1794339396701390",30000,"Homme",2017,"GBA","Non","Marocaine","Oui",31000,NA,"",NA
"1782910794654010",30000,"Femme",2015,"GBA","Oui","","Oui",35000,NA,"",NA
"1782336125707060",39000,"Homme",2017,"GBA","Oui","","Oui",39000,36000,"Non",36000
"1775265358395310",33000,"Femme",2015,"GBA","Oui","","Non",33000,NA,"",NA
"1794041630503410",33000,"Homme",2016,"GBA","Oui","","Non",33000,NA,"",NA
"1788520719154830",38450,"Homme",2015,"GBA","Oui","","Oui",46000,32000,"Non",32000
"1783101038165470",31800,"Femme",2015,"GBA","Oui","","Oui",36000,NA,"",NA
"1982874436811090",28000,"Homme",2016,"GBA","Oui","","Oui",30000,27500,"Oui",29000
"1759195423053240",14400,"Femme",2015,"GBA","Oui","","Non",14400,26400,"Non",26400
"1794283011443330",34450,"Femme",2015,"GBA","Oui","","Oui",36000,28500,"Oui",29000
"1783429272817870",40000,"Homme",2015,"GBA","Oui","","Oui",45000,NA,"",NA
"1888881489207040",29100,"Homme",2015,"STE","Oui","","Oui",34500,NA,"",NA
"1788416963560000",27000,"Homme",2015,"GBA","Oui","","Oui",30000,30000,"Non",30000
"1802847679906210",32000,"Femme",2016,"STE","Oui","","Non",32000,21600,"Oui",25000
"1882337756552340",27432,"Femme",2015,"GBA","Oui","","Oui",29718,24588,"Non",24588
"1783036847404770",33600,"Femme",2015,"GBA","Oui","","Oui",36960,NA,"",NA
"1788413221511120",24000,"Homme",2017,"GBA","Oui","","Oui",28000,NA,"",NA
"1775263659756940",28524,"Femme",2016,"GBA","Oui","","Oui",32000,NA,"",NA
"1782327051181470",32500,"Homme",2015,"GBA","Oui","","Oui",32500,NA,"",NA
"1789083314415180",32000,"Homme",2015,"MEA","Oui","","Oui",34000,29000,"Non",31900
"1788523051990200",32000,"Homme",2016,"MEA","Oui","","Non",32000,NA,"",NA
"1777139253176990",29000,"Femme",2017,"MEA","Non","Chinoise","Oui",31000,NA,"",NA
"1788744550434370",36000,"Homme",2016,"MEA","Oui","","Non",36000,NA,"",NA
"1882938854576710",32000,"Homme",2015,"MEA","Oui","","Oui",34000,27000,"Non",27000
"1793786670128700",31000,"Homme",2016,"MEA","Oui","","",31000,29000,"Oui",31000
"1882916978528630",28000,"Homme",2016,"MEA","Non","Malgache","Non",28000,NA,"",NA
"1882331840080640",32000,"Homme",2016,"MEA","Oui","","Non",32000,NA,"",NA
"1789743775077570",34000,"Homme",2016,"MEA","Non","Marocaine","Non",34000,NA,"",NA
"1793784813443180",27000,"Homme",2015,"MAT","Oui","","Oui",33000,NA,"",NA
"1782720112457720",34500,"Homme",2016,"MAT","Oui","","Oui",38000,NA,"",NA
"1798761163867390",25000,"Femme",2016,"GBA","Oui","","Oui",27500,NA,"",NA
"1782921283039590",35000,"Homme",2015,"MAT","Oui","","Oui",36000,NA,"",NA
"1788516824861130",37000,"Femme",2015,"GBA","Oui","","Oui",37000,NA,"",NA
"1793840248335370",28000,"Homme",2015,"GBA","Oui","","Oui",30000,30000,"Oui",33000
"1789083267067180",37000,"Homme",2016,"MEA","Oui","","Oui",39000,30000,"Non",30000
"1789246118099040",31200,"Femme",2016,"MAT","Oui","","Non",31200,NA,"",NA
"1789200821814210",32500,"Femme",2015,"GBA","Oui","","Oui",35000,NA,"",NA
"1793940780763400",41000,"Homme",2015,"MAT","Oui","","Oui",43000,NA,"",NA
"1794775603237350",26000,"Homme",2015,"GBA","Oui","","Oui",27500,22000,"Oui",22500
"1793944774636910",33000,"Femme",2016,"GBA","Oui","","Oui",35000,27000,"Non",27000
"1798572221753550",34000,"Femme",2016,"GBA","","","Oui",34000,NA,"",NA
"1867472876448780",35000,"Homme",2016,"SE-app","Oui","","Non",35000,NA,"",NA
"1768453733098000",27500,"Homme",2015,"GBA","Oui","","Oui",31500,NA,"",NA
"1788516764836460",31200,"Femme",2015,"GBA","Oui","","Non",31200,24000,"Oui",26000
"1776170061365770",38000,"Homme",2015,"MEA","Non","Marocaine","Non",38000,NA,"",NA
"1776172785806750",22000,"Homme",2017,"GBA","Non","Chinoise","Oui",22000,NA,"",NA
"1868316557706330",47000,"Homme",2017,"SE-app","Oui","","Oui",54000,NA,"",NA
"1899261177600800",29990,"Homme",2017,"MAT","Oui","","Oui",34000,NA,"",NA
"1776392102613310",32500,"Femme",2015,"IG","Oui","","Non",32500,NA,"",NA
"1776615669964620",37000,"Homme",2015,"MI","Oui","","Oui",37000,NA,"",NA
"1766816933705740",32000,"Homme",2015,"SE-app","Oui","","Non",32000,NA,"",NA
"1894332573557550",24000,"Homme",2017,"MI","Oui","","Non",24000,NA,"",NA
"1802846091119630",31000,"Femme",2016,"GBA","Oui","","Oui",36000,NA,"",NA
"1807101912269170",36150,"Homme",2016,"SE-app","Oui","","Non",36150,NA,"",NA
"1782336256786320",29000,"Homme",2016,"MEA","Oui","","Oui",32000,NA,"",NA
"1789078855280940",38000,"Homme",2015,"SE-app","Oui","","Non",38000,30000,"Non",30000
"1783551724198340",36000,"Homme",2016,"MEA","Oui","","Non",36000,1500,"Non",1500
"1783551799040730",36000,"Homme",2016,"MEA","Oui","","Oui",53000,NA,"",NA
"1794637749900080",32440,"Homme",2016,"MEA","Oui","","Oui",33440,NA,"",NA
"1776621773290900",32316,"Homme",2015,"GBA","Oui","","Oui",35009,NA,"",NA
"1776615826893460",38733,"Femme",2016,"MAT","Oui","","Non",38733,NA,"",NA
"1798714129947400",26400,"Homme",2016,"GBA","Oui","","Non",NA,NA,"",NA
"1882874460265010",32000,"Homme",2016,"MEA","Oui","","Non",32000,NA,"",NA
"1867820057929010",32000,"Femme",2017,"STE","Oui","","Non",32000,30000,"Non",30000
"1788910982411890",40000,"Homme",2016,"MEA","Oui","","Oui",42000,NA,"",NA
"1782336322078230",33700,"Homme",2017,"MAT","Oui","","Oui",36500,NA,"",NA
"1793834790839740",35046,"Femme",2015,"GBA","Oui","","Non",35046,25000,"Non",25000
"1868014614572320",32800,"Femme",2015,"MAT","Oui","","Oui",39200,NA,"",NA
"1788692241729700",29000,"Homme",2016,"MAT","Oui","","Oui",30000,NA,"",NA
"1782333450033960",2350,"Homme",2016,"SE-app","Oui","","Oui",29000,NA,"",NA
"1902765993939960",32400,"Homme",2015,"EnR","Oui","","Oui",36500,NA,"",NA
NA,28500,"Homme",2018,"MAT","Oui","","Non",28500,NA,"",NA
NA,32000,"Homme",2018,"IG","Non","Tunisienne","Oui",34000,NA,"",NA
NA,51437,"Homme",2018,"IG","Oui","","Non",51437,NA,"",NA
NA,28800,"Femme",2018,"STE","Oui","","Oui",31000,NA,"",NA
NA,34000,"Femme",2017,"MAT","Oui","","Non",34000,NA,"",NA
NA,29000,"Femme",2017,"GBA","Oui","","Oui",31000,NA,"",NA
NA,35000,"Homme",2016,"MAT","Oui","","Non",35000,NA,"",NA
NA,36000,"Homme",2018,"SE-app","Oui","","Oui",40000,NA,"",NA
NA,32000,"Femme",2016,"GBA","Oui","","Oui",35000,NA,"",NA
NA,19000,"Homme",2017,"STE","Oui","","Non",19000,NA,"",NA
NA,28800,"Femme",2016,"STE","Oui","","Non",28800,NA,"",NA
NA,31200,"Femme",2018,"GBA","Oui","","Non",31200,NA,"",NA
NA,32500,"Homme",2018,"MAT","Oui","","Non",32500,NA,"",NA
NA,28800,"Homme",2018,"MEA","Oui","","Oui",30000,NA,"",NA
NA,31000,"Homme",2018,"MEA","Oui","","Oui",31500,NA,"",NA
NA,29000,"Homme",2018,"SE-app","Oui","","Non",29000,NA,"",NA
NA,45712,"Homme",2018,"IG","Oui","","Non",45712,NA,"",NA
NA,31000,"Femme",2016,"STE","Oui","","Oui",32000,NA,"",NA
NA,37000,"Homme",2018,"MSI-app","Oui","","Oui",39000,NA,"",NA
NA,34800,"Homme",2018,"MAT","Oui","","Oui",36000,NA,"",NA
NA,28800,"Homme",2018,"MEA","Oui","","Non",28800,NA,"",NA
NA,38000,"Homme",2017,"MSI-app","Oui","","Oui",40000,NA,"",NA
NA,31500,"Femme",2016,"MI","Oui","","Non",31500,NA,"",NA
NA,36000,"Femme",2016,"IG","Oui","","Oui",38000,27000,"Oui",29000
NA,33200,"Femme",2016,"GBA","Oui","","Oui",36500,NA,"",NA
NA,23760,"Homme",2018,"STE","Oui","","Oui",28000,NA,"",NA
NA,33300,"Homme",2017,"EGC-app","Oui","","Oui",34500,NA,"",NA
NA,26496,"Femme",2018,"GBA","Oui","","Oui",26496,NA,"",NA
NA,31000,"Homme",2018,"STE","Oui","","Oui",31000,NA,"",NA
NA,33600,"Homme",2016,"MSI-app","Oui","","Oui",40000,NA,"",NA
NA,37000,"Homme",2017,"MI","Non","Marocaine","Oui",41000,NA,"",NA
NA,45000,"Homme",2016,"MEA","Oui","","Non",45000,NA,"",NA
NA,31200,"Homme",2016,"EGC-app","Oui","","Oui",31200,26400,"Oui",28000
NA,30000,"Homme",2017,"MAT","Oui","","Non",30000,NA,"",NA
NA,32400,"Homme",2018,"MAT","Oui","","Oui",37000,NA,"",NA
NA,31000,"Homme",2018,"IG","Oui","","Non",31000,NA,"",NA
NA,28000,"Homme",2018,"STE","Oui","","Oui",30500,NA,"",NA
NA,25200,"Homme",2018,"STE","Oui","","Non",25200,NA,"",NA
NA,31008,"Homme",2018,"MEA","Oui","","Non",31008,NA,"",NA
NA,40000,"Homme",2018,"IG","Oui","","Oui",42000,NA,"",NA
NA,30000,"Homme",2018,"GBA","Oui","","Oui",35000,NA,"",NA
NA,31000,"Homme",2017,"IG","Oui","","Non",31000,NA,"",NA
NA,33000,"Homme",2018,"IG","Oui","","Oui",35500,NA,"",NA
NA,17000,"Homme",2018,"MEA","Non","Brésilien","Oui",20000,NA,"",NA
NA,26400,"Homme",2018,"STE","Oui","","Non",26400,NA,"",NA
NA,38400,"Homme",2016,"SE-app","","","Oui",43400,NA,"",NA
NA,33000,"Homme",2016,"MAT","Oui","","Oui",40000,NA,"",NA
NA,31000,"Homme",2018,"STE","Oui","","Oui",32000,NA,"",NA
NA,33000,"Femme",2017,"GBA","Oui","","Non",33000,NA,"",NA
NA,32000,"Homme",2017,"MEA","Oui","","Oui",34000,NA,"",NA
NA,31500,"Homme",2016,"IG","Oui","","Oui",34700,NA,"",NA
NA,32000,"Homme",2017,"MAT","Oui","","Oui",36000,NA,"",NA
NA,53000,"Homme",2016,"SE-app","Oui","","Oui",55000,NA,"",NA
NA,28800,"Femme",2016,"STE","Oui","","Oui",32400,NA,"",NA
NA,54000,"Homme",2016,"IG","Oui","","Oui",65000,NA,"",NA
NA,35000,"Homme",2016,"MEA","Oui","","Oui",38500,NA,"",NA
NA,35000,"Femme",2016,"STE","Oui","","Non",35000,27000,"Non",27000
NA,40000,"Femme",2016,"GBA","Oui","","Oui",53550,37900,"Oui",51000
NA,25920,"Femme",2016,"GBA","Oui","","Non",25920,NA,"",NA
NA,34800,"Homme",2018,"MI","Oui","","Oui",39500,NA,"",NA
NA,27600,"Homme",2018,"MEA","Non","Camerounaise","Oui",28000,NA,"",NA
NA,33000,"Homme",2018,"MI","Oui","","Oui",33000,NA,"",NA
NA,40000,"Homme",2018,"IG","Oui","","Non",40000,NA,"",NA
NA,28000,"Femme",2018,"MAT","Oui","","Non",28000,NA,"",NA
NA,25000,"Homme",2018,"GBA","Oui","","Oui",30000,NA,"",NA
NA,25020,"Femme",2018,"GBA","Oui","","Oui",25020,NA,"",NA
NA,58000,"Homme",2017,"STE","Oui","","Oui",63000,NA,"",NA
NA,29000,"Femme",2017,"MEA","Oui","","Oui",29000,NA,"",NA
NA,31000,"Homme",2017,"MAT","Oui","","Oui",33000,NA,"",NA
NA,27000,"Femme",2018,"GBA","Oui","","Oui",29500,NA,"",NA
NA,27600,"Femme",2018,"GBA","Oui","","Oui",27600,NA,"",NA
NA,40000,"Homme",2016,"MSI-app","Oui","","Oui",40000,NA,"",NA
NA,34000,"Homme",2017,"MAT","Oui","","Oui",40000,NA,"",NA
NA,32000,"Homme",2017,"IG","Oui","","Non",32000,30000,"Non",30000
NA,28200,"Femme",2016,"GBA","Oui","","Oui",30550,25000,"Oui",27000
NA,38000,"Homme",2016,"EGC-app","Oui","","Oui",40000,NA,"",NA
NA,37800,"Homme",2017,"STE","Oui","","Oui",41895,NA,"",NA
NA,31000,"Femme",2018,"MAT","Oui","","Oui",31000,NA,"",NA
NA,32400,"Femme",2016,"STE","Oui","","Oui",35000,32000,"Oui",35000
NA,25100,"Femme",2018,"GBA","Oui","","Non",25100,NA,"",NA
NA,33000,"Homme",2016,"STE","Oui","","Oui",34500,NA,"",NA
NA,22852,"Femme",2017,"GBA","Oui","","Non",22852,NA,"",NA
NA,32000,"Homme",2017,"EGC-app","Oui","","Oui",33000,NA,"",NA
NA,14118,"Femme",2018,"GBA","Non","Tchèque ","Non",14118,NA,"",NA
NA,35500,"Femme",2018,"MSI-app","Oui","","Oui",35500,NA,"",NA
NA,31000,"Femme",2016,"SE-app","Oui","","Non",31000,NA,"",NA
NA,96000,"Homme",2016,"MI","Non","Mauricienne","Oui",104000,NA,"",NA
NA,36000,"Homme",2016,"MEA","Oui","","Oui",42000,NA,"",NA
NA,31000,"Homme",2016,"MEA","Oui","","Oui",33500,NA,"",NA
NA,34200,"Femme",2016,"EGC-app","Oui","","Oui",40000,NA,"",NA
NA,35000,"Femme",2017,"GBA","Oui","","Oui",35000,NA,"Oui",NA
NA,30000,"Homme",2018,"MEA","Oui","","Non",30000,NA,"",NA
NA,40000,"Homme",2018,"MEA","Oui","","Non",40000,NA,"",NA
NA,24228,"Femme",2018,"GBA","Oui","","Non",24228,NA,"",NA
NA,38400,"Homme",2016,"EGC-app","Oui","","Oui",45000,33000,"Oui",39000
NA,25000,"Homme",2018,"STE","Oui","","Non",25000,NA,"",NA
NA,34000,"Homme",2016,"STE","Oui","","Non",34000,NA,"",NA
NA,28000,"Homme",2018,"MAT","Oui","","Oui",32000,NA,"",NA
NA,33000,"Homme",2017,"MAT","Oui","","Non",33000,NA,"",NA
NA,38000,"Homme",2017,"MEA","Oui","","Oui",38000,NA,"",NA
NA,60000,"Femme",2018,"MAT","Oui","","Non",60000,NA,"",NA
NA,39000,"Homme",2018,"IG","Oui","","Oui",52000,NA,"",NA
NA,21240,"Femme",2017,"GBA","Oui","","Oui",24780,19800,"Non",19800
NA,33000,"Femme",2018,"MAT","Oui","","Oui",35000,NA,"",NA
NA,30400,"Femme",2017,"GBA","Oui","","Oui",31000,30000,"Oui",35000
NA,30816,"Femme",2016,"STE","Oui","","Non",30816,NA,"",NA
NA,29000,"Femme",2017,"STE","Oui","","Oui",29000,NA,"",NA
NA,35800,"Homme",2018,"MEA","Oui","","Oui",35800,NA,"",NA
NA,40000,"Homme",2016,"MEA","Oui","","Oui",45000,30000,"Non",30000
NA,34500,"Homme",2017,"IG","Oui","","Non",34500,NA,"",NA
NA,35500,"Homme",2017,"MAT","Oui","","Non",35500,31000,"Non",31000
NA,39000,"Homme",2018,"IG","Oui","","Oui",50000,NA,"",NA
NA,36000,"Homme",2018,"MEA","","","Oui",36000,NA,"",NA
NA,25000,"Homme",2017,"STE","Oui","","Non",25000,24000,"Oui",26000
NA,36500,"Homme",2016,"SE-app","Oui","","Oui",37000,NA,"",NA
NA,57387,"Homme",2016,"MEA","Oui","","Oui",65000,NA,"",NA
NA,35100,"Homme",2018,"MSI-app","Oui","","Non",35100,NA,"",NA
NA,38000,"Homme",2017,"GBA","Oui","","Oui",40500,NA,"",NA
NA,22000,"Femme",2017,"GBA","Oui","","Oui",24000,NA,"",NA
NA,43000,"Homme",2017,"MSI-app","Oui","","Oui",47000,NA,"",NA
NA,33000,"Femme",2017,"GBA","Oui","","Oui",37000,NA,"",NA
NA,42000,"Homme",2018,"MEA","Oui","","Oui",45000,NA,"",NA
NA,28000,"Homme",2018,"MEA","Oui","","Non",28000,NA,"",NA
NA,40000,"Homme",2018,"IG","Oui","","Non",40000,NA,"",NA
NA,31200,"Femme",2017,"MAT","Oui","","Oui",33300,NA,"",NA
NA,22318,"Femme",2017,"GBA","Oui","","Non",22318,NA,"",NA
NA,26000,"Homme",2017,"MAT","Oui","","Oui",30000,NA,"",NA
NA,31000,"Homme",2017,"IG","Oui","","Oui",34000,NA,"",NA
NA,34500,"Homme",2016,"MI","Oui","","Non",34500,NA,"",NA
NA,25000,"Homme",2018,"MEA","Oui","","Non",25000,NA,"",NA
NA,30000,"Femme",2016,"GBA","Oui","","Oui",32267,26100,"Non",26100
NA,31200,"Femme",2017,"GBA","Oui","","Oui",34000,NA,"",NA
NA,27600,"Homme",2018,"STE","Oui","","Non",27600,NA,"",NA
NA,21600,"Femme",2018,"GBA","Oui","","Oui",23000,NA,"",NA
NA,35000,"Homme",2018,"MAT","Oui","","Oui",40000,NA,"",NA
NA,40000,"Femme",2018,"IG","Oui","","Oui",42000,NA,"",NA
NA,26000,"Homme",2018,"IG","Oui","","Oui",32000,NA,"",NA
NA,34500,"Homme",2018,"STE","Oui","","Oui",38000,NA,"",NA
NA,30000,"Femme",2016,"GBA","Oui","","Oui",34000,NA,"",NA
NA,40000,"Homme",2018,"STE","Oui","","Oui",44000,NA,"",NA
NA,31250,"Homme",2016,"MI","Oui","","Non",31250,NA,"",NA
NA,29640,"Homme",2017,"IG","Oui","","Oui",32110,NA,"",NA
NA,32500,"Homme",2017,"MEA","Oui","","Non",32500,NA,"",NA
NA,31100,"Femme",2018,"GBA","Oui","","Oui",33700,21000,"Non",21000
NA,32000,"Homme",2017,"MSI-app","Oui","","Oui",36000,NA,"",NA
NA,38000,"Homme",2018,"IG","Oui","","Non",38000,NA,"",NA
NA,33500,"Homme",2018,"EGC-app","Oui","","Oui",41000,NA,"",NA
NA,31800,"Homme",2016,"STE","Oui","","Oui",38300,NA,"",NA
NA,32000,"Homme",2016,"MEA","Oui","","Non",32000,NA,"",NA
NA,33000,"Homme",2018,"MAT","Oui","","Oui",35000,NA,"",NA
NA,22800,"Femme",2018,"GBA","Oui","","Oui",25200,NA,"",NA
NA,35000,"Homme",2016,"EGC-app","Oui","","Oui",39000,24000,"Oui",26000
NA,34000,"Homme",2018,"MAT","Oui","","Oui",34500,NA,"",NA
NA,21864,"Femme",2018,"GBA","Oui","","Non",21864,NA,"",NA
NA,18000,"Homme",2018,"MAT","Oui","","Non",18000,NA,"",NA
NA,33473,"Femme",2016,"STE","Oui","","Non",33473,NA,"",NA
NA,36000,"Homme",2017,"MSI-app","Oui","","Non",36000,35000,"Non",35000
NA,41000,"Femme",2016,"IG","Oui","","Oui",47000,NA,"",NA
NA,35500,"Femme",2016,"STE","Oui","","Non",35500,NA,"",NA
NA,34000,"Homme",2017,"IG","Oui","","Oui",37500,NA,"",NA
NA,32000,"Femme",2017,"MAT","Oui","","Non",32000,NA,"",NA
NA,34200,"Femme",2017,"STE","Oui","","Oui",34200,24000,"Oui",24000
NA,34000,"Femme",2016,"GBA","Oui","","Oui",40000,NA,"",NA
NA,30400,"Femme",2016,"IG","Oui","","Oui",33800,NA,"",NA
NA,28800,"Homme",2017,"MSI-app","","","Oui",32300,NA,"",NA
NA,44000,"Homme",2016,"MAT","Oui","","Non",44000,33000,"Non",33000
NA,39000,"Homme",2016,"MSI-app","Oui","","Oui",60000,NA,"",NA
NA,27600,"Homme",2017,"EGC-app","Oui","","Oui",30000,NA,"",NA
NA,38000,"Homme",2017,"SE-app","Oui","","Non",38000,31000,"Non",31000
NA,31437,"Homme",2017,"MAT","Oui","","Oui",33450,NA,"",NA
NA,26000,"Homme",2017,"STE","Oui","","Oui",28200,NA,"",NA
NA,28800,"Femme",2018,"MAT","Oui","","Oui",31000,NA,"",NA
NA,26400,"Homme",2018,"GBA","Oui","","Oui",28600,NA,"",NA
NA,41200,"Homme",2016,"EGC-app","Oui","","Oui",44950,NA,"",NA
NA,34000,"Homme",2018,"MEA","Oui","","Oui",37000,NA,"",NA
NA,37080,"Femme",2017,"SE-app","Oui","","Oui",42000,NA,"",NA
NA,31500,"Homme",2016,"EGC-app","Oui","","Oui",32500,NA,"",NA
NA,26000,"Homme",2018,"EGC-app","Oui","","Oui",31300,NA,"",NA
NA,30000,"Femme",2016,"EGC-app","Oui","","Oui",33000,NA,"",NA
NA,36600,"Homme",2016,"EGC-app","Oui","","Oui",40500,NA,"",NA
NA,31800,"Femme",2016,"SE-app","Oui","","Non",31800,NA,"",NA
NA,32000,"Femme",2017,"MI","Oui","","Non",32000,NA,"",NA
NA,32000,"Homme",2016,"MI","Oui","","Non",32000,32500,"Non",32500
NA,34000,"Homme",2016,"MI","Oui","","Oui",40000,NA,"",NA
NA,42000,"Homme",2017,"MI","Oui","","Non",42000,36000,"Non",36000
NA,36000,"Homme",2018,"SE-app","Oui","","Oui",40000,NA,"",NA
NA,30923,"Homme",2016,"MI","Oui","","Oui",36000,NA,"",NA
NA,16200,"Homme",2016,"MI","Oui","","Non",16200,32000,"Oui",40000
NA,36000,"Femme",2017,"MI","Oui","","Oui",39000,35750,"Oui",45000
NA,24600,"Homme",2018,"MI","Oui","","Non",24600,NA,"",NA
NA,37200,"Homme",2016,"EGC-app","Oui","","Oui",39000,NA,"",NA
NA,33500,"Homme",2017,"MI","Oui","","Oui",36000,NA,"",NA
NA,29550,"Femme",2018,"MI","Non","Marocaine","Oui",32000,29000,"Oui",31000
NA,36000,"Homme",2017,"SE-app","Oui","","Non",36000,NA,"",NA
NA,35000,"Homme",2018,"MI","Oui","","Non",35000,NA,"",NA
NA,34500,"Homme",2016,"MI","Oui","","Oui",36500,29000,"Non",29000
NA,29800,"Homme",2017,"MI","Oui","","Non",29800,NA,"",NA
NA,15939,"Femme",2016,"EGC-app","Oui","","Oui",19839,NA,"",NA
NA,32300,"Homme",2018,"EGC-app","Oui","","Oui",35600,NA,"",NA
NA,30000,"Homme",2018,"MI","Oui","","Oui",33000,33000,"Oui",33000
NA,31000,"Homme",2018,"MI","Oui","","Non",31000,NA,"",NA
NA,36000,"Homme",2017,"EGC-app","Oui","","Non",36000,NA,"",NA
NA,35000,"Femme",2017,"GBA","Oui","","Oui",38000,25000,"Non",25000
NA,40000,"Homme",2017,"MAT","Oui","","Oui",45000,NA,"",NA
NA,29700,"Homme",2018,"MI","Oui","","Oui",29997,NA,"",NA
NA,35720,"Homme",2016,"SE-app","Oui","","Oui",38000,NA,"",NA
NA,32000,"Femme",2016,"STE","Oui","","Oui",34000,30000,"Non",30000
NA,26400,"Femme",2018,"STE","Oui","","Oui",26400,NA,"Non",NA
NA,32000,"Homme",2018,"STE","Oui","","Non",32000,32000,"Non",32000
NA,26800,"Femme",2016,"STE","Oui","","Non",26800,NA,"",NA
NA,29900,"Homme",2016,"STE","Oui","","Non",29900,NA,"",NA
NA,28615,"Femme",2017,"STE","Oui","","Oui",31000,NA,"",NA
NA,30000,"Femme",2017,"STE","Oui","","Oui",32000,NA,"",NA
NA,24780,"Homme",2018,"STE","Oui","","Oui",28000,NA,"",NA
NA,19284,"Homme",2017,"STE","Oui","","Oui",23148,21600,"Non",21600
NA,30000,"Homme",2017,"STE","Oui","","Oui",30000,27000,"Oui",27000
NA,28392,"Femme",2018,"GBA","Oui","","Oui",32000,NA,"",NA
NA,32000,"Homme",2018,"GBA","Oui","","Oui",36000,36000,"Oui",45000
NA,33000,"Homme",2016,"GBA","Oui","","Oui",38850,NA,"",NA
NA,30000,"Femme",2017,"GBA","Non","Nigériane","Oui",30000,NA,"",NA
NA,35000,"Femme",2017,"GBA","Oui","","Oui",36000,NA,"",NA
NA,28000,"Homme",2017,"GBA","Oui","","Oui",30000,22000,"Non",22000
NA,28000,"Homme",2017,"GBA","Oui","","Oui",30000,25000,"Oui",29000
NA,32500,"Femme",2017,"GBA","Oui","","Oui",36500,NA,"",NA
NA,32000,"Homme",2018,"STE","Oui","","Oui",32000,NA,"",NA
NA,25610,"Femme",2016,"GBA","Oui","","Oui",27750,NA,"Oui",NA
NA,28500,"Femme",2018,"GBA","Oui","","Non",28500,NA,"",NA
NA,34000,"Femme",2016,"STE","Non","BURKINABE","Non",34000,NA,"",NA
NA,31200,"Femme",2017,"EGC-app","Oui","","Oui",33800,NA,"",NA
NA,35000,"Homme",2017,"SE-app","Oui","","Non",35000,NA,"",NA
NA,37000,"Femme",2016,"STE","Non","Burkinabe","Oui",40000,NA,"",NA
NA,32000,"Femme",2018,"GBA","Oui","","Non",32000,NA,"",NA
NA,28240,"Homme",2017,"STE","Oui","","Non",28240,NA,"Non",NA
NA,52000,"Homme",2017,"MI","Oui","","Oui",55000,NA,"",NA
NA,38000,"Homme",2018,"MI","Oui","","Oui",40000,NA,"",NA
NA,36000,"Homme",2018,"MI","Oui","","Oui",40000,NA,"",NA
NA,36000,"Femme",2016,"IG","Non","Tunisienne","Oui",40000,31500,"Oui",33000
NA,30000,"Homme",2016,"STE","Oui","","Oui",31800,NA,"",NA
NA,33500,"Homme",2018,"MI","Oui","","Oui",35000,NA,"",NA
NA,27000,"Homme",2017,"STE","Oui","","Oui",29500,NA,"",NA
NA,28000,"Homme",2017,"STE","Oui","","Non",28000,NA,"",NA
NA,27600,"Femme",2018,"GBA","Oui","","Non",27600,NA,"",NA
NA,24600,"Femme",2017,"STE","Oui","","Non",24600,NA,"",NA
NA,29000,"Homme",2016,"EGC-app","Oui","","Oui",32000,NA,"",NA
NA,24000,"Femme",2017,"GBA","Oui","","Non",24000,NA,"",NA
