Date;Genre;identifiant;Vous avez la nationalité française?;Quelle est votre nationalité?;Année obtention du diplôme;Pour votre dernière année, vous etiez inscrit(e) en :;Région de votre entreprise d'accueil;Durant vos études, vous avez bénéficié d'aménagements de scolarité liés à un handicap, ou vous vous êtes déclaré en situation d'handicap auprès de votre établissement;Formation;Quelle est votre situation actuelle ?;'Sans activité volontairement', merci de préciser :;Vous occupez plusieurs emplois?;Êtes-vous à la recherche d'un emploi depuis la sortie de l'école ? ;Depuis combien de mois êtes-vous en recherche d'emploi ? ;Avez-vous refusé une ou plusieurs proposition(s) d'emploi depuis ?;Pour quelle(s) raison(s) avez-vous refusé ce ou ces emploi(s) ?;Quelle(s) difficulté(s) rencontrez-vous dans votre recherche d'emploi?;Quel type d'études poursuivez-vous ?;Concours préparé(s);Dans quel établissement êtes-vous inscrit(e) (nom et ville éventuellement) ?;vous poursuivez des études en alternance?;Pour quelle raison avez-vous principalement choisi de poursuivre des études ?;Quel type de thèse préparez-vous ?;Nom et coordonnées de l'entreprise partenaire;Sujet de votre Thèse;Nom et coordonnées du laboratoire qui vous accueille;Le laboratoire est-il localisé?;Région de localisation du laboratoire;Pays de localisation du laboratoire?;Vous bénéficiez d'une source de financement contractuel, d'une allocation ou d'un contrat doctoral;Quel est le type de financement contractuel qui permet de financer votre thèse ?;Votre rémunération brute annuelle (hors primes et 13ème mois)?;Percevez des primes et/ou un 13ème mois?;Votre rémunération brute annuelle AVEC primes et 13ème mois;De quel type de volontariat s'agit-il ?;Durée du contrat de volontariat (en mois) ;Pays ou territoire du volontariat;Montant brut annuel HORS PRIME de l'allocation que vous percevez;Montant brut annuelle AVEC primes, de l'allocation que vous percevez?;Nom de l'entreprise qui vous emploie :;Quel est le poste que vous occupez?;Votre téléphone professionnel :;Votre courriel professionnel :;L'entreprise que vous créez/reprise est-elle déjà en activité, ou à l'état de projet/reprise plus ou moins avancé ?;année de création/reprise de l'entreprise;Accompagnement par un incubateur et/ou une pépinière d'entreprise?;Lequel ou lesquels?;Quel est le nom de votre entreprise / projet?;Une rapide description de son activité;Quel est son secteur d'activité ?;Votre entreprise est/sera localisée?;Région de localisation de la future entreprise;Pays de localisation de la future entreprise?;Le site web s'il existe?;Avez-vous eu une autre activité (emploi CDD/CDI, poursuite d'étude, thèse, création d'entreprise) entre votre sortie de l'école et votre situation actuelle ?;Sur cet emploi, vous êtes :;Avez-vous un statut de :;Quelle est la nature de votre contrat de travail ?;Quelle est la durée de votre CDD?;Votre emploi actuel se trouve ?;Dans quelle région?;Dans quel pays?;Vous travaillez;Ce temps partiel est-il voulu ou subi ?;Quelle part de temps partiel réalisez-vous ?;Depuis combien de mois occupez-vous cet emploi ?;Combien de jours par semaine êtes-vous en télétravail ? ;Disposez-vous d'une RQTH (Reconnaissance de la qualité de Travailleur Handicapé)?;Quel est le nom de l'entreprise dans laquelle vous travaillez ?;Adresse ( numero, rue, avenue..)de l'entreprise;Code postal de l'entreprise;Commune de l'entreprise; Son site internet?;Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère);L'entreprise dans laquelle vous travaillez actuellement appartient-elle à un groupe ?;Lequel?;Dans quel service ou département exercez-vous cet emploi (à défaut de service ou de département, indiquez votre fonction principale) ?;Quel est l'intitulé de votre poste ?;Avez-vous un statut de cadre ou assimilé ?;Quel est le secteur d'activité de votre entreprise (celle qui vous rémunère)?;Plus précisement dans la Production et distribution d'eau assainissement, gestion des déchets et dépollution, il s'agit de:;Quel est le domaine général de votre entreprise ?;Plus précisement dans le domaine du transport, il s'agit :;Plus précisement dans le domaine de l'élaboration et caractérisation des matériaux, il s'agit :;Plus précisement dans le domaine de l' Energie, électronique, électrotechnique, il s'agit :;Plus précisement dans le domaine du BTP, il s'agit :;Vous pouvez préciser Divers, il s'agit :;Positionnez l'activité de votre entreprise dans les domaines suivants :;Positionnez votre propre activité dans les domaines suivants :;Quels sont les langages informatiques que vous pratiquez dans le cadre de votre activité :;Vos activités actuelles font appel à vos compétences en;Considérez vous que votre emploi est directement lié aux énergies renouvelables ?;Pourquoi considérez vous votre emploi comme directement lié aux energies renouvelables?;Quel est votre salaire BRUT ANNUEL HORS PRIMES et HORS 13ème mois ?;Percevez vous des primes et/ou un 13ème mois?;Quel est votre salaire brut ANNUEL AVEC PRIMES et/ou 13ème mois ?;Responsabilités exercées [Vous avez des personnes sous votre responsabilité hiérarchique ?];Responsabilités exercées [Vous avez la responsabilité d'un budget ?];Responsabilités exercées [Vous avez la responsabilité fonctionnelle  d'une équipe ?];Responsabilités exercées [ Vous avez la responsabilité d'un projet ?];Votre fonction est-elle liée à l'international ? ;Utilisez-vous fréquemment les langues suivantes dans votre travail ? [Français];Utilisez-vous fréquemment les langues suivantes dans votre travail ? [Anglais];Utilisez-vous fréquemment les langues suivantes dans votre travail ? [Allemand];Utilisez-vous fréquemment les langues suivantes dans votre travail ? [Espagnol];Utilisez-vous fréquemment les langues suivantes dans votre travail ? [Chinois];Utilisez-vous fréquemment les langues suivantes dans votre travail ? [Autre langue];Combien de temps avez-vous mis pour trouver votre emploi actuel?;Comment avez-vous trouvé votre emploi actuel?;Quels ont été les moyens principaux utilisés pour trouver votre emploi actuel?;Quel a été votre principal critère de choix ?;Estimez-vous que votre emploi correspond [A votre niveau de qualification ?];Estimez-vous que votre emploi correspond [Au secteur disciplinaire de votre formation ?];Globalement, êtes-vous satisfait(e) de votre emploi actuel ?;Comment jugeriez-vous les aspects suivants de votre emploi ? [Vos conditions de travail];Comment jugeriez-vous les aspects suivants de votre emploi ? [Vos relations avec vos collègues];Comment jugeriez-vous les aspects suivants de votre emploi ? [Votre niveau de rémunération];Comment jugeriez-vous les aspects suivants de votre emploi ? [Votre niveau d'autonomie et de responsabilité];Comment jugeriez-vous les aspects suivants de votre emploi ? [La localisation géographique de votre emploi];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [La réputation de la filière de formation];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [La formation];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [La réputation de l'école/réseau Polytech];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Réseau des anciens (Polytech connect)];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Stage de 4ème année];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Stage de 5ème année /Contrat de professionnalisation];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Vos compétences linguistiques];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Vos expériences à l'étranger ];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Vos expériences à l'école (BDE, GEPI, startup we..)];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Votre expérience professionnelle (essentiellement s'il ne s'agit pas du 1er poste)];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Vos engagements dans des associations et/ou projets ];Vous recherchez un autre emploi?;Pour quelle(s) raison(s) recherchez vous un autre emploi? ;;Votre mission intègre-t-elle une dimension 'Développement durable et responsabilité sociétale' ?;Quels sont les aspects du Developpement Durable/Responsabilité sociétale qui vous concernent dans votre mission?;Quelle était votre situation pour cette 1ère activité qui a fait suite à la sortie de Polytech ?;Depuis combien de temps étiez-vous en recherche d'emploi ?;Aviez-vous refusé une ou plusieurs proposition(s) d'emploi ?;Pour quelle(s) raison(s) aviez-vous refusé ce ou ces emploi(s) ?;Quelle(s) difficulté(s) rencontriez-vous dans votre recherche d'emploi?;Quel type d'études poursuiviez-vous ?;Concours préparé(s)5;Dans quel établissement étiez-vous inscrit(e) (nom et ville éventuellement) ?;Pour quelle raison aviez-vous principalement choisi de poursuivre des études ?;Vous poursuiviez des études en alternance?;La poursuite d'étude a-t'elle joué un rôle preponderant dans votre insertion professionnelle?;De quel type de volontariat s'agissait-il ?;Durée du contrat de volontariat (en mois);Pays ou territoire du volontariat6;Montant brut annuelle HORS primes, de l'allocation perçue?;Montant brut annuelle AVEC primes, de l'allocation perçue?;Nom de l'entreprise qui vous a employé :;Quel type de thèse prépariez-vous ?;Nom et coordonnées de l'entreprise partenaire7;Sujet de Thèse;Nom et coordonnées du laboratoire qui vous a accueilli;Le laboratoire est-il localisé?8;Région de localisation du laboratoire9;Pays de localisation du laboratoire?10;Votre rémunération brute annuelle (hors primes et hors 13ème mois)?;Perceviez-vous des primes et/ou un 13ème mois?;Votre rémunération brute annuelle AVEC primes et/ou 13ème mois?;La thèse a-t'elle joué un rôle preponderant dans votre insertion professionnelle?;A quel stade de la création/reprise d'entreprise  vous trouviez-vous ?;Année de création /reprise?;Quel est (ou était) le nom de l'entreprise?;Et son activité?;Etiez-vous accompagné par un incubateur et/ou une pépinière d'entreprise?;Lequel ou lesquels?11;Quel était le nom de votre entreprise / projet?;Une rapide description de votre activité;Quel etait son secteur d'activité ?;Le site web s'il existe?12;Combien de mois avez-vous mis pour trouver votre premier emploi depuis l'obtention de votre diplôme ?;Sur ce 1er emploi, vous étiez :;Aviez-vous un statut de :;Quelle etait la nature de votre contrat de travail ?;Quelle fut la durée de votre CDD? ;Dans quelles conditions s'est déroulé votre départ de votre première entreprise ?;Quel était l'intitulé du poste occupé ?;Votre 1er emploi actuel se trouvait-il ?;Dans quelle région?13;Dans quel pays ?;Quel est le nom de l'entreprise dans laquelle vous travailliez ?;Adresse ( numero, rue, avenue..)de l'entreprise14;Code postal de l'entreprise15;Commune de l'entreprise16;Quelle est la taille de l'entreprise (ou du groupe si l'entreprise appartient à un groupe) dans laquelle (ou lequel) vous travailliez ?;L'entreprise dans laquelle vous travailliez appartient-elle à un groupe ?;Lequel?17;Quel est le secteur d'activité de cette entreprise ?;Combien de temps avez vous travaillé dans cette entreprise ?(en mois);Aviez-vous un statut de cadre dans ce premier emploi ?;Travailliez-vous à temps partiel ?;Ce temps partiel était-il voulu ou subi ?;Quelle part de temps partiel réalisiez-vous ?;Comment avez-vous trouvé ce premier emploi ?;Quel fut votre principal critère de choix sur ce 1er emploi?;Quel était votre rémunération brute annuelle (HORS PRIMES et 13ème mois) ?;Perceviez vous des primes?;Quel était votre rémunération brut AVEC PRIMES et 13ème mois?;Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [La réputation du département];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [La formation];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [La réputation de l'école/réseau Polytech];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Réseau des anciens (Polytech Connect)];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Stage de 4ème année];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Stage de 5ème année/Contrat de professionnalisation];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Vos compétences linguistiques];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Vos experiences à l'étranger ];Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Vos experiences à l'école (BDE, GEPI, startup we..)];Globalement, vous êtes satisfait(e) de votre premier emploi?;La situation sanitaire a-t-elle eu un impact pour vous ?;Merci de préciser les raisons;Globalement,sur une échelle allant de 1 à 5, êtes-vous satisfait(e) de votre formation à Polytech Montpellier ? ;L'accompagnement de votre école dans votre projet professionnel vous a-t-il paru?;Quels enseignements vous semblent les plus utiles pour l'exercice de votre métier et votre insertion professionnelle ?;Parmi les enseignements fournis par l'école, quels sont ceux qui mériteraient d'être approfondis ou renforcés ?;Quels enseignements, absents de votre formation, vous auraient été utiles ?;Quels enseignements, présents dans votre formation, vous paraissent inutiles ?;Votre double compétence en Informatique & Gestion vous semble-t-elle  constituer un plus pour votre insertion professionnelle ? ;Etes-vous membre de réseaux ou associations  professionnelles liées à l'informatique  ? ;Laquelle?;Quels sont vos projets d'évolution de carrière ?;Souhaitez vous être informé sur l' association des diplômés de Polytech (Polytech Connect)?;Accepteriez-vous d'être sollicité par l'école pour intervenir dans la formation ?;Sous quelle(s) forme(s), désireriez-vous intervenir?;Accepteriez-vous de servir de relais au sein de votre entreprise afin de faciliter la collecte de la taxe d'apprentissage par l'école ?;Depuis que vous avez quitté l'école, êtes-vous encore en contact avec des enseignants du département?;Recommanderiez-vous Polytech Montpellier à un(e) ami(e) qui souhaite poursuivre un cursus dans l'enseignement supérieur ?;Quels conseils pourriez-vous donner aux étudiants actuellement en formation pour bien choisir leur stage de fin d'étude ? réussir leur insertion professionnelle ?;Vos remarques et commentaires relatifs à votre insertion professionnelle
07/02/2021 18:50;Homme;1802845972740320;Oui;;2019;Sous contrat de professionalisation;;Non;Mécanique et Interactions (MI);En recherche emploi;;;Non;3;Non;;Manque d'expérience professionnelle|Peu d'offres d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;activité professionnelle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emploi trouvé avant l'obtention de votre diplôme;Salarié(e) du secteur privé (y compris structure associative);;CDI (contrat de travail à durée indéterminée);;Licenciement;référent emboutissage presses hydrauliques;En France;Centre-Val de Loire;;coaero;Rue du Clos de Marolles;28130;Pierres;De 50 à 249 salarié(e)s ;Oui;jogam;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;13;Oui;Non;;;Apprenti(e) : Embauché(e) par l'entreprise d'apprentissage;L'adéquation avec un projet professionnel ;32500;Oui;35000;;3;3;5;3;5;3;3;4;3;Oui;Chômage partiel / Réduction d'activité|Perte d'emploi / Cessation d'activité;4;Moyennement utile;Conception et simulation;Conception, management;-;-;;;;-;Oui;Oui;Présentation de votre entreprise/métier|Proposition de projets industriels /stages;Non;Non;Oui;trouver un stage qui correspond à votre projet pro et non pas un stage qui paye bien;-Votre entreprise intègre-t-elle une dimension 'Développement durable et responsabilité sociétale' ?
19/02/2021 19:19;Homme;1789357128908910;Oui;;2020;Formation initiale (hors apprentissage);;Non;Microélectronique Et Automatique (MEA);En activité professionnelle;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Salarié(e) secteur privé (y compris structure associative);;CDD (contrat de travail à durée déterminée);12;En France;Centre-Val de Loire;;À temps plein;;;5;0;Non;Moduleus;34 Rue Pierre et Marie Curie;37100;Tours;http://moduleus.com/;De 20 à 49 salarié(e)s ;Oui;Doliam;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Hardware & Software;Oui;Recherche-développement scientifique;;;;;;;;Informatique|Electronique|Microélectronique;Informatique|Electronique;C|C++|VHDL;;;;36000;Non;36000;NON;NON;NON;NON;Non;Quotidiennement;Quotidiennement;Jamais;Jamais;Jamais;Jamais;Emploi trouvé avant l'obtention de votre diplôme;stage de fin d'études;stage de fin d'études;Le contenu de la mission / poste proposé;oui;oui;5;5;5;5;5;5;4;5;2;2;2;5;4;2;4;5;4;Non;;Plutôt en désaccord;Plutôt en désaccord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Recours au télétravail|Difficulté pour le stage de fin d'études;5;Peu utile;Les projets semestriels et PFE;Organisation / Rangement du code et gestion des versions; ; ;;;; ;Oui;Non;;Non;Non;Oui; ; 
06/04/2021 21:10;Homme;1868316566701450;Oui;;2018;Formation initiale (hors apprentissage);;Non;Matériaux (MAT);En activité professionnelle;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Salarié(e) secteur privé (y compris structure associative);;CDI (contrat de travail à durée indéterminée);;En France;Pays de la Loire;;À temps plein;;20%;22;4;Non;Medysys;;91400;;;De 20 à 49 salarié(e)s ;Non;;Ingénieur Calcul;Ingénieur Calcul;Oui;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;;Divers;;;;;Mécanique;;;;;;;33000;Non;33000;NON;NON;NON;NON;Non;Quotidiennement;Rarement (quelques fois par mois);Jamais;Jamais;Jamais;Jamais;De 2 à moins de 3 mois;Site Internet spécialisé dans l'emploi (dont APEC);Site Internet spécialisé dans l'emploi (dont APEC)|Relations personnelles;L'adéquation avec un projet professionnel ;oui;oui;4;4;5;3;2;4;3;3;3;;;4;2;2;2;;2;Non;;Plutôt en désaccord;Plutôt en désaccord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Recours au télétravail|Prétention salariale revue;5;Très utile;"Les matières liées à la mécanique et aux élément finis.
 Concernant l'insertion professionnelle, les cours de communications m'ont été fort utile.";;;;;;;Je vais être sur mes 2 ans d'expérience. Je vais donc chercher à quitter la prestation et surement changer de domaine ( quitter le calcul) afin de voir autre chose!;Non;Non;;Non;Non;Oui;"Il ne faut pas trop se prendre le choux sur le stage parfait. Il y a énormément de missions intéressantes dans tous les domaines...  Après si un poste est visé en particulier, il faut commencer les démarches le plus tôt possible et utiliser tous les outils/ réseaux pour arriver à ses fins.
 Il ne faut pas oublier également lors des entretiens le technique/la formation à son  importance mais que les qualités humaines peuvent être déterminantes.
 Il est normal de se sentir un peu léger au niveau connaissances en sortant de l'école. Ne pas oublier que l'on apprend les bases à l'école et qu'on se forme sur le tas. "; Je pense que mon stage de fin d'étude a joué un grand rôle dans mon insertion professionnelle !
05/02/2021 16:44;Femme;1806661953120000;Oui;;2019;Formation initiale (hors apprentissage);;Non;Génie Biologique et Agroalimentaires (GBA);En activité professionnelle;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Salarié(e) secteur privé (y compris structure associative);;CDI (contrat de travail à durée indéterminée);;En France;Occitanie;;À temps plein;;;18;0;Non;Nestlé Waters Supply Sud;Les Bouillens ;30310;Vergeze ;https://www.nestle-waters.fr/;250 à  4 999 salarié(e)s ;Oui;Nestle;Production - Exploitation ;Responsable d'équipe de production individuel;Non;Industrie agroalimentaire ;;;;;;;;;;;;;;38000;Oui;41000;OUI;NON;OUI;OUI;Non;Quotidiennement;Très rarement;Jamais;Jamais;Jamais;Jamais;;stage de fin d'études;stage de fin d'études;L'adéquation avec un projet professionnel ;oui;oui;4;4;4;4;3;4;2;3;2;5;4;5;2;5;3;1;1;Non;;Plutôt d'accord;Plutôt en désaccord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Chômage partiel / Réduction d'activité;4;Moyennement utile;Management de projet, tp technologie alimentaires à l'ata, fluides industriels, vba, technologie alimentaire, projets et présentations multiples;Vba/excel, amélioration continue (lean management) , management humain ;Process industriel (circuit/pompe/moteur etc..) ;Ras;;;;Manager d'un atelier de production ;Oui;Oui;Présentation de votre entreprise/métier|Participation aux entretiens de recrutement;Non;Oui;Oui;"Candidater en spontanée, ne pas attendre les offres si on a un objectif précis et se manifester en avance
 Se donner à 100% lors des stages car ce sont les tremplins pour l'embauche "; mon stage de 4eme année (projet qualité) et mon semestre à l'étranger m'ont été favorables
02/03/2021 20:34;Femme;1894585798284970;Oui;;2018;Formation initiale (hors apprentissage);;Non;Matériaux (MAT);En thèse;;;;;;;;;;;;;Thèse académique;;Electrolyte polymère ;LEPMI Grenoble;En France;Auvergne-Rhône-Alpes;;Oui;Bourse d'excellence IDEX ;;Non;;;;;;;;;;;;;;;;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité;;Moyennement utile;Caractérisation matériaux ;Électrochimie;Électrochimie ;Aucune;;;;Je ne sais pas.;Oui;Non;;Non;Non;Oui;.;.
03/03/2021 15:47;Homme;1768556234866690;Oui;;2020;Formation initiale (hors apprentissage);;Non;Matériaux (MAT);En thèse;;;;;;;;;;;;;Thèse académique;;De la sequestration des métaux toxiques aux apllications en chimie environnementale, médicinale, analytique et séparative.;Institut de chimie moléculaire université bourgogne ;En France;Bourgogne-Franche-Comté;;Oui;Financement MAE et financements pour doctorant étranger|Allocation doctorale versée par un conseil général;;Non;;;;;;;;;;;;;;;;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;;4;Peu utile;Dans mon cas les enseignements de type scientifique (science des matériaux);Excel, science des polymères, gestion de projet.;Excel;Physique statistique (trop théorique et trop peu d'application pour un ingénieur);;;;Ingénieur/Chef de projet R&D dans le secteur privé. ;Oui;Oui;Enseignement|Présentation de votre entreprise/métier|Participation aux entretiens de recrutement|Participation aux conseils de perfectionnement|Proposition de projets industriels /stages|Parrainage d'un étudiant pour son insertion professionnelle;Non;Oui;Non;Bien définir le domaine que l'étudiant souhaite et le viser afin de faciliter son insertion professionnelle. ;.
05/03/2021 19:52;Homme;1789139176706330;Oui;;2020;Sous contrat de professionalisation;;Non;Matériaux (MAT);En recherche emploi;;;Oui;5;Oui;Des emplois ne correspondant pas à mes attentes en termes de déplacements ou la fonction occupée;"Peu d'offres d'emploi|""Covid""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Chômage partiel / Réduction d'activité|Annulation d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté dans l'entreprise d'apprentissage;4;Peu utile;"Management de projet, les spécialités (meca par exemple) ainsi que les différents intervenants
 Insertion pro un peu";Management de projet est très utile pour la suite surtout avec un enseignant/intervenant avec de l'expérience en entreprise;.;.;;;;Continuer sur un mastère spécialisé pour la rentrer de septembre 2021;Non;Non;;Non;Oui;Oui;Essayer de trouver un contrat de professionnalisation dans le domaine voulue ;.
19/03/2021 14:19;Homme;1783551661470470;Oui;;2019;Sous contrat d'apprentissage;Provence-Alpes-Côte d'Azur;Non;Mécanique Structures Industrielles (MSI - apprentissage);En activité professionnelle;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Salarié(e) secteur privé (y compris structure associative);;CDI (contrat de travail à durée indéterminée);;En France;Provence-Alpes-Côte d'Azur;;À temps plein;;;16;0;Non;AMETRA;04 42 50 05 32 , 9 avenue des ribas;13770;Venelles;https://www.ametragroup.com/fr/;250 à  4 999 salarié(e)s ;Oui;AMETRA GROUP;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Conception Mécanique;Oui;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;;;;;;;;;;;;;;35000;Oui;38000;NON;NON;NON;NON;Non;Quotidiennement;Souvent (plusieurs heures par semaine);;;;;;Site Internet spécialisé dans l'emploi (dont APEC);Site Internet spécialisé dans l'emploi (dont APEC);Le contenu de la mission / poste proposé;oui;oui;4;5;5;3;5;4;4;4;4;;;;2;;;5;;Non;;Plutôt d'accord;Pas du tout d'accord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Recours au télétravail|Chômage partiel / Réduction d'activité;4;Peu utile;Enseignement technique et fabrication;Bureau d'études;/;/;;;;Souhait de m'orienter vers un poste 'expert technique' en bureau d'études;Non;Oui;Proposition de projets industriels /stages;Non;Non;Oui;/;/
29/01/2021 19:24;Femme;1788516818654960;Oui;;2020;Sous contrat d'apprentissage;Nouvelle-Aquitaine;Non;Eau et Génie Civil (EGC - apprentissage);En poursuite d'études (hors thèse);;;;;;;;Master ;;Campus Véolia ;Oui;Pour acquérir une double compétence, une compétence complémentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue;4;Moyennement utile;"Modelisation hydraulique
 Process STEP";GC;Management approfondi;/;;;;Ingénieur projet, ;Oui;Oui;Présentation de votre entreprise/métier|Participation aux entretiens de recrutement|Proposition de projets industriels /stages|Parrainage d'un étudiant pour son insertion professionnelle;Non;Non;Oui;/;/
22/02/2021 18:39;Femme;1782332987613640;;;2020;Sous contrat de professionalisation;;Non;Génie Biologique et Agroalimentaires (GBA);En recherche emploi;;;Oui;7;Non;;Mobilité géographique difficile|Manque d'expérience professionnelle|Salaire proposé insuffisant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;;4;Peu utile;"Gestion de projet
 ATA
 Gestion de production (5A prod)";Approfondir l'amélioration continue. Les ateliers entre élèves restent très superficiels par rapport aux attentes des entreprises. Et c'est une compétence attendue sur de nombreux profils, et pas seulement pour des responsable AC.;Management;;;;;;Oui;Non;;Non;Non;Oui;"Bien réfléchir au premier poste (et aux suivants) qu'ils visent. 
 Cela leur permettra de choisir un stage leur apportant l'expérience adéquate pour postuler à leur premier emploi.";"A titre personnel, pour trouver un emploi je rencontre beaucoup de difficultés par rapport à 2 choses :
 - le manque d'expérience en management. C'est une compétence de terrain avant tout, cependant avoir quelques heures d'enseignements pour avoir des conseils de base pourrait rassurer les recruteurs.
 - l'amélioration continue. Beaucoup d'entreprise recherchent des profils « X + amélioration continue » en complément, pour lesquelles ce que l'on apprend actuellement est beaucoup trop léger. Théorie brève, pas de cas d'application industriels..."
