identifiant,sexe,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,refus_emploi,difficultes_recherche,alternance,Quel est le poste que vous occupez?,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,temps_partiel,mois_emploi_occupe,nom_entreprise, Son site internet?,taille_entreprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,recommandation_polytech
1783551733103470,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Mission d'intérim,,En France,Normandie,,Non,13.0,Orano Projets,http://www.orano.group,250 à  4 999 salarié(e)s ,Oui,Orano,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Etudes Matériaux,Oui,"Autres activités spécialisées, scientifiques et techniques",Divers,,,32760.0,Non,32760.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),6 mois ou plus,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1798529028392690,Homme,Oui,,2016,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,19.0,,,5 000 salarié(e)s ou plus,,,,,Oui,"Construction, BTP",,,,,Oui,,,,,,,,,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1875872396245450,Femme,,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,11.0,,,250 à  4 999 salarié(e)s ,,,,,Oui,"Sociétés de conseil, bureaux d'études",,,,,,,,,,,,Quotidiennement,Rarement (quelques fois par mois),De 5 à moins de 6 mois,"Réseau social professionnel (viadéo, Linkedln)",Le lieu géographique ,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
1783100983094780,Femme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Hauts-de-France,,Non,12.0,FINDUS France ,http://www.findus.fr,250 à  4 999 salarié(e)s ,Oui,Nomad foods Europe,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Assistant product development manager,Oui,Industrie agroalimentaire ,,,,33000.0,Oui,35000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,4.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1789139235822350,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,ingénieur procédés,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
21334118811,Femme,Oui,,2017,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bretagne,,Non,7.0,Assystem Technologies,http://assystem.com,5 000 salarié(e)s ou plus,Non,,Etudes et développement en systèmes d'information ,Ingénieur Système,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,33000.0,Non,33000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,non,4.0,5.0,5.0,4.0,3.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1783297913799080,Homme,Oui,,2015,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,20.0,Hella,https://www.hella.com/hella-fr/HELLA-Engineering-France-1593.html,De 50 à 249 salarié(e)s ,Oui,Hella,Informatique industrielle et technique ,SW intégrateur,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,C,,36000.0,Oui,40000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,La politique globale de relations humaines dans l'entreprise ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1782336188924400,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,19.0,Next Decision,https://www.next-decision.fr/,De 50 à 249 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur Décisionnel,Oui,"Sociétés de conseil, bureaux d'études",,,,28600.0,Oui,36000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1767188224335030,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,16.0,,,De 20 à 49 salarié(e)s ,Oui,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",,Oui,Télécommunications,,,,31500.0,Oui,33000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Démarché(e) par un 'chasseur de têtes',,oui,non,3.0,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
1783551787687820,Homme,Oui,,2017,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,1.0,AKKA Technologies,,5 000 salarié(e)s ou plus,Non,,"Méthodes, contrôle de production, maintenance","Ingénieur Matériaux composite, support de production",Oui,"Industrie automobile, aéronautique, navale, ferroviaire",Divers,,,31000.0,Non,31000.0,NON,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,De 5 à moins de 6 mois,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1789201479500860,Homme,Non,Algérienne,2016,Sous contrat de professionalisation,Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,11.0,Renault,,5 000 salarié(e)s ou plus,Oui,Renault,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Leader ingénierie électronique ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,Aucun,,,Oui,,OUI,OUI,OUI,OUI,Oui,Souvent (plusieurs heures par semaine),Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,4.0,5.0,3.0,Non,,activité professionnelle,De 2 à moins de 3 mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, vous aviez une autre proposition de contrat",,En France,,,,,Industrie pharmaceutique,,Oui,,Stage année césure/ Contrat de professionnalisation ,L'adéquation avec un projet professionnel ,,,,2.0,4.0,,,,
1788459979017060,Homme,Oui,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d'Azur,,Non,19.0,Viveris,https://www.viveris.fr/,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingenieur Linux Embarqué,Oui,Activités informatiques et services d'information (TIC services),,"C|""Ada, Python""",,,,,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,2.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1775951507953250,Homme,Oui,,2016,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,20.0,Zendesk,http://www.zendesk.com/explore,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Software Engineer,Oui,Activités informatiques et services d'information (TIC services),,,,44000.0,Non,44000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Stage année césure / Contrat de professionnalisation,L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,
1775408658415940,Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),8.0,En France,Auvergne-Rhône-Alpes,,Non,4.0,Service Hygiène et Sécurité - Pôle Prévention des Risques  - Université Claude Bernard Lyon 1,,De 10 à 19 salarié(e)s ,Non,,Pôle Prévention des Risques,Assistant ingénieur de recherche et formation,Non,Autres secteurs ,,,,21540.0,,21540.0,NON,OUI,NON,OUI,Non,Quotidiennement,Très rarement,De 3 à moins de 4 mois,Candidature spontannée,L'adéquation avec un projet professionnel ,non,oui,4.0,5.0,5.0,2.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1794929186772720,Homme,Non,Tunisienne,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),24.0,En France,Auvergne-Rhône-Alpes,,Non,18.0,SQUALI,http://squali.fr/,De 10 à 19 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),chargé d'affaires,Non,"Sociétés de conseil, bureaux d'études",,,,21600.0,Oui,23600.0,NON,NON,NON,NON,Oui,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,,4.0,4.0,4.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1882745436433210,Femme,Oui,,2015,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,1.0,Biofaq Laboratoires,https://biofaq.fr/,250 à  4 999 salarié(e)s ,Oui,CARSO,Commercial(e) (dont ingénieur(e) d'affaire) ,Chargée d'affaires,Oui,Autres secteurs ,,,,30000.0,Oui,35000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,oui,oui,4.0,4.0,3.0,3.0,5.0,5.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, vous aviez une autre proposition de contrat",Responsable qualité clients,En France,Délifrance,250 à  4 999 salarié(e)s ,Oui,Vivescia,Industrie agroalimentaire ,30.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,34000.0,Oui,35000.0,2.0,5.0,,,,Oui
1788522982414110,Homme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Grand Est,,Non,7.0,CPK Strasbourg Production,https://www.carambarco.com/,250 à  4 999 salarié(e)s ,Oui,Carambar&Co,Production - Exploitation ,Responsable d'équipe,Oui,Industrie agroalimentaire ,,,,31420.0,Oui,46680.0,OUI,NON,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le contenu de la mission / poste proposé,non,oui,4.0,4.0,4.0,4.0,2.0,3.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),"Démission, vous aviez une autre proposition de contrat",Ingénieur Sécurité,En France,CPK Strasbourg Production,250 à  4 999 salarié(e)s ,Oui,Carambar&Co,Industrie agroalimentaire ,18.0,Oui,Non,Stage de fin d'études,L'adéquation avec un projet professionnel ,,,,3.0,4.0,,,,Oui
1776166837635090,Femme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En poursuite d'études (hors thèse),,,,non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 5 à moins de 6 mois,Salarié(e) du secteur privé (y compris structure associative),,Mission d'intérim,Fin de contrat ou fin de mission,Ingenieur developpement emballage,En France,Unilever,250 à  4 999 salarié(e)s ,Non,,Industrie agroalimentaire ,11.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),La notoriété de l'entreprise ,34000.0,Oui,35000.0,2.0,4.0,,,,Oui
1794185699977450,Femme,Oui,,2015,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,31.0,Altran,,5 000 salarié(e)s ou plus,Non,,Assistance technique,Business operational support for material and processes,Oui,"Sociétés de conseil, bureaux d'études",Divers,,,32000.0,Non,32000.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,Moins d'un mois,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,2.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1883492706929090,Femme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bretagne,,Non,12.0,Kermené,,250 à  4 999 salarié(e)s ,Oui,,"Qualité, sécurité, sûreté de fonctionnement ",,Non,Industrie agroalimentaire ,,,,23000.0,Oui,24900.0,NON,NON,NON,NON,Non,Quotidiennement,,,Site Internet spécialisé dans l'emploi (dont APEC),,non,oui,3.0,3.0,5.0,3.0,3.0,3.0,Oui,,activité professionnelle,De 5 à moins de 6 mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),,,En France,,,,,Industrie agroalimentaire ,,Non,,Site Internet spécialisé dans l'emploi (dont APEC),Autre,,,,,3.0,,,,
1788742416961310,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,1.0,AKKA Technologies,https://www.akka-technologies.com/fr,5 000 salarié(e)s ou plus,Oui,AKKA,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur essais,Oui,"Sociétés de conseil, bureaux d'études",Transport,,,34000.0,Oui,34340.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,4.0,3.0,3.0,Non,,activité professionnelle,De 3 à moins de 4 mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,Licenciement,Ingénieur études,En France,ALTEN,5 000 salarié(e)s ou plus,Oui,ALTEN,Transports (Services),12.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),Autre,29400.0,Oui,29694.0,0.0,5.0,,,,Oui
1783101100420100,Femme,,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
1783100843364390,Femme,Oui,,2015,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bretagne,,Non,10.0,Kermene,http://www.kermene-recrute.fr,250 à  4 999 salarié(e)s ,Non,,Production - Exploitation ,Responsable de production,Oui,Industrie agroalimentaire ,,,,40000.0,Oui,43000.0,OUI,,OUI,OUI,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,oui,oui,3.0,3.0,3.0,3.0,5.0,2.0,Oui,Evoluer,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,,,,,,,,,,,,,,,,,,1.0,,,,Non
1782333510091950,Femme,Oui,,2017,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,8.0,Sogea île de France ,,250 à  4 999 salarié(e)s ,Oui,Vinci construction ,Conduite de travaux ,Ingénieure travaux ,Oui,"Construction, BTP",,,,34200.0,Oui,37550.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Les perspectives de carrière dans cette entreprise,oui,oui,5.0,5.0,5.0,5.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1782917292321620,Homme,Oui,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,11.0,ALTEN SA,http://www.alten.fr/,5 000 salarié(e)s ou plus,Non,,Informatique industrielle et technique ,Ingénieur études,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,C|Assembleur,,30000.0,Non,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,6 mois ou plus,Site Internet spécialisé dans l'emploi (dont APEC),Le secteur d'activité de l'entreprise,oui,oui,4.0,5.0,4.0,5.0,3.0,5.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Technicien électronique,En France,Dactem Technologie,De 20 à 49 salarié(e)s ,Non,,"Industrie automobile, aéronautique, navale, ferroviaire",1.0,Non,Non,Stage de fin d'études,L'intérêt du travail en lui-même,,Non,,2.0,5.0,,,,Oui
1783101106098510,Homme,Oui,,2015,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,14.0,Hexcel Fibers,,5 000 salarié(e)s ou plus,Oui,Hexcel,Production - Exploitation ,Responsable d'équipe de production,Non,Industrie chimique,Transport,,,37440.0,Oui,48000.0,OUI,NON,OUI,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,4.0,2.0,3.0,4.0,4.0,2.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),"Démission, vous aviez une autre proposition de contrat",Ingénieur procédés gravure sèche ,En France,CEA,5 000 salarié(e)s ou plus,Oui,CEA,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),Autre,28000.0,Oui,37000.0,1.0,4.0,,,,Oui
1783429267111760,Homme,Oui,,2017,Sous contrat d'apprentissage,Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,Non
1783165011404310,Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,,,Non,6.0,,,5 000 salarié(e)s ou plus,,,Etudes - Conseil et expertise (autre qu'informatique),,Oui,Activités financières et d'assurance,,,,,,,NON,OUI,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),6 mois ou plus,Démarché(e) par un 'chasseur de têtes',,,,3.0,4.0,5.0,3.0,4.0,2.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1868316565710660,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,1.0,OR System,,De 10 à 19 salarié(e)s ,Oui,Sopra,Etudes et développement en systèmes d'information ,Ingénieur en développement web et mobile,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,34000.0,Non,34000.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,Moins d'un mois,Démarché(e) par un 'chasseur de têtes',Le secteur d'activité de l'entreprise,oui,oui,1.0,4.0,4.0,3.0,4.0,5.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, vous aviez une autre proposition de contrat",Ingénieur en développement web et mobile,En France,CGI,5 000 salarié(e)s ou plus,Non,,Industrie des technologies de l'Information et de la Communication (TIC),35.0,Oui,Non,Forums/conférences au sein de l' école ,L'adéquation avec un projet professionnel ,29000.0,Oui,31000.0,0.0,3.0,OUI,NON,,Oui
1782326986593200,Homme,Oui,,2015,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),Contrat local,,A l'étranger,,Chine,Non,24.0,Bassetti China ,,250 à  4 999 salarié(e)s ,Oui,Bassetti group,Commercial(e) (dont ingénieur(e) d'affaire) ,Technical sales manager,Oui,Activités informatiques et services d'information (TIC services),Divers,,,28000.0,Oui,35000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,Candidature spontannée,Le lieu géographique ,oui,non,4.0,3.0,5.0,3.0,5.0,5.0,Oui,Relocalisation en france,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1803128595870800,Homme,Oui,,2016,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),18.0,En France,Réunion,,Non,16.0,Evollys production,,De 50 à 249 salarié(e)s ,Oui,Urcoopa,Production - Exploitation ,Responsable conditionnement et expédition,Oui,Industrie agroalimentaire ,,,,22500.0,Oui,22500.0,OUI,OUI,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Candidature spontannée,La notoriété de l'entreprise ,oui,oui,5.0,5.0,5.0,3.0,5.0,5.0,Oui,Changement de direction et donc d'organisation auquel je n'adhère pas,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1776109662930170,Femme,Oui,,2016,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,20.0,Sopra Steria ,http://www.soprasteria.com,5 000 salarié(e)s ou plus,Oui,Sopra group,Informatique industrielle et technique ,Responsable technique ,Oui,Activités informatiques et services d'information (TIC services),,,,,Oui,,OUI,NON,OUI,NON,Oui,Quotidiennement,Quotidiennement,,Stage année césure / Contrat de professionnalisation,Le lieu géographique ,oui,oui,4.0,3.0,5.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
