identifiant,sexe,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,refus_emploi,difficultes_recherche,alternance,Quel est le poste que vous occupez?,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,temps_partiel,mois_emploi_occupe,nom_entreprise, Son site internet?,taille_entreprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,recommandation_polytech
1767472951760580,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En recherche emploi,Non,Non,"Manque d'expérience professionnelle|Formation mal, ou pas, reconnue par les employeurs|Formation inadaptée au marché de l'emploi",,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur public,Agent contractuel,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Chef de projet PV,En France,Luxel,De 20 à 49 salarié(e)s ,Non,,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",9.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'intérêt du travail en lui-même,24000.0,Oui,30000.0,2.0,3.0,,,,Oui
1782649831753210,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d'Azur,,Non,17.0,CAP VERT ENERGIE,,De 50 à 249 salarié(e)s ,Non,,Bureau d'etudes ,Ingénieur études photovoltaique,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,Oui,32500.0,Oui,35000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1794779518200290,Femme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,15.0,Bouygues immobilier,,250 à  4 999 salarié(e)s ,Oui,Bouygues ,Maîtrise d'ouvrage ,Responble technique realisation,Oui, Activités immobilières,,,Non,38000.0,Oui,40000.0,NON,OUI,OUI,OUI,Non,Quotidiennement,Jamais,,stage de fin d'études,Le contenu de la mission / poste proposé,oui,non,4.0,5.0,4.0,4.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1783679026895520,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Oui,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,SNCF Reseau,http://www.sncf.fr,5 000 salarié(e)s ou plus,Oui,SNCF,Production - Exploitation ,Attaché Cadre Service Eléctrique Maintenance et Travaux,Oui,Transports (Services),,,Non,26000.0,Oui,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,,Sites Internet d'entreprises,Le secteur d'activité de l'entreprise,oui,oui,5.0,4.0,5.0,4.0,4.0,5.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1889196166142850,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,7.0,ERESE,http://www.erese.fr,De 50 à 249 salarié(e)s ,Oui,Habitat et Territoires Conseil,Etudes - Conseil et expertise (autre qu'informatique),Consultant,Oui,"Sociétés de conseil, bureaux d'études",,,Oui,30000.0,Oui,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1783551791493310,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,12.0,ETDS,http://www.groupe-thetis.com/,De 20 à 49 salarié(e)s ,Oui,Groupe thétis,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur de projet,Non,"Sociétés de conseil, bureaux d'études",,,Non,35000.0,Non,35000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,De 3 à moins de 4 mois,Site Internet spécialisé dans l'emploi (dont APEC),L'absence d'alternative,oui,oui,4.0,4.0,5.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1776106803647000,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l'étranger,,Suisse,Non,19.0,SwissHydrogen,,5 000 salarié(e)s ou plus,Oui,PlasticOmnium,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur développement ,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,Oui,47000.0,Oui,51000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1776019459092900,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En recherche emploi,Non,Oui,Difficultés à trouver des offres d'emploi,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, sans autre proposition de contrat",Ouvrier assembleur de câbles,A l'étranger,Shotover camera systems,De 20 à 49 salarié(e)s ,Non,,"Autres activités spécialisées, scientifiques et techniques",6.0,Non,Non,Relations personnelles,Le lieu géographique ,23000.0,Non,23000.0,3.0,5.0,,,,Oui
1769007981249560,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,12.0,CITAE,https://www.citae.fr/,De 50 à 249 salarié(e)s ,Oui,BTP Consultants,Etudes - Conseil et expertise (autre qu'informatique),Responsable de mission,Oui,"Construction, BTP",,,Non,31200.0,Oui,33300.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1899292521893160,Homme,Non,Camerounaise,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,12.0,GIS MIC Nucléaire,http://www.gis-mic.com/index.php/fr/,De 50 à 249 salarié(e)s ,Oui,GIS MIC,"Achats, approvisionnements, logistique ",Inspecteur essais mécaniques ,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,Non,34000.0,Oui,34000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 5 à moins de 6 mois,Relations personnelles,Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,5.0,4.0,4.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1768183605485420,Homme,Oui,,2016,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l'étranger,,Irlande,Non,24.0,forte renewables,http://forterenewables.com, Moins de 10 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Country manager - project engineer,Non,"Sociétés de conseil, bureaux d'études",,,Oui,30000.0,Non,30000.0,NON,NON,OUI,OUI,Oui,Souvent (plusieurs heures par semaine),Quotidiennement,Moins d'un mois,Candidature spontannée,Le lieu géographique ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
1776167203832290,Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,Data Integration Consultant,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,NON,NON,,Oui
1767911676181750,Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,24.0,CGI,https://www.cgi.fr/,5 000 salarié(e)s ou plus,Oui,CGI,Etudes et développement en systèmes d'information ,Ingénieur des technologies de l'information,Oui,Activités informatiques et services d'information (TIC services),,,,29500.0,Oui,31000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,3.0,4.0,3.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1788516703736650,Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En poursuite d'études (hors thèse),,,,non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, sans autre proposition de contrat",Consultant BI et BigData,En France,Business & Decision,250 à  4 999 salarié(e)s ,Oui,Business & Decision,Télécommunications,16.0,Oui,Non,Stage de fin d'études,Autre,26760.0,Oui,30000.0,2.0,4.0,NON,NON,,Oui
1783101037010870,Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,18.0,Solutec,http://www.solutec.fr,250 à  4 999 salarié(e)s ,Non,,Ressources humaines ,Responsable Recrutement ,Oui,Activités informatiques et services d'information (TIC services),,,,34100.0,Oui,35000.0,OUI,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,non,4.0,5.0,5.0,4.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,2.0,OUI,NON,,Oui
1798760223232460,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,24.0,Adobe,http://adobe.com,5 000 salarié(e)s ou plus,Non,,Informatique industrielle et technique ,Digital Markering Consultant,Oui,Activités informatiques et services d'information (TIC services),,,,40000.0,Non,40000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,La notoriété de l'entreprise ,non,oui,4.0,5.0,5.0,5.0,5.0,5.0,Oui,Nouvelle opportunité proposée,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1788692464408060,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,24.0,Alteca,http://www.alteca.fr,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingenieur développement ,Oui,Activités informatiques et services d'information (TIC services),,,,33700.0,Oui,34000.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,,stage de fin d'études,Le lieu géographique ,oui,oui,4.0,5.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1782332406941580,Homme,Oui,,2016,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,33.0,CGI,http://www.cgi-recrute.fr/implantation/toulouse,5 000 salarié(e)s ou plus,Oui,CGI,Etudes et développement en systèmes d'information ,Ingénieur en technologie de l'informatique,Oui,Activités informatiques et services d'information (TIC services),,,,30000.0,Oui,34000.0,OUI,NON,OUI,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Les perspectives de carrière dans cette entreprise,oui,oui,4.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1782520390078810,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 4 à moins de 5 mois,"Non salarié(e) (Chef d'entreprise, Profession libérale, Travailleur(e) indépendant(e))",,Contrat local,"Démission, sans autre proposition de contrat",Pears picker,A l'étranger,,,,,"Agriculture, sylviculture et pêche ",1.0,Non,Non,Candidature spontannée,Le lieu géographique ,,,,1.0,4.0,OUI,NON,,Oui
1783049615948640,Homme,Oui,,2016,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,30.0,Sopra Steria Group,,5 000 salarié(e)s ou plus,Non,,Etudes et développement en systèmes d'information ,Senior Engineer,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,33960.0,Oui,38290.0,OUI,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Stage année césure / Contrat de professionnalisation,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,2.0,NON,NON,,Oui
1783303729803930,Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,18.0,Safran,https://www.safran-group.com,5 000 salarié(e)s ou plus,Oui,Safran Group,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Software Engineer,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,40000.0,Oui,40000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1789034154590610,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,1.0,,,5 000 salarié(e)s ou plus,Non,,Maîtrise d'ouvrage ,Business Analyst,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,35500.0,Oui,39000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Démarché(e) par un 'chasseur de têtes',Le montant du salaire proposé ,oui,oui,4.0,3.0,3.0,4.0,5.0,5.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, vous aviez une autre proposition de contrat",Ingénieur Technologies de l'Information,En France,,5 000 salarié(e)s ou plus,,,Industrie des technologies de l'Information et de la Communication (TIC),19.0,Oui,Non,Démarché(e) par un 'chasseur de têtes',L'adéquation avec un projet professionnel ,30500.0,Oui,31500.0,2.0,4.0,OUI,,,
1968316585347690,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,27.0,Sopra Steria,http://www.soprasteria.com,250 à  4 999 salarié(e)s ,Oui,,,,Oui,Activités informatiques et services d'information (TIC services),,,,30000.0,Oui,31000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,,,,,4.0,5.0,2.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1767833505076640,Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,4.0,EXSTO,http://www.exsto.com,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur études,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,34375.0,Non,34375.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 1 à moins de 2 mois,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,3.0,4.0,4.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1789138953630590,Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,2.0,Safran Engineering Services,,5 000 salarié(e)s ou plus,Oui,Safran,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur calcul de performances avion,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,30920.0,Oui,37000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,4.0,2.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1789471904307210,Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1788913345952660,Femme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En poursuite d'études (hors thèse),,,,non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 5 à moins de 6 mois,Salarié(e) du secteur public,Agent contractuel,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Professeur de technologie,En France,Education Nationnale,,,,"Enseignement, recherche",4.0,Oui,Oui,Candidature spontannée,L'intérêt du travail en lui-même,13200.0,Non,13200.0,2.0,4.0,,,,Oui
1782520393975250,Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,18.0,GP-Concept,http://www.gp-concept.fr/accueil.html, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Chargé d'affaires,Oui,"Sociétés de conseil, bureaux d'études",,,,36000.0,Oui,36500.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Candidature spontannée,L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,4.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1783298117244180,Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1982421121197550,Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l'étranger,,Pologne ,Non,20.0,LPF SOMMIERES ,http://www.groupe-lpf.com,250 à  4 999 salarié(e)s ,Oui,Groupe LPF,"Méthodes, contrôle de production, maintenance",Chef de projet ,Non,"Industrie automobile, aéronautique, navale, ferroviaire",,,,31500.0,Oui,34125.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Les perspectives de carrière dans cette entreprise,oui,non,5.0,5.0,5.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1776167054266030,Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1768453717959910,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),9.0,En France,Occitanie,,Non,6.0,Université de Montpellier,,250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",,Oui,Industrie chimique,,,,24000.0,Non,24000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),De 5 à moins de 6 mois,Plateforme emploi de l'école (Poly+),Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,3.0,2.0,4.0,5.0,Oui,CDI,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,,En France,Siniat,250 à  4 999 salarié(e)s ,Oui,,"Construction, BTP",6.0,Oui,Non,Stage de fin d'études,Autre,31000.0,Oui,31000.0,2.0,4.0,,,,Oui
1788460092295210,Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Hauts-de-France,,Non,20.0,DECATHLON,https://www.decathlon.fr/,5 000 salarié(e)s ou plus,Non,,Production - Exploitation ,INGENIEUR COMPOSANT ET TECHNOLOGIE,Oui,"Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",Divers,,,30000.0,Oui,33000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1894034281641740,Femme,Non,Brésilienne,2016,Sous contrat de professionalisation,Matériaux (MAT),En recherche emploi,Non,Non,Difficultés à trouver des offres d'emploi|Mobilité géographique difficile,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,,Oui
1757379921945330,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1783100974718700,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,2.0,ALTEN SO,,5 000 salarié(e)s ou plus,Oui,ALTEN,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d'application - consultant,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",Transport,,,28800.0,Non,28800.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 2 à moins de 3 mois,Relations personnelles,Le secteur d'activité de l'entreprise,non,non,4.0,5.0,5.0,3.0,4.0,5.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,Autre,Responsable achats et production,En France,Enko, Moins de 10 salarié(e)s ,Non,,Autres secteurs ,16.0,Oui,Non,Stage de fin d'études,Les perspectives de croissance de l'entreprise,28500.0,Non,28500.0,2.0,3.0,,,,Oui
