"identifiant","remuneration_annuelle_brute_avec_prime_premier_emploi","remuneration_prime","mois_emploi_occupe"
"1758627194075820",NA,33000,4
"1794282911392610",NA,NA,NA
"1789138902924160",NA,NA,NA
"1767472964563190",NA,NA,NA
"1776106802247870",NA,NA,4
"1783164893041410",NA,31200,2
"1775413863782950",NA,30000,1
"1875637087387480",NA,NA,NA
"1788460214031210",NA,NA,NA
"1788692414170340",NA,31200,4
"1782910866773040",NA,NA,NA
"1794190819221150",NA,NA,NA
"1767188974163000",NA,NA,NA
"1814011059426950",NA,33000,4
"1788522821279990",NA,NA,1
"1888410491726700",NA,26000,4
"1783101174120860",NA,25193,1
"1783100789632700",NA,38000,4
"1894332194288450",NA,30900,4
"1788754857093140",NA,NA,NA
"1788913234316040",NA,24000,2
"1783429213652130",NA,40000,4
"1789139016135670",NA,32400,4
"1766816763108060",NA,35000,5
"1768549796148560",NA,NA,NA
"1757709965251920",NA,NA,NA
"1783101174761720",NA,11426,3
"1867911690864000",NA,33000,3
"1788410676370390",NA,24000,4
"1775956121915440",NA,22200,4
"1782592429461260",NA,NA,NA
"1775940934139300",NA,NA,4
"1888516386797580",NA,NA,NA
"#VALEUR!",NA,NA,NA
"1775789449534080",NA,31500,3
"1783679029956290",NA,27600,4
"1789142472013410",25000,35000,1
"1882454961231850",NA,18000,12
"1876391546313510",NA,33000,1
"1798760227709390",NA,39400,16
"1783483879051640",NA,41000,28
"1794190811735260",NA,35000,23
"1789086561411020",NA,45000,31
"1788410788041650",26000,34000,10
"1883100619099510",NA,20640,4
"1767833231783100",NA,50000,26
"1783292875420920",NA,27600,4
"1788410836775260",NA,NA,16
"1857545765882860",NA,40000,2
"1783101039574690",NA,37408,14
"1789312834937740",NA,35000,2
"1789425835894650",NA,20400,24
"1776844335602450",NA,37000,12
"1794484607320230",NA,40000,4
"1788523094979770",NA,NA,NA
"1788522987504360",NA,33000,4
"1768183587449460",NA,34800,5
"1782981677786420",NA,NA,NA
"1783292944879190",NA,NA,NA
"1775261297609710",25220,35660,20
"1793841853377000",NA,36000,3
"1782333524403100",NA,33000,4
"1783483747630930",NA,NA,NA
"1776166914449430",NA,NA,3
"1906657240786900",NA,NA,NA
"1782332211989640",NA,34000,3
"1782921154332610",NA,NA,NA
"1783101170208130",NA,40000,4
"1798487317038550",NA,36000,36
"1775485178515470",NA,32500,16
"1889201167052750",NA,NA,17
"1867641142480330",NA,32500,14
"1882427795866150",NA,50000,30
"1789078793291240",20510,NA,9
"1889582942000510",NA,44000,18
"1775956035087940",NA,34580,5
"1788746969269860",NA,30000,5
"1788414700944440",25000,27000,8
"1894539524659250",NA,30000,1
"1783429148215880",NA,36000,6
"1794038680873930",NA,40000,27
"1782327060256290",NA,42000,16
"1775426942739380",NA,61000,5
"1788742523348860",NA,32600,29
"1783551724896420",NA,38000,10
"1766809397136680",36000,52169,1
"1776629965327550",NA,29000,30
"1776091970486140",NA,26400,26
"1776106879687060",NA,NA,NA
"1798575367830360",NA,40000,21
"1899265678708010",NA,28000,17
"1789139007748540",NA,30200,10
"1794332471066140",NA,28000,5
"1788577873211720",NA,NA,8
"1813820724604160",NA,NA,NA
"1788971386150700",NA,NA,NA
"1794484708840340",33630,42000,0
"1783551915744310",NA,37000,3
"1783422659958510",NA,31000,6
"1783100980576070",NA,NA,NA
"1789198813591800",NA,35000,4
"1767189979904520",NA,31200,0
"1776242025600950",NA,31870,3
"1794041578267320",NA,37000,5
"1775503433566090",NA,NA,NA
"1788752092801610",NA,NA,NA
"1793786712145760",NA,56902,22
"1888999254208820",32000,33000,9
"1783551662142720",48000,21000,6
"1788692357825130",NA,36000,15
"1768009669304350",23000,NA,NA
"1793744655723610",35500,38000,4
"1782326405841550",NA,41000,16
"1799024859296950",NA,32000,4
"1789139061933560",NA,32000,8
"1783100847843560",NA,54000,50
"1789312778834990",NA,33600,4
"1768549796202760",NA,NA,NA
"1782714740085990",NA,29000,17
"1789471843950390",NA,31500,5
"1794440656453640",NA,43000,5
"1868325762599550",NA,31000,2
"1788410899702870",NA,27120,4
"1798487267951360",NA,27500,4
"1788754904394380",NA,NA,NA
"1783101099715140",NA,41000,16
"1789200420305860",29300,NA,NA
"1776106717098990",NA,29000,7
"1982392476743810",NA,32000,18
"1793841652694300",NA,30000,21
"1889138756991850",NA,66000,18
"1810235646114300",NA,NA,NA
"1783492828241480",NA,NA,NA
"1775411684948640",NA,NA,16
"1868381320692510",26000,30000,11
"1794681459593540",22500,39000,6
"1789248290449950",NA,35000,4
"1783164883493580",NA,31100,15
"1768989176072360",NA,23000,16
"1868542954030230",NA,25000,6
"1793993171979750",NA,46500,24
"1789246176479960",NA,29000,24
"1875273283810490",NA,NA,NA
"1788640430211650",NA,28000,15
"1756804883322830",NA,25200,5
"1789022972869620",35500,36000,1
"1783100981858320",27000,20000,4
"1788410837886360",NA,36000,17
"1782338016526480",NA,NA,NA
"1788405114733970",NA,NA,NA
"1889477070705420",NA,41500,4
"1883297978191050",NA,NA,23
"1788414752593730",NA,41400,17
"1888492771396300",NA,28600,17
"1783039538489670",NA,30000,17
"1868325745140740",NA,35616,3
"1788410904806730",26200,NA,NA
"1793840345992890",23000,34000,22
"1866818185366510",NA,NA,5
"1776626247486660",NA,23000,24
"1794332564639310",26000,30000,4
"1789196587575730",NA,38000,15
"1793740587773320",35680,40000,1
"1793840347449300",25000,35000,14
"1789033924803500",NA,23562,12
"1789420285265510",NA,39600,15
"1788742361243300",NA,30000,18
"1889798491780700",NA,35000,4
"1788640424603910",24000,NA,NA
"1888410497108680",NA,32000,10
"1788573360729240",25000,35000,3
"1802766137541990",NA,NA,NA
"1788523097808340",NA,40000,4
"1782714542276590",34500,39350,4
"1794332473559360",NA,36000,1
"1793834699802620",NA,31000,11
"1775257595835560",NA,NA,NA
"1882916933541120",NA,NA,NA
"1783100906791020",NA,32500,3
"1776551868409820",NA,38000,17
"1794680969713160",NA,NA,NA
"1889471531298430",NA,37008,4
"1794292862408850",NA,NA,NA
"1775878982531750",NA,NA,NA
"1794332417128900",NA,NA,NA
"1775874372476520",NA,35000,5
"1788692236175060",35000,40500,1
"1782332205420030",NA,31000,12
"1875605286213910",NA,NA,NA
"1783049681433970",NA,NA,NA
"1789359239744150",NA,32500,9
"1889582691729050",NA,NA,NA
"1776615819557700",29000,NA,NA
"1793990332182890",NA,NA,NA
"1782593075378550",NA,54000,28
"1888462074344500",NA,28200,1
"1867918358786770",NA,54000,12
"1767189251615070",NA,34500,12
"1788414696486980",NA,32000,2
"1768453628111900",NA,NA,16
"1794779475018530",27000,30000,5
"1776621549469460",NA,29000,5
"1813820751836070",NA,35500,27
"1793786869547840",NA,NA,NA
"1788692298075560",NA,42500,24
"1793841847356030",NA,33000,12
"1867838330674650",NA,NA,NA
"1788692292520650",NA,38000,15
"1789472400623880",NA,20760,12
"1775940845738490",NA,NA,NA
"1794681451788990",NA,NA,NA
"1788692359007600",30900,32000,5
"1775419208131070",NA,42000,18
"1783429206115370",NA,NA,NA
"1788692303756160",NA,NA,NA
"1782336127638740",NA,34000,30
"1794779522608880",NA,NA,15
"1783164948056770",NA,42000,24
"1742932406541910",36000,42000,23
"1882333183333430",NA,NA,NA
"1775503193890190",NA,33670,27
"1877069833744240",NA,35000,25
"1798487221614730",NA,38000,26
"1788522878377980",NA,34430,24
"1776167133958720",25200,26000,4
"1768453733098370",NA,36615,27
"1789357296484900",36000,50000,3
"1882332492075100",NA,NA,NA
"1782529475010210",NA,40000,14
"1768183597444170",NA,36000,5
"1867187702191360",NA,38000,13
"1876615329620930",NA,33000,25
"1793834740766260",NA,36000,5
"1775413928705090",NA,39000,3
"1767911679881990",NA,NA,NA
"1776091965937530",NA,38450,15
"1789246012863790",NA,35000,15
"1798575275795750",36000,48000,1
"1783492583611410",18000,NA,NA
"1883039045229260",NA,NA,5
"1876167130217630",NA,24000,1
"1882462128942360",21420,32130,2
"1782327052506100",NA,NA,5
"1783100972199480",NA,32000,13
"1794332471045900",NA,NA,2
"1883073848902270",NA,NA,NA
"1788410839633160",30000,42000,1
"1794332474084770",NA,NA,6
"1789583114713810",NA,NA,NA
"1775408658415940",NA,22000,25
"1776167064812550",NA,NA,NA
"1798760225448130",NA,29280,16
"1783429209187550",NA,32006,3
"1776102348808040",NA,24000,5
"1882325974805300",NA,40000,3
"1793838351516860",NA,34000,16
"1767641526750820",NA,35000,1
"1782520524460350",NA,NA,NA
"1769008063805780",NA,34000,15
"1817047782834380",NA,NA,NA
"1757709831693380",NA,NA,16
"1775570479028540",NA,NA,2
"1858522590312930",NA,28303,19
"1782327052505070",NA,32000,4
"1898486978428020",31650,32250,17
"1876241676867480",NA,NA,36
"1789583052871370",NA,35000,5
"1783100914527510",NA,NA,NA
"1776170062868870",NA,39000,5
"1806657444524820",24000,31000,5
"1794680961922860",23400,NA,NA
"1775345181363770",NA,NA,NA
"1775951503420270",24000,24600,15
"1782332213856140",37000,NA,NA
"1788410903105770",NA,NA,NA
"1788801023024300",NA,NA,NA
"1788639923539010",NA,NA,NA
"1788410847056540",NA,32000,1
"1882920801202420",NA,NA,NA
"1768183505228300",NA,31000,1
"1783551851748090",NA,NA,2
"1783551669029900",27000,36000,18
"1788412995836520",NA,NA,NA
"1783101042651350",NA,32000,16
"1782917292365580",NA,35000,4
"1775265194974630",NA,27700,17
"1783551729336410",NA,NA,NA
"1788522931505030",NA,35500,29
"1782332269386920",60000,45000,5
"1813918516436060",NA,40000,13
"1783165024759010",NA,34000,29
"1766817679604640",NA,35000,5
"1782529477607550",NA,35400,2
"1894339125672520",NA,24000,1
"1868183045269240",NA,NA,NA
"1867188646284860",NA,30000,4
"1788460267278050",NA,29250,27
"1767472960852670",NA,NA,NA
"1768459845002980",28000,29200,26
"1789139006655910",NA,40000,17
"1894779226711440",NA,50000,1
"1788578216657640",NA,30000,30
"1788516594605390",22000,31200,13
"1782913436292900",NA,NA,NA
"1810745985680950",NA,40000,6
"1767362520512390",NA,33000,3
"1783551787687820",32000,35500,16
"1793784763902670",22083,25251,10
"1777070239467270",33000,33120,1
"1794332417128940",NA,28600,6
"1788460045238170",42000,53000,NA
"1783429142491480",38000,40000,1
"1889078740237240",NA,41000,17
"1793784768342890",NA,31000,24
"1776102122857150",NA,NA,NA
"1776167142926850",NA,31000,15
"1789201429365010",NA,NA,NA
"1875268686762320",NA,38800,5
"1788516770494320",NA,NA,1
"1776615832131500",NA,NA,NA
"1776102501602960",24000,38000,6
"1868183009217370",NA,NA,NA
"1782464366155500",NA,31000,29
"1768555977764870",NA,39000,12
"1788742468660480",NA,45000,7
"1783551854196000",NA,33000,2
"1789312612262240",NA,NA,NA
"1766828031937710",NA,33000,17
"1768183686766870",NA,35800,29
"1776551784277790",NA,33500,8
"1782332412252700",NA,32500,15
"1888921829183320",NA,33000,12
"1789248241480200",NA,32000,8
"1775263890832440",NA,NA,NA
"1775574132888890",NA,42000,16
"1875264863971130",NA,30000,1
"1789582833222250",NA,38000,23
"1789743831830150",NA,NA,NA
"1767827866609260",15000,NA,NA
"1793784667152000",NA,34000,4
"1793840299363710",NA,29820,14
"1889055155785890",NA,30600,0
"1788573353384080",NA,NA,NA
"1776170138846650",NA,45000,29
"1889138761453360",NA,NA,NA
"1783492894845730",NA,NA,NA
"1794236757785800",NA,36000,17
"1794680911303500",NA,40000,5
"1789245962819270",NA,26400,5
"1789196417036320",NA,NA,NA
"1789034153455870",NA,NA,NA
"1789743839991670",NA,46200,4
"1794381878360180",NA,NA,24
"1775263658912240",NA,NA,NA
"1789312826028090",35000,NA,NA
"1794775550866700",NA,29000,5
"1806661953120000",NA,33000,7
"1789412589389270",NA,33800,2
"1798575320242150",NA,33400,16
"1766817026164020",NA,40000,2
"1789022910285720",NA,NA,28
"1793993226818980",NA,NA,NA
"1789139068514980",NA,79580,1
"1875984437307820",NA,24160,5
"1782921034569700",NA,37000,8
"1794775599416140",39000,39000,1
"1789582939155370",NA,NA,NA
"1768095949487950",NA,42320,19
"1783871993374610",NA,50000,18
"1783483995976280",NA,52000,29
"1789312776613130",NA,38000,18
"1789034148419490",NA,NA,NA
"1793786662071540",NA,36000,12
"1775413930916400",NA,31000,6
"1798487275128440",NA,31080,28
"1876018957403790",NA,52000,25
"1899265683175340",33000,40000,16
"1768549691376130",NA,NA,NA
"1776621772643770",NA,NA,NA
"1789139118785300",NA,45000,12
"1776621858821210",26790,NA,NA
"1776621858135290",NA,NA,NA
"1783429277924880",NA,32000,8
"1876843909835070",5100,25000,14
"1783103600401140",NA,32500,12
"1782917360433220",NA,NA,NA
"1767827769134300",24000,24084,8
"1802846090696890",NA,NA,NA
"1776019526187560",NA,14400,11
"1782657351928680",NA,50000,24
"1794970940624460",NA,33000,5
"1794036695978130",NA,NA,NA
"1776167142228830",20000,NA,NA
"1819886037906150",NA,28000,1
"1783483686627520",NA,43500,18
"1782592364663810",NA,35880,5
"1782917424882040",39000,40000,6
"1888404796843130",NA,31000,5
"1776626309975250",NA,NA,2
"1788460157406210",NA,59660,18
"1788753500531160",NA,NA,NA
"1789078741990600",NA,33333,6
"1803247967074530",NA,34000,1
"1776541355574440",NA,32000,18
"1816870304312730",NA,NA,NA
"1767820850545880",NA,33500,25
"1789078846345770",NA,36000,4
"1988774844459960",NA,NA,NA
"1782455451807660",26000,27500,7
"1775874295172510",45000,42250,12
"1788692349445830",NA,NA,NA
"1768549879167250",32000,34500,36
"1789201429943170",NA,40000,27
"1776541210122180",38000,41000,28
"1788414814359190",33000,NA,NA
"1789245952283060",NA,NA,NA
"1783483939350040",NA,39000,18
"1775503115236440",NA,34702,0
"1782921219908730",NA,40000,17
"1776102424878110",NA,24000,14
"1798760132002820",32000,NA,NA
"1782850313432270",NA,38000,5
"1868325744690540",NA,61000,29
"1857545765513540",NA,36137,29
"1776912366079170",NA,NA,NA
"1889477630529810",NA,30000,18
"1789312659404240",NA,30000,5
"1782332204749330",NA,32500,7
"1783800339299580",NA,NA,NA
"1789412531155920",NA,NA,24
"1788522868796160",26000,33000,4
"1788523039543000",NA,NA,18
"1776621853639030",NA,31000,5
"1783164883455430",NA,NA,6
"1788522928111060",NA,40000,2
"1783488198582660",NA,40000,3
"1888404484035300",27000,27400,4
"1766825151490760",NA,23000,1
"1783116544067800",NA,34000,18
"1898618547629560",NA,23400,14
"1776091591635030",34000,40000,16
"1789412422555800",NA,60696,3
"1775569932483610",NA,95000,14
"1868325752705850",NA,NA,NA
"1789472288299210",22286,NA,NA
"1776242172673670",NA,NA,7
"1899265670234830",NA,31000,2
"1775956046429000",NA,36500,6
"1782332086092190",NA,NA,32
"1789365008353440",NA,37000,7
"1767189251505240",NA,42000,19
"1788742411254090",NA,26000,3
"1782327051767720",NA,49000,18
"1782714871390490",NA,42000,19
"1782921221813600",NA,34000,18
"1788410893486840",29000,40000,6
"1782336264587750",NA,NA,30
"1782340107568330",NA,22800,5
"1782921228983150",NA,29000,24
"1767472863462420",NA,20400,6
"1788692409172480",NA,43800,18
"1882297801061500",NA,NA,5
"1798487175823210",NA,40000,18
"1775335295742820",NA,44000,15
"1782336774782570",NA,NA,NA
"1789477439328400",NA,NA,NA
"1794775597442960",NA,NA,NA
"1769007709059690",NA,NA,15
"1782336190229570",NA,33280,8
"1768466560960410",NA,16800,15
"1782335932003810",NA,36000,15
"1798528980861790",NA,32000,19
"1788970928119790",31500,41500,14
"1767833324689620",NA,36000,20
"1788410839588190",40000,60000,12
"1794680960843710",NA,36000,6
"1768549874921600",NA,60000,20
"1767833412260590",NA,88500,38
"1788410950743910",NA,45000,16
"1783101041459560",NA,45000,17
"1776102217021450",NA,35000,7
"1793834692794590",NA,NA,NA
"1768382109384420",NA,NA,NA
"1810270661048860",NA,34000,31
"1775263816396710",NA,NA,18
"1810646142455800",NA,32006,7
"1889138750641930",NA,35500,8
"1802845972740320",35000,NA,NA
"1789357128908910",NA,36000,5
"1868316566701450",NA,33000,22
"1806661953120000",NA,41000,18
"1894585798284970",NA,NA,NA
"1768556234866690",NA,NA,NA
"1789139176706330",NA,NA,NA
"1783551661470470",NA,38000,16
"1788516818654960",NA,NA,NA
"1782332987613640",NA,NA,NA
"2083067306157760",NA,NA,NA
"1767472953470000",33000,38000,1
"1794190819221150",NA,NA,NA
"1783049864940510",NA,NA,NA
"1875713102128940",NA,31992,3
"1867911690863990",NA,33000,15
"1788520668242630",NA,30000,5
"1767472951669570",NA,37000,0
"1783551851748090",NA,NA,14
"1775426942739380",NA,52000,18
"1894680652132240",NA,37000,15
"30102999566398",NA,NA,NA
"1783045955881460",NA,35620,18
"1783164893041410",NA,35000,14
"1782650225991380",NA,35000,6
"1867641142480330",NA,33000,27
"1782714607622020",34500,44000,23
"1768549796148560",NA,NA,NA
"1883678675918150",NA,NA,NA
"1783800339299580",NA,31500,11
"1776102501602960",NA,40000,19
"1882331859661130",NA,38000,4
"1789078845865610",NA,30000,4
"1783483872013320",NA,31000,2
"1782332205420030",NA,34000,18
"1789751535733900",NA,NA,NA
"1875490711175230",NA,NA,NA
"1767189251615070",NA,38000,24
"1794332417128940",NA,26900,17
"1776621853639030",NA,26256,18
"1783679094525740",NA,20364,0
"1782921221813600",NA,40000,29
"1875264863971130",NA,33000,8
"1766817679604640",NA,36000,16
"1793834699802620",NA,NA,NA
"1783679160902800",NA,NA,NA
"1793838444568620",NA,29600,20
"1782336121852570",NA,NA,NA
"1788636361004640",20900,NA,NA
"1782336255547400",NA,37000,5
"1802929765219250",NA,NA,NA
"1883483938739290",32000,36700,20
"1788410789193360",28000,NA,NA
"1794484607320230",NA,42000,16
"1868542954030230",NA,25200,18
"1875874675172920",NA,38000,4
"1789583003245020",NA,31200,6
"1967772657459340",NA,NA,NA
"1757599424478080",34000,42000,0
"1875955534235540",NA,NA,6
"1882916932779660",NA,NA,NA
"1783483747630930",NA,NA,NA
"1783492894845730",NA,NA,NA
"1789022859354490",NA,36000,5
"1793990332182890",NA,48000,6
"1767827955884560",NA,NA,NA
"1875597509961050",NA,NA,NA
"1783101039537140",NA,37000,13
"1783551852318610",NA,42000,16
"1783101039574690",NA,36000,24
"1788412995836520",NA,43000,5
"1775503433566090",18600,23800,8
"1768183687743880",NA,NA,NA
"1788692414170340",36000,37000,2
"1767473044458750",NA,32000,3
"1788520668264870",NA,37000,64
"1783101112615370",NA,32500,0
"1789312769981880",NA,36500,16
"1876166559014830",35000,NA,NA
"1899261164658950",32000,32000,4
"1894332194288450",NA,30500,17
"1789078790542930",NA,32000,3
"1769008063805780",34000,43000,2
"1798885210343910",NA,NA,NA
"1789743839991670",NA,46000,17
"1776102424878110",30000,34000,8
"1789470186881510",NA,NA,NA
"1882331845956370",NA,28851,3
"1794635334218640",NA,34000,6
"1788754857093140",NA,30000,3
"1794680914700640",35200,NA,NA
"1776621549469460",31000,NA,NA
"1775417077999580",NA,NA,NA
"1776167064812550",NA,40000,2
"1789471850513730",NA,38000,18
"1788530340467290",NA,44000,17
"1783100980486340",NA,NA,NA
"1794332471066140",28000,34000,8
"1888462074344500",NA,28200,15
"1768989176927280",NA,NA,NA
"1794332565579100",28000,33000,4
"1867188646284860",NA,30000,17
"1776167061760460",NA,36000,1
"1882855136325960",NA,46000,15
"1782338016526480",NA,NA,NA
"1794332416683640",NA,NA,NA
"1794282911392610",NA,NA,NA
"1882921164844020",NA,NA,NA
"1789312834937740",NA,35000,14
"1783106098956790",NA,NA,NA
"1894332193454220",NA,NA,NA
"1882874459931870",NA,NA,NA
"1789086607195970",NA,33400,28
"1788410676370390",NA,26500,18
"1767833322084940",NA,45620,18
"1798760227709390",NA,40000,29
"1782455254024230",NA,31140,13
"1782390418773570",NA,NA,NA
"1783036913564170",NA,36000,7
"1789471841659060",NA,32000,14
"1788409475662410",NA,NA,NA
"1906657240786900",NA,40000,1
"1782910866773040",NA,NA,NA
"1783103600401140",33800,NA,11
"1988410468693410",NA,NA,NA
"1776242025600950",NA,31180,18
"1794680911303500",NA,45600,20
"1782921165310560",NA,38000,6
"1782327117638330",32000,NA,NA
"1888404796843130",NA,NA,4
"1782529474340130",NA,NA,NA
"1788516768288100",NA,NA,NA
"1789582890113650",NA,35000,17
"1783100970982130",NA,39000,28
"1789138902924160",NA,30000,7
"1793838299424030",NA,34000,17
"1768183505228300",NA,31000,14
"1882297605209260",NA,NA,NA
"1768009669304350",NA,NA,NA
"1776166979781670",NA,NA,NA
"1789139016135670",NA,37000,14
"1783551734409300",NA,31000,6
"1889582630343950",NA,NA,1
"1783551661470080",NA,25050,5
"1789312715006830",NA,63500,29
"1806657444524820",24000,16000,18
"1793840299363710",NA,29820,25
"1888692414711220",NA,NA,NA
"1758627194075820",NA,34500,15
"1783100972199480",NA,32000,25
"1767188220767320",NA,31005,5
"1788640424603910",NA,NA,NA
"1776091895895960",NA,30500,6
"1788752092801610",24012,NA,NA
"1775270642923870",NA,34695,6
"1899261178132260",NA,25740,0
"1789034153455870",NA,33000,12
"1798487221646170",NA,31781,5
"1888414432385930",NA,NA,NA
"1776106799883870",NA,35000,1
"1776102353371030",33000,30000,4
"1783483875189310",NA,NA,NA
"1767833324689620",NA,42000,29
"1783165012690460",24000,NA,NA
"1767190160340410",NA,42000,4
"1783165214972650",NA,NA,NA
"1794036588876180",NA,NA,NA
"1899261155690210",NA,31000,27
"1789139068559600",NA,NA,NA
"1794775599416140",38000,38500,14
"1767472964490090",NA,NA,NA
"1776106806689780",NA,40500,4
"1783101174761720",NA,11400,16
"1775956121915440",24000,29500,3
"1782333711561350",NA,51310,7
"1882920801202420",NA,NA,NA
"1789083315570470",NA,39900,1
"1783049799429120",NA,31800,5
"1798751286695650",NA,24017,5
"1788522928111060",NA,40000,14
"1788410950743910",NA,45000,28
"1768549695730200",NA,NA,NA
"1782921221170640",NA,33300,0
"1788692293100110",NA,36000,2
"1789022972869620",33200,40500,5
"1782327184883430",NA,33000,15
"1798487137572260",NA,NA,NA
"1788410899702870",25000,NA,NA
"1782336190229570",NA,34580,19
"1782714740085990",NA,32400,30
"1798487267951360",NA,30000,18
"1783429015191570",NA,34000,2
"1789471795170850",NA,NA,NA
"1893989900675130",NA,37000,29
"1810746057914990",35000,42000,5
"1776844335602450",37500,NA,NA
"1789246007837330",NA,NA,NA
"1788414696486980",NA,NA,1
"1882327051767680",NA,33442,29
"1883100619939750",NA,45000,8
"1889477439328400",NA,NA,NA
"1776167060979250",NA,NA,NA
"1775335295742820",NA,52000,26
"1875264848686010",NA,34800,12
"1789022851620510",NA,25080,2
"1798760177186810",NA,NA,NA
"1882522578241470",NA,NA,NA
"1782338086315260",NA,36000,6
"1783100906791020",NA,32932,16
"1783100914527510",NA,NA,NA
"1858522590312930",NA,43752,30
"1789582999876920",24000,39000,11
"1789078846903850",NA,42000,3
"1788581262220530",NA,43000,27
"1794681503344440",28000,39000,25
"1788640430211650",NA,29000,30
"1793786767761630",NA,33000,5
"1794190861380290",NA,36500,26
"1788523097808340",NA,40000,17
"1775874372476520",NA,45000,18
"1768549691376130",NA,NA,NA
"1782327060256290",NA,41000,30
"1794041578267320",NA,36500,16
"1788692409172480",NA,45000,28
"1875368398704990",NA,NA,NA
"1889312886573050",NA,NA,NA
"1789196580224290",NA,29664,25
"1783492764620720",32955,37050,2
"1776102425630910",NA,40000,7
"1783551660836590",22092,24000,5
"1793739986286080",24600,36000,18
"1882874485832450",NA,35000,7
"1798487266197670",NA,36000,18
"1794828417351500",NA,32000,1
"1776541355574440",NA,34000,28
"1783297989035980",NA,NA,6
"1775955957977140",NA,27000,7
"1789638170068160",30000,NA,NA
"1788742411254090",NA,32000,14
"1766816763108060",35000,NA,NA
"1883100972924090",NA,32000,15
"1882333144986470",19275,NA,NA
"1888921834788190",NA,33600,24
"1882325974805300",NA,42000,16
"1757709965251920",NA,NA,NA
"1783483814255390",14400,32500,26
"1793993226818980",16800,85000,6
"1788460042978250",18000,27000,26
"1889139013381690",28800,NA,NA
"1882462128942360",20846,32428,16
"1783173906162870",21000,32000,1
"1783429202826920",21000,45000,5
"1982421156842270",21000,NA,NA
"1783101103624550",25200,26100,16
"1782340107568330",24000,NA,NA
"1783429203462650",29000,37000,6
"1888993547043190",28000,33000,5
"1788913234316040",27000,39000,6
"1888410462519720",28000,NA,NA
"1788410904806730",24500,30000,7
"1789033924803500",25000,25800,1
"1789416415933530",25000,45000,12
"1783101100968040",27600,26400,1
"1783101174120860",27976,NA,NA
"1799420084850990",26400,32500,10
"1789245962819270",26400,NA,NA
"1783100981858320",26500,11100,5
"1775637568774260",27500,28000,1
"1788522868796160",28000,32400,16
"1894628095793630",31000,40000,19
"1789083376957100",31000,40000,5
"1767827866609260",30000,40000,1
"1782335988119430",28000,NA,NA
"1789312826028090",33000,NA,NA
"1789471732111400",28000,NA,NA
"1789139061933560",28205,32404,21
"1776107021330320",29000,38000,3
"1782332142100360",29000,NA,NA
"1776615819557700",29000,NA,NA
"1775257595835560",29232,10993,14
"1975976736882070",29726,31070,22
"1788640939020030",30000,31300,10
"1782592418482250",30000,30000,NA
"1789139007748540",30000,32400,1
"1894779231609140",30000,NA,NA
"1783100908156800",31000,NA,NA
"1883100612690690",32000,NA,NA
"1776615670694490",30000,NA,NA
"1789578472568690",32000,36400,8
"1782921156842660",31000,31000,21
"1768183421253110",31000,43000,5
"1783164883493580",31000,NA,NA
"1788692359007600",31000,NA,NA
"1776167142926850",31000,NA,1
"1782529613883350",31500,42000,1
"1775485178515470",32500,49000,10
"1789412589389270",32000,35100,13
"1993784667149160",32000,34000,6
"1794775651335950",33000,36000,14
"1793841853377000",32000,35500,13
"1888769147945140",34600,36000,1
"1783298107756990",38000,46000,8
"1767188974163000",32000,NA,NA
"1798887043449080",32000,NA,NA
"1782327052505070",32000,NA,NA
"1794332473559360",36000,NA,NA
"1788753613143020",35000,36000,2
"1776621772643770",32450,NA,NA
"1777070378739680",32500,40000,6
"1782910863618510",32500,NA,NA
"1777070239467270",33000,NA,2
"1767833604358820",34500,NA,NA
"1798760311261250",33000,NA,NA
"1882714377674040",34250,40000,16
"1789248290449950",36500,39500,18
"1768183587449460",34800,NA,NA
"1789078845339570",45000,34500,6
"1782921357689910",35000,34000,5
"1794779518157410",40000,35000,12
"1788523039018810",37000,44000,10
"1889138784326700",35000,NA,NA
"1775413930916400",36000,41000,6
"1776019537503010",36000,40000,8
"1889477070705420",42000,40000,5
"1882874480356570",36000,45000,2
"1768183597444170",36000,44000,17
"1889086295247200",38000,NA,NA
"1776106871435680",38500,39500,2
"1788692292520650",37000,NA,NA
"1776695367281500",38000,38000,4
"1876703080525810",38000,96000,1
"1775413928705090",39000,NA,NA
"1788414752593730",39400,42700,3
"1766817026164020",40000,39000,7
"1789139063016260",40000,48500,7
"1798575275795750",43000,48000,12
"1782332269386920",60000,50000,3
"1882916933541120",NA,36000,6
"1788460091672310",NA,40000,1
"1788520719234030",NA,42000,1
"1775940934139300",NA,NA,12
"1768466560960410",NA,17000,26
"1788753500531160",NA,22950,11
"1968316584194070",NA,26688,18
"1788516594039430",NA,21024,5
"1788410846393300",NA,21600,3
"1782328943040360",NA,22200,2
"1782333639900130",NA,25600,5
"1889078511389260",NA,24000,16
"1789198696637920",NA,24600,3
"1794628360740710",NA,26300,6
"1788516762629580",NA,24600,5
"1788753778509120",NA,26606,12
"1788577873211720",NA,25000,21
"1782464491724120",NA,25000,1
"1899261173133000",NA,25154,20
"1794779467201750",NA,25200,9
"1882421169245270",NA,28000,5
"1856803862955290",NA,25800,18
"1788636474868090",NA,25896,5
"1759195102887890",NA,30000,5
"1882454961231850",NA,30000,30
"1793840354015260",NA,26400,1
"1888486991617230",NA,29600,29
"1789078960272400",NA,26400,4
"1782336060429990",NA,31000,16
"1798760225448130",NA,34000,30
"1875270214196200",NA,27000,5
"1789245952283060",NA,30420,4
"1776166991066590",NA,30000,30
