Genre,Identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,nature_contrat,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,statut_entreprise,nb_salarie_entrprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,secteur_intervention,emploi_lie_energie_renouvelable,salaire_brut_sans_prime,prime,salaire_brut_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Homme,1783165143274690,Oui,,2020.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,19.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,,,Informatique industrielle et technique ,Ingénieur concepteur développeur,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,35600.0,Oui,35900.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,stage de fin d'études|Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,3.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Difficulté pour le stage de fin d'études,5.0,NON,NON,Oui
Femme,1776391941006830,Oui,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,7.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,BPCE,Marketing,Chef de projet études et pilotages,Oui,Activités financières et d'assurance,Activités financières et d'assurance,,34000.0,Oui,36000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,"stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
Homme,1793746565145920,Oui,,2021.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,,,Secteur privé, Moins de 10 salarié(e)s ,,,,,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Production et distribution d'eau assainissement, gestion des déchets et dépollution",,27000.0,Oui,27000.0,,,,,,,,,stage de fin d'études,stage de fin d'études,,,,,3.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Homme,1767190347040890,Oui,,2021.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Guyane,,6.0,0.0,Secteur privé, Moins de 10 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur Eau et Environnement,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,33000.0,Non,33000.0,NON,OUI,OUI,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études,La politique globale de relations humaines dans l'entreprise ,oui,oui,5.0,5.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1783492828241480,Oui,,2019.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En recherche emploi,Non,0.0,Non,"Difficulté à mettre en valeur mes compétences|Comme expliqué pas encore sans emploi mais en arrêt maladie et mon employeur ne veut plus poursuivre le contrat, mauvaises conditions de travail donc moi non plus",,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,6 mois ou plus,Salarié(e) du secteur privé (y compris structure associative),"CTT (contrat de travail temporaire, mission d'intérim)",Fin de contrat ou fin de mission,Technicien microbio ,En France,Hauts-de-France,Vabel laboratoire ,De 50 à 249 salarié(e)s ,Oui,Industrie chimique,4.0,Non,Non,Site Internet spécialisé dans l'emploi (dont APEC),Autre,15000.0,Non,15000.0,1.0,Moins d'offres d'emploi,4.0,,,Oui
Homme,1799416697934880,Oui,,2021.0,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En recherche emploi,Oui,3.0,Oui,Mobilité géographique difficile,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui
Femme,1783173906162870,Oui,,2020.0,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Nouvelle-Aquitaine,,14.0,1.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Egis,Etudes - Conseil et expertise (autre qu'informatique),Chargée d'études en hydraulique,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Administration d'État, Collectivités territoriales, Hospitalière",,31000.0,Oui,34000.0,NON,NON,NON,OUI,Non,Quotidiennement,Jamais,,Candidature spontannée,"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée|Démarché(e) par un 'chasseur de têtes'",Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),Rupture période d'essai ,Ingénieure hydraulicienne,En France,Occitanie,Citéo Ingénierie , Moins de 10 salarié(e)s ,Non,"Sociétés de conseil, bureaux d'études",2.0,Oui,Non,Candidature spontanée (hors candidature via un site Internet),L'intérêt du travail en lui-même,25000.0,Non,25000.0,0.0,Recours au télétravail|Moins d'offres d'emploi,5.0,,,Oui
Homme,1783164893041410,Oui,,2019.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur R&D technologie et support à la production,En France,Provence-Alpes-Côte d'Azur,Eurodia ,De 50 à 249 salarié(e)s ,Non,Industrie chimique,15.0,Oui,Non,Sites Internet d'entreprises,Le lieu géographique ,31500.0,Non,31500.0,2.0,Mobilité géographique compliquée|Changement de projet professionnel,3.0,,,Oui
Homme,1868183009217370,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,6.0,3.0,Secteur privé,De 10 à 19 salarié(e)s ,Non,,Informatique industrielle et technique ,Développeur Fullstack,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Transports (Services),,36000.0,Non,36000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,Site Internet spécialisé dans l'emploi (dont APEC),"stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Relations personnelles",La politique de responsabilité sociétale de l'entreprise (RSE),oui,oui,4.0,4.0,4.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,Oui
Homme,1767473052660650,Oui,,2020.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,14.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Septeo,Etudes et développement en systèmes d'information ,Developeur,Oui,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",,34000.0,Oui,38000.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,,stage de fin d'études,Forums/conférences au sein de l' école|stage de fin d'études|Candidature spontannée,Le contenu de la mission / poste proposé,oui,oui,3.0,3.0,5.0,2.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,OUI,NON,Oui
Homme,1783679029956290,Oui,,2019.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),"Démission, sans autre proposition de contrat",Ingénieur chargé d'affaires assistance à maitrise d'ouvrage ,En France,Normandie,Syndicat Interdépartemental de l'eau Seine Aval,De 10 à 19 salarié(e)s ,Non,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",29.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,26300.0,Non,26300.0,3.0,Recours au télétravail,1.0,,,Non
Homme,1782336190254930,,,2021.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,,,,,Secteur privé,5 000 salarié(e)s ou plus,,,,,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,,,,,,,,,,,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homme,1789034148978410,Oui,,2019.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Centre-Val de Loire,,32.0,1.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,Sopra steria group,"Réseaux, intranet, internet, télécommunications ",Chef de projet / développeur ,Oui,Télécommunications,Télécommunications,,33480.0,Oui,36500.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,stage de fin d'études|Site Internet spécialisé dans l'emploi (dont APEC),Les perspectives de carrière dans cette entreprise,oui,non,5.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Femme,1782332987613640,Oui,,2020.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,,,,,Secteur privé,De 50 à 249 salarié(e)s ,,,Production - Exploitation ,Responsable d'équipe production,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,,,,OUI,NON,OUI,OUI,,,,6 mois ou plus,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée|Démarché(e) par un 'chasseur de têtes',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homme,1888692414711220,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,9.0,En France,Pays de la Loire,,5.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,MANE,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Technicien Qualité,Non,Industrie chimique,Industrie agroalimentaire ,,24780.0,Non,24780.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Candidature spontannée,Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée|Relations personnelles,Les perspectives de carrière dans cette entreprise,oui,oui,4.0,5.0,5.0,3.0,,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1794332615589610,Non,Marocaine,2020.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Grand Est,,14.0,3.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,Secteur Cognitif (Intelligence Artificielle),,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",,,,,,,,,,Quotidiennement,Souvent (plusieurs heures par semaine),,Candidature spontannée,"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée|Relations personnelles",Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,4.0,2.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité|Mobilité géographique compliquée|Annulation d'embauche|Moins de propositions de recrutement|Prétention salariale revue,4.0,OUI,,Oui
Homme,1789139068559600,Oui,,2019.0,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse / PhD,,,,,,Contrat à durée indéterminée (CDI),,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1783298107756990,Oui,,2019.0,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,16.0,1.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,Production - Exploitation ,Ingénieur process,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,42000.0,Non,42000.0,NON,NON,OUI,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,5.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1767638238509350,Oui,,2020.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Bretagne,,16.0,3.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Orange,Informatique industrielle et technique ,Ingénieur développement et production,Oui,Télécommunications,Industrie des technologies de l'Information et de la Communication (TIC),,34500.0,Oui,36000.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,,stage de fin d'études,stage de fin d'études|Relations personnelles,Le lieu géographique ,oui,oui,4.0,4.0,4.0,3.0,3.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,Oui
Femme,1783492764620720,Oui,,2020.0,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,12.0,0.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Saur france,Production - Exploitation ,Chef de secteur AEP,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution","Production et distribution d'eau assainissement, gestion des déchets et dépollution",,35400.0,Oui,38720.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Relations personnelles,La notoriété de l'entreprise ,oui,oui,4.0,4.0,5.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1868549207620240,Oui,,2021.0,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,1.0,En France,Grand Est,,7.0,1.0,Association / ONG,De 20 à 49 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur chargé de projet,Oui,Recherche-développement scientifique,Recherche-développement scientifique,,,Non,,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études|Sites Internet d'entreprises,Le secteur d'activité de l'entreprise,oui,oui,4.0,3.0,5.0,2.0,3.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi,4.0,,,Oui
Homme,1876019048010090,Oui,,2019.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,37.0,3.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,Consulting,Ingénieur Consultant,Oui,Activités financières et d'assurance,Activités financières et d'assurance,,38000.0,Oui,46000.0,OUI,NON,OUI,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,3.0,4.0,5.0,2.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1782650222754220,Oui,,2020.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,24.0,3.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,Exploitation / maintenance informatique ,Ingénieur projet,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,45500.0,Oui,48000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Quotidiennement,,stage de fin d'études,stage de fin d'études|Relations personnelles,Le contenu de la mission / poste proposé,oui,non,4.0,3.0,5.0,3.0,5.0,1.0,Oui,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée,4.0,,,Oui
Homme,1788410899702870,Oui,,2019.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En recherche emploi,Non,15.0,Oui,Manque d'expérience professionnelle|Marché de l'emploi inadapté aux valeurs,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur en calcul scientifique,En France,Occitanie,Inrae,,,"Agriculture, sylviculture et pêche ",15.0,Non,Non,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,25000.0,Non,25000.0,2.0,,4.0,,,Oui
