Genre,Identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,Nature de votre contrat de travail?,Sujet de votre Thèse / PhD,R&eacutegion de localisation du laboratoire,Votre r&eacutemun&eacuteration brute annuelle (hors primes et 13&egraveme mois)?,Votre r&eacutemun&eacuteration brute annuelle AVEC primes et 13&egraveme mois,Montant brut annuel HORS PRIME de l allocation que vous percevez<br />,post_actuel,R&eacutegion de localisation de la future entreprise,autre_activite,statut_emploi,Non salarié(s) merci de préciser :,nature_contrat,duree_CDD,localisation_emploi,Dans quelle r&eacutegion?,pays_localisation,mois_emploi_occupe,jours_télétravail,quel est le statut de votre employeur / entreprise?,Quelle est la raison sociale de votre employeur / votre entreprise,Nombre de salarié(e)s de votre employeur / entreprise,entreprise_groupe,groupe,Votre employeur / Votre entreprise est une ESN (Entreprise de Services du Numérique) - anciennement SSII?,Votre employeur / Votre entreprise est une société de conseil ou d ingénierie un bureau d études indépendant ?,Votre employeur / Votre entreprise est une société d intérim pour laquelle vous exercez une mission ?,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,Quel est le secteur dans lequel vous intervenez principalement?,emploi_lie_energie_renouvelable,Les enjeux de la RSE - Responsabilité Sociétale des Entreprises - font partie de votre mission,Votre diplôme vous a permis d'acquérir les compétences demandées par votre employeur en matière de transformations environnementales?,Les enjeux de la transition écologique font partie des préoccupations de votre employeur / votre entreprise,Quel est votre salaire BRUT ANNUEL HORS PRIMES et HORS 13&egraveme mois ?,prime,Quel est votre salaire brut ANNUEL AVEC PRIMES et/ou 13&egraveme mois ?,Responsabilités exercées - Vous avez des personnes sous votre responsabilité hiérarchique ?,Responsabilités exercées - Vous avez la responsabilité d un budget ?,Responsabilités exercées - Vous avez la responsabilité fonctionnelle  d une équipe ?,Responsabilités exercées -  Vous avez la responsabilité d un projet ?,international,Utilisez-vous fréquemment les langues suivantes dans votre travail ? - Français,Utilisez-vous fréquemment les langues suivantes dans votre travail ? - Anglais,Utilisez-vous fréquemment les langues suivantes dans votre travail ? - Allemand,Utilisez-vous fréquemment les langues suivantes dans votre travail ? - Espagnol,Utilisez-vous fréquemment les langues suivantes dans votre travail ? - Chinois,Utilisez-vous fréquemment les langues suivantes dans votre travail ? - Autre langue,temps_trouve_emploi,moyen_trouver_emploi,Quels ont été les moyens principaux utilisés pour chercher votre emploi actuel?,critere_choix_emploi,Estimez-vous que votre emploi correspond - A votre niveau de qualification ?,Estimez-vous que votre emploi correspond - Au secteur disciplinaire de votre formation ?,satisfaction_emploi,Comment jugeriez-vous les aspects suivants de votre emploi ? - Vos conditions de travail,Comment jugeriez-vous les aspects suivants de votre emploi ? - Vos relations avec vos collègues,Comment jugeriez-vous les aspects suivants de votre emploi ? - Votre niveau de rémunération,Comment jugeriez-vous les aspects suivants de votre emploi ? - Votre niveau d autonomie et de responsabilité,Comment jugeriez-vous les aspects suivants de votre emploi ? - La localisation géographique de votre emploi,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - La réputation de la filière de formation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - La formation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - La réputation de l école/réseau Polytech,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Réseau des anciens (Polytech connect),Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Stage de 4ème année,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Stage de 5ème année /Contrat de professionnalisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Vos compétences linguistiques,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Vos expériences à l étranger ,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Vos expériences à l école (BDE GEPI startup we..),Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Votre expérience professionnelle (essentiellement s il ne s agit pas du 1er poste),Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? - Vos engagements dans des associations et/ou projets ,recherche_nouvel_emploi,raisons_recherche_emploi,Quelle &eacutetait votre situation pour cette 1&egravere activit&eacute qui a fait suite &agrave la sortie de Polytech ?,Concours préparé(s).1,Pays ou territoire du volontariat.1,Montant brut annuelle HORS primes de l allocation per&ccedilue?,Montant brut annuelle AVEC primes de l allocation per&ccedilue?,Nom et coordonnées de l entreprise partenaire.1,Le laboratoire est-il localisé?.1,R&eacutegion de localisation du laboratoire.1,Pays de localisation du laboratoire?.1,Votre r&eacutemun&eacuteration brute annuelle (hors primes et hors 13&egraveme mois)?,Votre r&eacutemun&eacuteration brute annuelle AVEC primes et/ou 13&egraveme mois?,Lequel ou lesquels?.1,Le site web s il existe?.1,Combien de mois avez-vous mis pour trouver votre premier emploi depuis l obtention de votre dipl&ocircme ?,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,Votre 1er emploi se trouvait-il ?,Dans quelle r&eacutegion?.1,nom_entreprise_premier_emploi,Adresse ( numero rue avenue..)de l entreprise.1,Code postal de l entreprise.1,Commune de l entreprise.1,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?.1,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,Quel &eacutetait votre r&eacutemun&eacuteration brute annuelle (HORS PRIMES et 13&egraveme mois) ?,prime_premier_emploi,Quel &eacutetait votre r&eacutemun&eacuteration brut AVEC PRIMES et 13&egraveme mois?,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - La réputation du département,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - La formation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - La réputation de l école/réseau Polytech,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - Réseau des anciens (Polytech Connect),Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - Stage de 4ème année,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - Stage de 5ème année/Contrat de professionnalisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - Vos compétences linguistiques,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - Vos experiences à l étranger ,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? - Vos experiences à l école (BDE GEPI startup we..),satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Femme,1783483938740120,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,0.0,Secteur privé,Europe des Pains,De 50 à 249 salarié(e)s ,Non,,Non,Non,Non,Production - Exploitation ,Responsable Ordonnancement et flux,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,Non,Oui,Non,31200.0,Non,31200.0,OUI,NON,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Jamais,Très rarement,Jamais,,Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le lieu géographique ,oui,oui,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1793834946036290,Oui,,2020,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Oui,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Bretagne,,8.0,0.0,Secteur privé,Biscuit Panier (Groupe Biscuit international),De 50 à 249 salarié(e)s ,Oui,Biscuit International,Non,Non,Non,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Assistante chef de projet R&D ,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,Non,Oui,Non,30456.0,Oui,33000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Jamais,Jamais,Jamais,Jamais,,"Réseau social professionnel (viadéo, Linkedln)","Plateforme emploi de l'école (Poly+)|stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Candidature spontannée",Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,,,5.0,,4.0,5.0,5.0,5.0,Non,,activité professionnelle,,,,,,,,,,,,,De 2 à moins de 3 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),"Démission, vous aviez une autre proposition de contrat",Coordinatrice technique de production ,En France,Occitanie,Nestle Waters - Perrier,"Source Perrier, Les Bouillens",30310,Vergèze,5 000 salarié(e)s ou plus,Oui,Nestle ,Industrie agroalimentaire ,7.0,Non,Non,Relations personnelles,La notoriété de l'entreprise ,30456.0,Oui,32000.0,5.0,5.0,5.0,5.0,2.0,2.0,,,2.0,3.0,,5.0,,,Oui
Femme,1857534014208740,Oui,,2020,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,12.0,0.0,Secteur privé,PASTACORP TRAITEUR,De 50 à 249 salarié(e)s ,Oui,PASTACORP,Non,Non,Non,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieure R&D,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,Non,Non,Non,32000.0,Oui,35000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Jamais,Jamais,Jamais,Jamais,,stage de fin d'études,Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée,L'absence d'alternative,oui,oui,3.0,2.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1757599076417900,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,11.0,0.0,Secteur privé,SAS,De 10 à 19 salarié(e)s ,Oui,Groupe GIELLY,Non,Non,Non,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Assistante qualité et commerce ,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,Non,Oui,Oui,,,,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Souvent (plusieurs heures par semaine),,,,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,3.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1875570063107940,Oui,,2020,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Oui,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,5.0,4.0,Secteur privé,Cémoi - Dipa ,250 à  4 999 salarié(e)s ,Oui,Sweet Products,Non,Non,Non,Marketing,Assistante Chef de Produits,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,Non,Oui,Oui,31200.0,Oui,33800.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Très rarement,Souvent (plusieurs heures par semaine),Jamais,Jamais,,stage de fin d'études,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,2.0,1.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,,Oui
Femme,1793840404062510,Oui,,2020,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Oui,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Bretagne,,1.0,3.0,Secteur privé,Lactalis Nutrition Santé,De 50 à 249 salarié(e)s ,Oui,Groupe Lactalis,Non,Non,Non,Marketing,Chef de produit,Oui,Santé humaine et action sociale,Santé humaine et action sociale,,Non,Non,Non,30540.0,Oui,36000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,Jamais,Jamais,Jamais,,,stage de fin d'études,"stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises",L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,,1.0,5.0,5.0,5.0,5.0,3.0,3.0,Non,,activité professionnelle,,,,,,,,,,,,,De 5 à moins de 6 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Pas de départ : évolution de CDD à CDI,Assistante marketing,En France,Bretagne,Lactalis Nutrition Santé,Parc d'activités de Torcé - Secteur Est,35370,Torcé,De 50 à 249 salarié(e)s ,Oui,Groupe Lactalis,Santé humaine et action sociale,12.0,Non,Non,Stage de fin d'études,Autre,26400.0,Non,26400.0,,4.0,,,3.0,5.0,5.0,5.0,4.0,2.0,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi,5.0,,,Oui
Homme,1782588592603190,Oui,,2019,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,28.0,0.0,Secteur privé,COLLOME FRERES,De 20 à 49 salarié(e)s ,Non,,Non,Non,Non,Etudes - Conseil et expertise (autre qu'informatique),Expert d'assuré,Oui,Activités financières et d'assurance,Autres secteurs ,,Non,Non,Non,55000.0,Non,55000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Jamais,Très rarement,Jamais,Jamais,Emploi trouvé avant l'obtention de votre diplôme,Démarché(e) par un 'chasseur de têtes',Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,non,5.0,5.0,5.0,5.0,5.0,2.0,,5.0,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Mobilité géographique compliquée,3.0,,,Oui
Homme,1888462074344500,Oui,,2019,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Nouvelle-Aquitaine,,26.0,0.0,Secteur privé,ALTEN SUD OUEST,250 à  4 999 salarié(e)s ,Oui,Alten,Non,Oui,Non,Production - Exploitation ,Ingénieur d'applications,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,Non,Oui,Non,29280.0,Oui,29570.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Jamais,Jamais,Jamais,Jamais,,Démarché(e) par un 'chasseur de têtes',"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée|Démarché(e) par un 'chasseur de têtes'",L'absence d'alternative,oui,oui,3.0,4.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Femme,1782338216762190,Oui,,2020,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Non,Non salarié(e) / Indépendant(e),Micro / Auto-entrepreneur,,,En France,Provence-Alpes-Côte d'Azur,,30.0,0.0,Secteur privé,Micro-entreprise Aurore Sarrazin,Aucun salarié(e),Non,,Non,Non,Non,Je suis à mon compte je fais tout toute seule,Non concernée,Non,Commerce,Commerce,,Non,Non,Non,106800.0,Non,106800.0,NON,OUI,NON,OUI,Non,Quotidiennement,Quotidiennement,Jamais,Jamais,Jamais,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,J'ai créé / repris une entreprise,J'ai créé / repris une entreprise,J'ai créé / repris mon entreprise,non,non,5.0,3.0,,3.0,5.0,5.0,,5.0,,,5.0,5.0,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chômage partiel / Réduction d'activité|Mobilité géographique compliquée|annulation de salons pros,,,,Oui
Homme,1783298052833520,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Oui,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,0.0,Secteur privé,Grand groupe,250 à  4 999 salarié(e)s ,Oui,Nestle,Non,Non,Non,Production - Exploitation ,Pilote de ligne,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,Oui,Non,Oui,32000.0,Oui,40000.0,OUI,,OUI,NON,Oui,Quotidiennement,Très rarement,Très rarement,Très rarement,Très rarement,Très rarement,,stage de fin d'études,stage de fin d'études,Le lieu géographique ,non,oui,3.0,3.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,Non,,activité professionnelle,,,,,,,,,,,,,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),Fin de contrat ou fin de mission,Pilote de ligne,En France,Hauts-de-France,Nestle boué,,,,,Oui,Nestle,Industrie agroalimentaire ,9.0,Non,,Candidature spontanée (hors candidature via un site Internet),L'adéquation avec un projet professionnel ,,Non,,,,,4.0,,,,,,,,4.0,,,Oui
Femme,1776091895895960,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,19.0,1.0,Secteur privé,Union des Distilleries de la Méditerranée ,De 50 à 249 salarié(e)s ,Oui,UDM,Non,Non,Non,"Méthodes, contrôle de production, maintenance",Ingénieur Méthodes,Non,Autres secteurs ,Autres secteurs ,,Oui,Non,Oui,28300.0,Oui,31650.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Jamais,Jamais,Jamais,Jamais,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1889471542205030,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,5.0,Secteur privé,SA,De 50 à 249 salarié(e)s ,Oui,Capgemini,Oui,Non,Non,Etudes et développement en systèmes d'information ,Software Engineer,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,Oui,Oui,Oui,35000.0,Non,35000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Jamais,Jamais,Jamais,Jamais,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,Oui,Mobilité géographique / meilleur salaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,OUI,
Homme,1768183496273810,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Hauts-de-France,,16.0,5.0,Secteur privé,Sencrop,De 50 à 249 salarié(e)s ,Non,,Non,Non,Non,Informatique industrielle et technique ,Data Engineer/Scientist,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,Non,Oui,Oui,32000.0,Non,32000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Jamais,Jamais,Jamais,Jamais,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,NON,Oui
Femme,1789245952283060,Oui,,2019,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Normandie,,16.0,0.0,Secteur privé,Traiteur de la Touques,De 50 à 249 salarié(e)s ,Oui,Agromousquetaires,Non,Non,Non,"Méthodes, contrôle de production, maintenance",Responsable amélioration continue,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,Oui,Oui,Oui,27000.0,Oui,29000.0,NON,OUI,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Jamais,Jamais,Jamais,Jamais,,"Réseau social professionnel (viadéo, Linkedln)",Plateforme emploi de l'école (Poly+)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,4.0,4.0,5.0,0.0,,0.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1783429203552210,Oui,,2019,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,17.0,0.0,Secteur privé,SAS,250 à  4 999 salarié(e)s ,Oui,,Non,Non,Non,Amélioration continue,Ingénieure amélioration continue,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,Non,Non,,,Oui,,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Jamais,Très rarement,Jamais,Jamais,,Site Internet spécialisé dans l'emploi (dont APEC),"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée",Le lieu géographique ,oui,oui,5.0,5.0,5.0,2.0,4.0,5.0,,,,,,5.0,,,,5.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chômage partiel / Réduction d'activité|Impact positif, la production a été augmentée avec le COVID donc ouverture du poste d'ingénieur amélioration continue pour augmenter la cadence",4.0,,,Oui
Homme,1783551661470470,Oui,,2019,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,,,,,,,Oui,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,6.0,0.0,Secteur privé,Pellenc ST,De 50 à 249 salarié(e)s ,Non,,Non,Non,Non,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur d'études mécanique,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",,Non,Non,Oui,38053.0,Oui,41200.0,OUI,OUI,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,,,,,Relations personnelles,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,,,,,4.0,5.0,,,,5.0,,Non,,activité professionnelle,,,,,,,,,,,,,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),"Démission, vous aviez une autre proposition de contrat",Ingénieur conception mécanique,En France,Provence-Alpes-Côte d'Azur,AMETRA,9 avenue des ribas,13770,Venelles,250 à  4 999 salarié(e)s ,Oui,AMETRAGROUP,"Sociétés de conseil, bureaux d'études",24.0,Oui,Non,Démarché(e) par un 'chasseur de têtes',L'intérêt du travail en lui-même,33000.0,Oui,38000.0,5.0,5.0,,,5.0,5.0,3.0,,,2.0,,4.0,,,Oui
Homme,1882522578241470,Non,Brésilienne,2020,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,,,,,,,Non,Salarié(e),,CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,8.0,5.0,Secteur privé,HCUBE CONSEIL,De 50 à 249 salarié(e)s ,Oui,ReelIT,Oui,Oui,Non,Etudes et développement en systèmes d'information ,Développeur fullstack junior,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie pharmaceutique,,Non,Oui,Oui,30000.0,Oui,32000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,,,,,Candidature spontannée,"Réseau social professionnel (viadéo, Linkedln)",Le lieu géographique ,oui,oui,4.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moins de propositions de recrutement|Moins d'offres d'emploi,5.0,OUI,NON,Oui
