Date,sexe,identifiant,date_diplome,filiere,nationalite_francaise,nationalite,remuneration_annuelle_brute,prime,remuneration_prime,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi
28/01/2023 10:20,Femme,1782596900798490.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,40000.0,Oui,45000.0,,Oui,
28/01/2023 02:19,Femme,1782333712239640.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,30000.0,Oui,30000.0,,,
27/01/2023 23:54,Homme,1789078855917810.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
27/01/2023 21:38,Femme,1783101042010010.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,30000.0,Oui,32500.0,,,
27/01/2023 20:37,Femme,1776615757693250.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,37050.0,Oui,46000.0,37050.0,Oui,45000.0
27/01/2023 20:04,Femme,1893834511009910.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,31500.0,Oui,34000.0,30000.0,Oui,34000.0
27/01/2023 19:28,Homme,1798760221846800.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,34000.0,Oui,35000.0,,,
27/01/2023 17:40,Homme,1798623353301810.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
27/01/2023 16:18,Femme,1788516818073160.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,,Non,,,,
27/01/2023 15:45,Femme,1783101040779280.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,35160.0,Oui,35160.0,,,
27/01/2023 15:29,Homme,1776551931058330.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,34500.0,Oui,36000.0,,,
05/02/2023 17:38,Homme,1776615753228320.0,2020,Matériaux (MAT),Oui,,39000.0,Oui,43000.0,,Non,
27/01/2023 13:56,Femme,1788753565237490.0,2022,Sciences et Technologies de l'Eau (STE),Non,Chinoise,30000.0,Oui,30000.0,,,
27/01/2023 13:44,Femme,1789248177506590.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,33500.0,Non,33500.0,,,
27/01/2023 13:42,Homme,1794779518200490.0,2022,Matériaux (MAT),Oui,,36000.0,Oui,36000.0,,,
27/01/2023 13:41,Homme,1783486283449130.0,2021,Sciences et Technologies de l'Eau (STE),Non,Péruvienne,,,,33000.0,Non,33000.0
27/01/2023 13:34,Femme,1767638238509350.0,2020,Informatique et Gestion (IG),Oui,,35400.0,Oui,37000.0,,,
27/01/2023 13:28,Homme,1782327180969030.0,2021,Informatique et Gestion (IG),Oui,,33450.0,Non,33450.0,,,
27/01/2023 12:34,Femme,1776615819557690.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,37000.0,Oui,37000.0,,,
27/01/2023 12:33,Femme,1857534025890080.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,28000.0,Oui,28000.0,,,
27/01/2023 11:56,Femme,1782332336322280.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,32000.0,Non,32000.0,,,
27/01/2023 11:54,Homme,1794828417351500.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,32900.0,Oui,35600.0,,,
27/01/2023 11:37,Homme,1875418863328880.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,32500.0,Oui,35000.0,36350.0,Oui,40000.0
27/01/2023 11:28,Homme,1789471786392760.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,30000.0,Oui,30000.0,,,
27/01/2023 11:22,Femme,1776091895895960.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,35000.0,Oui,38500.0,,,
27/01/2023 11:19,Homme,1793746565145920.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,27500.0,Oui,30000.0,,,
27/01/2023 11:16,Femme,1767189426339600.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,25200.0,Non,25200.0,,,
27/01/2023 10:42,Femme,1775637345072930.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
27/01/2023 10:10,Homme,1794680918647610.0,2022,Matériaux (MAT),Oui,,28800.0,Oui,30000.0,,,
27/01/2023 09:24,Homme,1794336425663790.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
09/05/2023 22:18,Femme,1776106799883870.0,2020,Matériaux (MAT),Oui,,38000.0,Oui,43000.0,35500.0,Oui,38000.0
27/01/2023 09:04,Femme,1798891452565580.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,28800.0,Oui,31000.0,,,
27/01/2023 08:07,Femme,1910235866974290.0,2021,Matériaux (MAT),Non,Brésilienne,,,,,,
27/01/2023 07:45,Femme,1767637876274310.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
27/01/2023 03:38,Femme,1783236179415530.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
26/01/2023 23:23,Homme,1857534013519450.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
26/01/2023 20:55,Femme,1967772658470540.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
26/01/2023 18:47,Femme,1798761120459580.0,2020,Matériaux (MAT),Oui,,20000.0,Non,20000.0,20500.0,Non,20500.0
26/01/2023 20:18,Femme,1782650225991380.0,2020,Informatique et Gestion (IG),Oui,,,Non,,,,
26/01/2023 20:12,Femme,1794970934338250.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,39000.0,Oui,39000.0,,,
26/01/2023 19:56,Femme,1776630776085270.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,30200.0,Non,30200.0,,,
26/01/2023 19:10,Homme,1783041977893780.0,2022,Informatique et Gestion (IG),Oui,,51660.0,Non,51600.0,,,
26/01/2023 19:09,Femme,1783101165084400.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,31200.0,Oui,34500.0,,,
26/01/2023 19:02,Homme,1888881494643170.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,37000.0,Oui,46000.0,33000.0,Oui,36000.0
26/01/2023 18:51,Femme,1783483938740120.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,35148.0,Oui,35148.0,,,
18/01/2023 19:04,Homme,1782336321386440.0,2020,Matériaux (MAT),Oui,,43000.0,Oui,50000.0,,,
26/01/2023 18:36,Femme,1776551706034360.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,36192.0,Oui,39208.0,,,
26/01/2023 18:29,Femme,1782332270046870.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,36000.0,Non,36000.0
26/01/2023 18:28,Homme,1783297989035980.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,30000.0,Oui,35000.0,,,
26/01/2023 18:27,Femme,1767739318980900.0,2020,Génie Biologique et Agroalimentaires (GBA),Non,Albanaise,110000.0,Oui,120000.0,,,
26/01/2023 18:17,Homme,1813537651258260.0,2021,Informatique et Gestion (IG),,,35000.0,Non,35000.0,,,
26/01/2023 18:08,Femme,1776166978376740.0,2020,Génie Biologique et Agroalimentaires (GBA),,,30000.0,Non,30000.0,,,
26/01/2023 18:04,Homme,1783100980486340.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,32000.0,Oui,32800.0
26/01/2023 18:02,Femme,1775416913436200.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,29000.0,Non,29000.0
26/01/2023 17:53,Femme,1789142520005530.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,20004.0,Oui,21672.0,,,
26/01/2023 17:51,Homme,1783100972244930.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,38700.0,Non,38700.0,,,
26/01/2023 17:42,Femme,1775491351935640.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,28800.0,Oui,28800.0,28800.0,Oui,31200.0
26/01/2023 17:04,Femme,1789136832154800.0,2022,Informatique et Gestion (IG),Oui,,45000.0,Non,45000.0,,,
26/01/2023 17:04,Femme,1867772735025030.0,2022,Matériaux (MAT),Oui,,34000.0,Oui,34000.0,,,
26/01/2023 16:27,Homme,1799331614005970.0,2022,Matériaux (MAT),Oui,,40000.0,Oui,40000.0,,,
26/01/2023 15:58,Homme,1789312772219290.0,2022,Matériaux (MAT),Oui,,36000.0,Oui,36000.0,,,
26/01/2023 15:29,Femme,1775413939414380.0,2022,Matériaux (MAT),Oui,,33500.0,Oui,35000.0,,,
31/01/2023 10:52,Homme,1775263748033210.0,2020,Matériaux (MAT),Oui,,30000.0,Non,30000.0,17280.0,Oui,19680.0
26/01/2023 15:04,Femme,1789468078182010.0,2022,Matériaux (MAT),Oui,,41420.0,Non,41420.0,,,
26/01/2023 14:52,Homme,1903132421129570.0,2022,Matériaux (MAT),Non,Brésilienne,,,,,,
26/01/2023 14:47,Homme,1767198402827670.0,2021,Matériaux (MAT),Oui,,39000.0,Oui,42000.0,,,
26/01/2023 14:47,Femme,1783101110706140.0,2022,Matériaux (MAT),Oui,,33000.0,Non,33000.0,,,
26/01/2023 14:33,Homme,1876106370082770.0,2022,Matériaux (MAT),Oui,,38000.0,Oui,45000.0,,,
26/01/2023 14:32,Femme,1789086727323480.0,2021,Matériaux (MAT),Oui,,36100.0,Non,36100.0,,,
24/02/2023 17:17,Homme,1783551671530150.0,2020,Matériaux (MAT),Oui,,,,,,,
22/01/2023 11:25,Homme,1867472484797130.0,2020,Matériaux (MAT),Oui,,,,,31000.0,Non,31000.0
26/01/2023 12:32,Homme,1776106802142700.0,2021,Informatique et Gestion (IG),Oui,,35000.0,Oui,39805.0,,,
26/01/2023 11:54,Homme,1789139009510230.0,2020,Informatique et Gestion (IG),Oui,,55000.0,Non,55000.0,38000.0,Non,38000.0
26/01/2023 11:31,Homme,1888410724575580.0,2021,Informatique et Gestion (IG),Oui,,30000.0,Oui,34000.0,,,
26/01/2023 10:36,Homme,1889082945344380.0,2022,Sciences et Technologies de l'Eau (STE),Non,Italienne,66000.0,Oui,71500.0,,,
25/01/2023 23:26,Homme,1767557467631440.0,2022,Informatique et Gestion (IG),Oui,,35000.0,Non,35000.0,,,
25/01/2023 21:55,Homme,1794332318260460.0,2021,Informatique et Gestion (IG),Oui,,35000.0,Non,35000.0,,,
25/01/2023 21:24,Homme,1775273798866860.0,2022,Informatique et Gestion (IG),Oui,,44000.0,Oui,53000.0,,,
25/01/2023 19:25,Femme,1794332474593860.0,2022,Informatique et Gestion (IG),,,,,,,,
25/01/2023 19:02,Homme,1889471542205030.0,2020,Informatique et Gestion (IG),Oui,,40000.0,Oui,43000.0,36750.0,Oui,38000.0
25/01/2023 19:00,Homme,1793741148013300.0,2020,Informatique et Gestion (IG),Oui,,38000.0,Non,38000.0,,,
25/01/2023 18:47,Femme,1788922307855410.0,2021,Informatique et Gestion (IG),Oui,,40800.0,Non,40800.0,,,
25/01/2023 18:43,Femme,1783739765177910.0,2021,Informatique et Gestion (IG),Oui,,,,,,,
25/01/2023 18:35,Homme,1782333585791780.0,2021,Informatique et Gestion (IG),Non,Roumaine,14400.0,Oui,15600.0,14400.0,Oui,15600.0
25/01/2023 18:35,Homme,1888691977257630.0,2022,Informatique et Gestion (IG),Oui,,55000.0,Oui,58000.0,,,
25/01/2023 18:33,Homme,1789357080748740.0,2021,Informatique et Gestion (IG),Oui,,44000.0,Oui,52000.0,,,
25/01/2023 17:37,Homme,1793784666716030.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,29000.0,Oui,31700.0,,,
25/01/2023 10:21,Homme,1782921357689910.0,2020,Informatique et Gestion (IG),Oui,,43000.0,Oui,48000.0,38000.0,Oui,43000.0
25/01/2023 10:04,Homme,1794332465622220.0,2020,Microélectronique Et Automatique (MEA),Oui,,37200.0,Non,37200.0,,,
25/01/2023 00:21,Femme,1766818808739340.0,2022,Informatique et Gestion (IG),Oui,,50000.0,Non,50000.0,,,
24/01/2023 22:47,Homme,1798760222793900.0,2022,Informatique et Gestion (IG),Oui,,33800.0,Oui,33800.0,,,
24/01/2023 22:46,Homme,1768367528936830.0,2022,Informatique et Gestion (IG),Oui,,43000.0,Non,43000.0,,,
24/01/2023 22:35,Homme,1788417075285130.0,2022,Informatique et Gestion (IG),Oui,,50000.0,Non,50000.0,,,
24/01/2023 22:22,Femme,1789420511418330.0,2022,Informatique et Gestion (IG),Oui,,37000.0,Non,37000.0,,,
24/01/2023 22:08,Femme,1783049799429120.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,34800.0,Oui,39200.0,,,
24/01/2023 15:45,Homme,1776102500195080.0,2022,Microélectronique Et Automatique (MEA),Oui,,37500.0,Non,37500.0,,,
24/01/2023 09:17,Homme,1888692297779480.0,2021,Mécanique et Interactions (MI),Oui,,37000.0,Non,37000.0,32400.0,Non,32400.0
24/01/2023 07:53,Homme,1783429202826460.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,38000.0,Oui,40300.0,35000.0,Non,35000.0
23/01/2023 20:32,Homme,1788753722783190.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,38000.0,Oui,40000.0,,,
23/01/2023 09:29,Homme,1776106868424380.0,2021,Mécanique et Interactions (MI),Oui,,22000.0,Non,22000.0,,,
23/01/2023 08:55,Femme,1794332515170520.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,35000.0,Oui,38000.0,,,
23/01/2023 08:35,Femme,1775411635285140.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,27600.0,Non,27600.0
23/01/2023 00:45,Femme,1767827955884560.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,17108.0,Non,17108.0
22/01/2023 19:38,Homme,1783297987186680.0,2022,Mécanique et Interactions (MI),Oui,,,,,,,
22/01/2023 13:22,Femme,1907101681822410.0,2020,Informatique et Gestion (IG),Non,Brésilienne,55000.0,Oui,60000.0,,,
22/01/2023 12:02,Homme,1789357128908910.0,2020,Microélectronique Et Automatique (MEA),Oui,,40000.0,Oui,41000.0,,,
22/04/2023 16:34,Femme,1775643742622870.0,2020,Matériaux (MAT),Oui,,,,,,,
18/01/2023 13:34,Homme,1783679224142860.0,2020,Matériaux (MAT),,,,,,,,
22/01/2023 10:20,Homme,1768549795307160.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,34750.0,Oui,37475.0,,,
22/01/2023 09:48,Femme,1876091333922620.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,26000.0,Oui,26000.0,,,
22/01/2023 09:47,Homme,1782784577032890.0,2022,Microélectronique Et Automatique (MEA),Oui,,41000.0,Oui,42500.0,,,
22/01/2023 09:26,Femme,1776166979781670.0,2020,Microélectronique Et Automatique (MEA),Non,Suisse,78000.0,Non,78000.0,30600.0,Non,30600.0
21/01/2023 23:46,Femme,1793840354015260.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,33000.0,Oui,36000.0,27000.0,Oui,29000.0
21/01/2023 20:55,Homme,1783298115457020.0,2021,Matériaux (MAT),Oui,,38000.0,Oui,42000.0,,,
21/01/2023 17:37,Homme,1789034151751700.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,36000.0,Non,36000.0,,,
21/01/2023 15:42,Homme,1776106641864830.0,2020,Eau et Génie Civil (EGC - apprentissage),Oui,,34000.0,Oui,35000.0,,,
21/01/2023 14:52,Femme,1783429017761230.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
21/01/2023 12:26,Homme,1794775548397760.0,2021,Mécanique Structures Industrielles (MSI - apprentissage),,,,Oui,,,,
21/01/2023 11:48,Femme,1793834940535750.0,2021,Génie Biologique et Agroalimentaires (GBA),,,29000.0,Non,29000.0,,,
21/01/2023 09:30,Homme,1775272871064080.0,2022,Informatique et Gestion (IG),Oui,,59000.0,Oui,72000.0,,,
21/01/2023 09:29,Femme,1782655269658660.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,27000.0,Non,27000.0,,,
20/01/2023 21:31,Homme,1799416609897030.0,2022,Matériaux (MAT),Oui,,37500.0,Oui,40000.0,,,
20/01/2023 19:05,Femme,1788516656192290.0,2020,Microélectronique Et Automatique (MEA),Oui,,37100.0,Oui,40000.0,,,
20/01/2023 17:59,Homme,1783551790135920.0,2020,Informatique et Gestion (IG),Oui,,52000.0,Non,52000.0,35000.0,Non,35000.0
20/01/2023 16:56,Homme,1776106946044280.0,2022,Informatique et Gestion (IG),Oui,,66858.0,Oui,68796.0,,,
20/01/2023 16:43,Femme,1782592876897250.0,2022,Informatique et Gestion (IG),Oui,,35000.0,Oui,38500.0,,,
20/01/2023 14:21,Homme,1888522643587690.0,2021,Microélectronique Et Automatique (MEA),Oui,,31000.0,Oui,36000.0,,,
20/01/2023 14:19,Homme,1776695363650310.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
20/01/2023 13:35,Homme,1876330727903050.0,2021,Microélectronique Et Automatique (MEA),Oui,,37000.0,Non,37000.0,,,
20/01/2023 13:20,Homme,1798487221646170.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,38000.0,Non,38000.0,,,
20/01/2023 10:38,Femme,1883036901428170.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,28000.0,Non,28000.0,,,
20/01/2023 09:38,Femme,1782328943040360.0,2020,Mécanique et Interactions (MI),,,,,,,,
20/01/2023 09:10,Femme,1857534014208740.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,36000.0,Oui,39000.0,,,
20/01/2023 07:51,Homme,1768549872300660.0,2022,Eau et Génie Civil (EGC - apprentissage),Oui,,39000.0,Oui,46000.0,,,
20/01/2023 06:55,Homme,1798487177185630.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,54000.0,Oui,54000.0,,,
20/01/2023 06:52,Homme,1789139065168940.0,2021,Microélectronique Et Automatique (MEA),Oui,,,,,,,
20/01/2023 06:50,Femme,1888409895389830.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,,Non,,,,
20/01/2023 00:33,Homme,1757617753913660.0,2022,Informatique et Gestion (IG),Oui,,31200.0,Non,31200.0,,,
19/01/2023 23:55,Homme,1767473237269350.0,2021,Microélectronique Et Automatique (MEA),Oui,,,Oui,,,,
19/01/2023 20:58,Femme,1782592418482250.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,36000.0,Non,36000.0,,,
19/01/2023 20:02,Homme,1876551296220380.0,2020,Microélectronique Et Automatique (MEA),Oui,,39200.0,Oui,41000.0,,,
19/01/2023 19:56,Homme,1775947055237320.0,2021,Mécanique et Interactions (MI),Oui,,,,,27000.0,Non,27000.0
19/01/2023 19:43,Homme,1783101099779430.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,36500.0,Non,36500.0,,,
19/01/2023 19:00,Homme,1775570466040350.0,2021,Matériaux (MAT),Oui,,35400.0,Oui,41000.0,,,
19/01/2023 18:50,Homme,1789357184454100.0,2020,Microélectronique Et Automatique (MEA),Oui,,31000.0,Oui,31000.0,,,
19/01/2023 18:44,Femme,1776166911374250.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
19/01/2023 18:05,Femme,1776167133160430.0,2022,Mécanique et Interactions (MI),Oui,,,Non,,,,
19/01/2023 17:54,Homme,1788410609982070.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,34000.0,Oui,37000.0,,,
19/01/2023 17:15,Femme,1798761075835810.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,35400.0,Oui,42000.0,32500.0,Non,32500.0
19/01/2023 16:22,Homme,1768183406796480.0,2022,Mécanique et Interactions (MI),Oui,,36000.0,Oui,38000.0,,,
19/01/2023 16:17,Femme,1789751535733900.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
19/01/2023 16:17,Homme,1775640549596370.0,2021,Matériaux (MAT),Oui,,43000.0,Oui,52000.0,,,
19/01/2023 16:09,Homme,1794579190451830.0,2022,Matériaux (MAT),Oui,,33600.0,Non,33600.0,,,
19/01/2023 15:32,Femme,1876091309975850.0,2022,Informatique et Gestion (IG),Oui,,,,,,,
19/01/2023 15:10,Femme,1783049615896570.0,2021,Matériaux (MAT),Oui,,33000.0,Oui,33500.0,,,
19/01/2023 15:05,Homme,1776166836913320.0,2022,Matériaux (MAT),Oui,,,,,,,
19/01/2023 14:43,Homme,1798527231366880.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,42500.0,Oui,50000.0,40000.0,Oui,45000.0
19/01/2023 14:23,Homme,1888742096649890.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
19/01/2023 14:00,Homme,1868316549230050.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,32400.0,Non,32400.0
19/01/2023 13:44,Homme,1783483805311170.0,2021,Matériaux (MAT),Oui,,,Oui,,,Oui,
19/01/2023 12:47,Homme,1976052134751140.0,2020,Microélectronique Et Automatique (MEA),Oui,,60000.0,Oui,65000.0,,,
19/01/2023 12:32,Homme,1789638170068160.0,2020,Informatique et Gestion (IG),Oui,,37500.0,Oui,37500.0,29999.0,Non,29999.0
19/01/2023 11:54,Homme,1788742306650610.0,2022,Matériaux (MAT),Oui,,,,,,,
19/01/2023 11:53,Homme,1767827855676410.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,40000.0,Oui,42000.0,,,
19/01/2023 11:20,Femme,1793840397556590.0,2022,Matériaux (MAT),Oui,,33000.0,Oui,37000.0,33000.0,Oui,37000.0
19/01/2023 11:10,Ne souhaite pas répondre,1783165012690460.0,2020,Mécanique et Interactions (MI),Oui,,,,,27000.0,Non,27000.0
19/01/2023 11:02,Femme,1857533978883780.0,2022,Matériaux (MAT),Oui,,,,,,,
19/01/2023 10:15,Femme,1789078960272400.0,2020,Informatique et Gestion (IG),Oui,,35000.0,Oui,35000.0,,,
19/01/2023 10:10,Homme,1767473228213790.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
19/01/2023 10:08,Homme,1788410896396740.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,38000.0,Non,38000.0,,,
19/01/2023 09:54,Homme,1767833422188670.0,2022,Matériaux (MAT),Oui,,36000.0,Oui,40000.0,,,
19/01/2023 09:44,Femme,1789246007837330.0,2020,Microélectronique Et Automatique (MEA),Oui,,,,,,,
19/01/2023 09:04,Femme,1882337736145760.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,43000.0,Oui,45000.0,,,
19/01/2023 01:10,Homme,1788459985751940.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,36000.0,Oui,36000.0,,,
18/01/2023 22:58,Homme,1782921218646700.0,2021,Microélectronique Et Automatique (MEA),Oui,,35608.0,Oui,38504.0,,,
18/01/2023 22:55,Homme,1756544615604770.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
18/01/2023 22:53,Homme,1975597509816360.0,2021,Informatique et Gestion (IG),,,43000.0,Oui,46000.0,,,
18/01/2023 22:38,Homme,1768549780066770.0,2020,Eau et Génie Civil (EGC - apprentissage),Oui,,35400.0,Oui,39500.0,,,
18/01/2023 22:35,Femme,1789078909530480.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,37000.0,Oui,38000.0,,,
18/01/2023 22:15,Homme,1789364788575610.0,2020,Microélectronique Et Automatique (MEA),Oui,,43000.0,Oui,48000.0,,,
18/01/2023 22:12,Homme,1776166906953760.0,2020,Mécanique et Interactions (MI),Oui,,35000.0,Oui,38000.0,,,
18/01/2023 22:09,Homme,1788913169958950.0,2021,Informatique et Gestion (IG),Oui,,75000.0,Non,75000.0,,,
18/01/2023 22:05,Homme,1802846057005370.0,2021,Informatique et Gestion (IG),Oui,,34200.0,Non,34200.0,,,
18/01/2023 22:00,Femme,1767189060166700.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,32580.0,Oui,36295.0,,,
18/01/2023 20:58,Homme,1767472951669570.0,2020,Eau et Génie Civil (EGC - apprentissage),Oui,,55000.0,Non,55000.0,,,
18/01/2023 20:54,Femme,1776167130842340.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,32000.0,Oui,34666.0,,,
18/01/2023 20:39,Homme,1789743997323920.0,2022,Matériaux (MAT),Oui,,33000.0,Oui,45000.0,,,
18/01/2023 20:31,Homme,1788410725619240.0,2022,Microélectronique Et Automatique (MEA),Oui,,38000.0,Oui,43000.0,,,
18/01/2023 20:14,Femme,1789137001183450.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,29000.0,Oui,33000.0,,,
18/01/2023 20:10,Femme,1894438782667770.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
18/01/2023 19:56,Femme,1767188229918950.0,2022,Matériaux (MAT),Oui,,30000.0,Non,30000.0,,,
18/01/2023 19:40,Femme,1775713679955950.0,2022,Mécanique et Interactions (MI),Oui,,33000.0,Oui,38000.0,,,
18/01/2023 19:19,Homme,1793741197713120.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,34000.0,Oui,34000.0,,,
18/01/2023 19:17,Homme,1802766299273050.0,2022,Matériaux (MAT),Oui,,36000.0,Oui,44200.0,,,
18/01/2023 19:05,Homme,1799416649983310.0,2020,Eau et Génie Civil (EGC - apprentissage),Oui,,42000.0,Oui,45000.0,,,
26/01/2023 14:28,Femme,1782459883226080.0,2020,Matériaux (MAT),Oui,,40000.0,Oui,40000.0,38000.0,Oui,38000.0
18/01/2023 19:02,Homme,1798760222288890.0,2022,Informatique et Gestion (IG),Oui,,34500.0,Oui,34500.0,,,
18/01/2023 18:54,Homme,1798491269165880.0,2021,Microélectronique Et Automatique (MEA),Oui,,39000.0,Oui,42000.0,,,
18/01/2023 18:46,Homme,1793744650738840.0,2022,Microélectronique Et Automatique (MEA),Oui,,,,,,,
18/01/2023 18:41,Homme,1789078797803930.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,41400.0,Oui,48000.0,,,
18/01/2023 18:23,Homme,1882921164844020.0,2020,Eau et Génie Civil (EGC - apprentissage),Oui,,36000.0,Oui,48000.0,,,
18/01/2023 18:12,Femme,1782655337605590.0,2022,Sciences et Technologies de l'Eau (STE),,,,,,,,
18/01/2023 18:12,Homme,1793840296895820.0,2021,Microélectronique Et Automatique (MEA),Oui,,31000.0,Oui,33000.0,,,
18/01/2023 18:08,Homme,1968183327278620.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
18/01/2023 18:08,Femme,1783100908156800.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,37300.0,Oui,41500.0,,,
18/01/2023 18:07,Femme,1776091810146820.0,2022,Eau et Génie Civil (EGC - apprentissage),Oui,,38000.0,Oui,43000.0,,,
18/01/2023 18:03,Homme,1789139128282450.0,2021,Microélectronique Et Automatique (MEA),Oui,,,,,,,
18/01/2023 18:01,Femme,1978758525912570.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,34200.0,Oui,34200.0,,,
18/01/2023 17:56,Femme,1783165019000650.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,27000.0,Oui,28250.0,,,
18/01/2023 17:50,Homme,1893744552359340.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,27600.0,Oui,27600.0,,,
18/01/2023 17:44,Homme,1789078745284910.0,2021,Informatique et Gestion (IG),Oui,,68000.0,Non,68000.0,,,
18/01/2023 17:25,Femme,1799018550043420.0,2021,Eau et Génie Civil (EGC - apprentissage),Oui,,33020.0,Oui,33020.0,,,
18/01/2023 16:57,Homme,1767188220767320.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,35000.0,Oui,38000.0,,,
18/01/2023 16:46,Homme,1766828029067780.0,2022,Informatique et Gestion (IG),Oui,,33000.0,Non,33000.0,,,
18/01/2023 16:05,Homme,1783165214972650.0,2020,Matériaux (MAT),Oui,,,,,,,
